Name	Kind	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value
Thanh Hạ Vũ Khí	Lv.11	1	5	19	12	5	\setting\Immagine\item\DongHanh\DH_12_VuKhi_00.spr	\setting\Immagine\item\DongHanh\DH_12_VuKhi_01.spr	9	Vũ Khí đồng hành Cấp 12		0	1	1500000000			1	1	equip	0	0	lifemax_p	11	11																																																																				5	100										
Thanh Loan Đại Kiếm	Lv.12	1	5	19	13	5	\setting\Immagine\item\DongHanh\ThanhLoanKiem_00.spr	\setting\Immagine\item\DongHanh\ThanhLoanKiem_01.spr	9	Vũ Khí đồng hành Cấp 13		0	1	1500000000			1	1	equip	0	0	lifemax_p	12	12																																																																				5	100										
Hắc Kim Đao	Lv.13	1	5	19	7	5	\image\item\PET\icon\vukhipet77.spr	\image\item\PET\view\vukhipet77_v.spr	9	Vũ khí đồng hành_cấp 10		0	1	1500000000			1	1	equip	0	0	lifemax_p	13	13																																																																				5	100										
Hiên Viên Kiếm	Lv.14	1	5	19	8	5	\image\item\PET\icon\chinhanpet7.spr	\image\item\PET\view\chinhanpet7_v.spr	9	Vũ khí đồng hành_cấp 11		0	1	1500000000			1	1	equip	0	0	lifemax_p	14	14																																																																				5	100										
Vũ khí đồng hành_cấp 12	Lv.15	1	5	19	9	5	\image\item\PET\icon\chinhanpet7.spr	\image\item\PET\view\chinhanpet7_v.spr	9	Vũ khí đồng hành_cấp 12		0	1	1500000000			1	1	equip	0	0	lifemax_p	15	15																																																																				5	100										
Thương Phong Kiếm 13	Lv.16	1	5	19	14	5	\setting\Immagine\item\DongHanh\DHMoi_VuKhi_00.spr	\setting\Immagine\item\DongHanh\DHMoi_VuKhi_01.spr	9	Vũ Khí đồng hành Cấp 13		0	1	1500000000			1	1	equip	0	0	lifemax_p	16	16					attackspeed_v	1	1	-1	-1	0	0	castspeed_v	1	1	-1	-1	0	0	state_hurt_attack	1	1	22	22	0	0	state_weak_attack	1	1	22	22	0	0	state_slowall_attack	1	1	22	22	0	0	state_burn_attack	1	1	22	22	0	0	state_stun_attack	1	1	22	22	0	0															5	100										
Thương Phong Kiếm 14	Lv.17	1	5	19	15	5	\setting\Immagine\item\DongHanh\DHMoi_VuKhi_00.spr	\setting\Immagine\item\DongHanh\DHMoi_VuKhi_01.spr	9	Vũ Khí đồng hành Cấp 14		0	1	1500000000			1	1	equip	0	0	lifemax_p	17	17					attackspeed_v	1	1	-1	-1	0	0	castspeed_v	1	1	-1	-1	0	0	state_hurt_attack	2	2	22	22	0	0	state_weak_attack	2	2	22	22	0	0	state_slowall_attack	2	2	22	22	0	0	state_burn_attack	2	2	22	22	0	0	state_stun_attack	2	2	22	22	0	0															5	100										
Thương Phong Kiếm 15	Lv.18	1	5	19	16	5	\setting\Immagine\item\DongHanh\DHMoi_VuKhi_00.spr	\setting\Immagine\item\DongHanh\DHMoi_VuKhi_01.spr	9	Vũ Khí đồng hành Cấp 15		0	1	1500000000			1	1	equip	0	0	lifemax_p	18	18					attackspeed_v	1	1	-1	-1	0	0	castspeed_v	1	1	-1	-1	0	0	state_hurt_attack	3	3	22	22	0	0	state_weak_attack	3	3	22	22	0	0	state_slowall_attack	3	3	22	22	0	0	state_burn_attack	3	3	22	22	0	0	state_stun_attack	3	3	22	22	0	0															5	100										
Thương Phong Kiếm 16	Lv.19	1	5	19	17	5	\setting\Immagine\item\DongHanh\DHMoi_VuKhi_00.spr	\setting\Immagine\item\DongHanh\DHMoi_VuKhi_01.spr	9	Vũ Khí đồng hành Cấp 16		0	1	1500000000			1	1	equip	0	0	lifemax_p	19	19					attackspeed_v	1	1	-1	-1	0	0	castspeed_v	1	1	-1	-1	0	0	state_hurt_attack	4	4	22	22	0	0	state_weak_attack	4	4	22	22	0	0	state_slowall_attack	4	4	22	22	0	0	state_burn_attack	4	4	22	22	0	0	state_stun_attack	4	4	22	22	0	0															5	100										
Thương Phong Kiếm 17	Lv.20	1	5	19	18	5	\setting\Immagine\item\DongHanh\DHMoi_VuKhi_00.spr	\setting\Immagine\item\DongHanh\DHMoi_VuKhi_01.spr	9	Vũ Khí đồng hành Cấp 17		0	1	1500000000			1	1	equip	0	0	lifemax_p	20	20					attackspeed_v	2	2	-1	-1	0	0	castspeed_v	2	2	-1	-1	0	0	state_hurt_attack	5	5	22	22	0	0	state_weak_attack	5	5	22	22	0	0	state_slowall_attack	5	5	22	22	0	0	state_burn_attack	5	5	22	22	0	0	state_stun_attack	5	5	22	22	0	0															5	100										
Thương Phong Kiếm 18	Lv.21	1	5	19	19	5	\setting\Immagine\item\DongHanh\DHMoi_VuKhi_00.spr	\setting\Immagine\item\DongHanh\DHMoi_VuKhi_01.spr	9	Vũ Khí đồng hành Cấp 18		0	1	1500000000			1	1	equip	0	0	lifemax_p	21	21					attackspeed_v	2	2	-1	-1	0	0	castspeed_v	2	2	-1	-1	0	0	state_hurt_attack	6	6	22	22	0	0	state_weak_attack	6	6	22	22	0	0	state_slowall_attack	6	6	22	22	0	0	state_burn_attack	6	6	22	22	0	0	state_stun_attack	6	6	22	22	0	0															5	100										
Thương Phong Kiếm 19	Lv.22	1	5	19	20	5	\setting\Immagine\item\DongHanh\DHMoi_VuKhi_00.spr	\setting\Immagine\item\DongHanh\DHMoi_VuKhi_01.spr	9	Vũ Khí đồng hành Cấp 19		0	1	1500000000			1	1	equip	0	0	lifemax_p	22	22					attackspeed_v	2	2	-1	-1	0	0	castspeed_v	2	2	-1	-1	0	0	state_hurt_attack	7	7	22	22	0	0	state_weak_attack	7	7	22	22	0	0	state_slowall_attack	7	7	22	22	0	0	state_burn_attack	7	7	22	22	0	0	state_stun_attack	7	7	22	22	0	0															5	100										
Thương Phong Kiếm 20	Lv.23	1	5	19	21	5	\setting\Immagine\item\DongHanh\DHMoi_VuKhi_00.spr	\setting\Immagine\item\DongHanh\DHMoi_VuKhi_01.spr	9	Vũ Khí đồng hành Cấp 20		0	1	1500000000			1	1	equip	0	0	lifemax_p	23	23					attackspeed_v	2	2	-1	-1	0	0	castspeed_v	2	2	-1	-1	0	0	state_hurt_attack	8	8	22	22	0	0	state_weak_attack	8	8	22	22	0	0	state_slowall_attack	8	8	22	22	0	0	state_burn_attack	8	8	22	22	0	0	state_stun_attack	8	8	22	22	0	0															5	100										
Thương Phong Kiếm Lv.21	Lv.24	1	5	19	22	5	\setting\Immagine\item\DongHanh\DHMoi_VuKhi_00.spr	\setting\Immagine\item\DongHanh\DHMoi_VuKhi_01.spr	9	<bclr=0,0,200><color=white>Tân Niên Hiệp Khách<color>		0	1	1500000000			1	1	equip	0	0	lifemax_p	24	24					attackspeed_v	3	3	-1	-1	0	0	castspeed_v	3	3	-1	-1	0	0	state_hurt_attack	9	9	22	22	0	0	state_weak_attack	9	9	22	22	0	0	state_slowall_attack	9	9	22	22	0	0	state_burn_attack	9	9	22	22	0	0	state_stun_attack	9	9	22	22	0	0															5	100										
Thương Phong Kiếm Lv.22	Lv.25	1	5	19	23	5	\setting\Immagine\item\DongHanh\DHMoi_VuKhi_00.spr	\setting\Immagine\item\DongHanh\DHMoi_VuKhi_01.spr	9	<bclr=0,0,200><color=white>Tân Niên Hiệp Khách<color>		0	1	1500000000			1	1	equip	0	0	lifemax_p	25	25					attackspeed_v	3	3	-1	-1	0	0	castspeed_v	3	3	-1	-1	0	0	state_hurt_attack	10	10	22	22	0	0	state_weak_attack	10	10	22	22	0	0	state_slowall_attack	10	10	22	22	0	0	state_burn_attack	10	10	22	22	0	0	state_stun_attack	10	10	22	22	0	0															5	100										
Thương Phong Kiếm Lv.23	Lv.26	1	5	19	24	5	\setting\Immagine\item\DongHanh\DHMoi_VuKhi_00.spr	\setting\Immagine\item\DongHanh\DHMoi_VuKhi_01.spr	9	<bclr=0,0,200><color=white>Tân Niên Hiệp Khách<color>		0	1	1500000000			1	1	equip	0	0	lifemax_p	26	26					attackspeed_v	3	3	-1	-1	0	0	castspeed_v	3	3	-1	-1	0	0	state_hurt_attack	11	11	22	22	0	0	state_weak_attack	11	11	22	22	0	0	state_slowall_attack	11	11	22	22	0	0	state_burn_attack	11	11	22	22	0	0	state_stun_attack	11	11	22	22	0	0															5	100										
Thương Phong Kiếm Lv.24	Lv.27	1	5	19	25	5	\setting\Immagine\item\DongHanh\DHMoi_VuKhi_00.spr	\setting\Immagine\item\DongHanh\DHMoi_VuKhi_01.spr	9	<bclr=0,0,200><color=white>Tân Niên Hiệp Khách<color>		0	1	1500000000			1	1	equip	0	0	lifemax_p	27	27					attackspeed_v	3	3	-1	-1	0	0	castspeed_v	3	3	-1	-1	0	0	state_hurt_attack	12	12	22	22	0	0	state_weak_attack	12	12	22	22	0	0	state_slowall_attack	12	12	22	22	0	0	state_burn_attack	12	12	22	22	0	0	state_stun_attack	12	12	22	22	0	0															5	100										
Tân Niên Đằng Long Kiếm Lv.25	Lv.28	1	5	19	26	5	\image\item\partnerequip\weapon\partner_lv4_1_s.spr	\image\item\partnerequip\weapon\partner_lv4_1.spr	9	<bclr=0,0,200><color=white>Hiệp Khách Thiên Hạ<color>		0	1	1500000000			1	1	equip	0	0	lifemax_p	28	28					attackspeed_v	4	4	-1	-1	0	0	castspeed_v	4	4	-1	-1	0	0	state_hurt_attack	13	13	22	22	0	0	state_weak_attack	13	13	22	22	0	0	state_slowall_attack	13	13	22	22	0	0	state_burn_attack	13	13	22	22	0	0	state_stun_attack	13	13	22	22	0	0															5	100										
Tân Niên Đằng Long Kiếm Lv.26	Lv.29	1	5	19	27	5	\image\item\partnerequip\weapon\partner_lv4_1_s.spr	\image\item\partnerequip\weapon\partner_lv4_1.spr	9	<bclr=0,0,200><color=white>Hiệp Khách Thiên Hạ<color>		0	1	1500000000			1	1	equip	0	0	lifemax_p	29	29					attackspeed_v	4	4	-1	-1	0	0	castspeed_v	4	4	-1	-1	0	0	state_hurt_attack	14	14	22	22	0	0	state_weak_attack	14	14	22	22	0	0	state_slowall_attack	14	14	22	22	0	0	state_burn_attack	14	14	22	22	0	0	state_stun_attack	14	14	22	22	0	0															5	100										
Gấu Mập Dzữ Nữa	Lv.30	1	5	19	28	5	\image\item\partnerequip\weapon\partner_lv4_1_s.spr	\image\item\partnerequip\weapon\partner_lv4_1.spr	9	<bclr=0,0,200><color=white>Hiệp Khách Thiên Hạ<color>		0	1	1500000000			1	1	equip	0	0	lifemax_p	30	30					attackspeed_v	4	4	-1	-1	0	0	castspeed_v	4	4	-1	-1	0	0	state_hurt_attack	15	15	22	22	0	0	state_weak_attack	15	15	22	22	0	0	state_slowall_attack	15	15	22	22	0	0	state_burn_attack	15	15	22	22	0	0	state_stun_attack	15	15	22	22	0	0															5	100										
Skulll	Lv.30	1	5	19	29	5	\image\item\partnerequip\weapon\partner_lv4_1_s.spr	\image\item\partnerequip\weapon\partner_lv4_1.spr	9	<bclr=0,0,200><color=white>Hiệp Khách Thiên Hạ<color>		0	1	1500000000			1	1	equip	0	0	lifemax_p	30	30					attackspeed_v	4	4	-1	-1	0	0	castspeed_v	4	4	-1	-1	0	0	state_hurt_attack	15	15	22	22	0	0	state_weak_attack	15	15	22	22	0	0	state_slowall_attack	15	15	22	22	0	0	state_burn_attack	15	15	22	22	0	0	state_stun_attack	15	15	22	22	0	0															5	100										
Soi Chi Rứa	Lv.30	1	5	19	30	5	\image\item\partnerequip\weapon\partner_lv4_1_s.spr	\image\item\partnerequip\weapon\partner_lv4_1.spr	9	<bclr=0,0,200><color=white>Hiệp Khách Thiên Hạ<color>		0	1	1500000000			1	1	equip	0	0	lifemax_p	30	30					attackspeed_v	4	4	-1	-1	0	0	castspeed_v	4	4	-1	-1	0	0	state_hurt_attack	15	15	22	22	0	0	state_weak_attack	15	15	22	22	0	0	state_slowall_attack	15	15	22	22	0	0	state_burn_attack	15	15	22	22	0	0	state_stun_attack	15	15	22	22	0	0															5	100										
JVID	Lv.30	1	5	19	31	5	\image\item\partnerequip\weapon\partner_lv4_1_s.spr	\image\item\partnerequip\weapon\partner_lv4_1.spr	9	<bclr=0,0,200><color=white>Hiệp Khách Thiên Hạ<color>		0	1	1500000000			1	1	equip	0	0	lifemax_p	30	30					attackspeed_v	4	4	-1	-1	0	0	castspeed_v	4	4	-1	-1	0	0	state_hurt_attack	15	15	22	22	0	0	state_weak_attack	15	15	22	22	0	0	state_slowall_attack	15	15	22	22	0	0	state_burn_attack	15	15	22	22	0	0	state_stun_attack	15	15	22	22	0	0															5	100										
Iphone16Promax	Lv.30	1	5	19	32	5	\image\item\partnerequip\weapon\partner_lv4_1_s.spr	\image\item\partnerequip\weapon\partner_lv4_1.spr	9	<bclr=0,0,200><color=white>Hiệp Khách Thiên Hạ<color>		0	1	1500000000			1	1	equip	0	0	lifemax_p	30	30					attackspeed_v	4	4	-1	-1	0	0	castspeed_v	4	4	-1	-1	0	0	state_hurt_attack	15	15	22	22	0	0	state_weak_attack	15	15	22	22	0	0	state_slowall_attack	15	15	22	22	0	0	state_burn_attack	15	15	22	22	0	0	state_stun_attack	15	15	22	22	0	0															5	100										
Krulll	Lv.30	1	5	19	33	5	\image\item\partnerequip\weapon\partner_lv4_1_s.spr	\image\item\partnerequip\weapon\partner_lv4_1.spr	9	<bclr=0,0,200><color=white>Hiệp Khách Thiên Hạ<color>		0	1	1500000000			1	1	equip	0	0	lifemax_p	30	30					attackspeed_v	4	4	-1	-1	0	0	castspeed_v	4	4	-1	-1	0	0	state_hurt_attack	15	15	22	22	0	0	state_weak_attack	15	15	22	22	0	0	state_slowall_attack	15	15	22	22	0	0	state_burn_attack	15	15	22	22	0	0	state_stun_attack	15	15	22	22	0	0															5	100										
BenzDepTrai	Lv.30	1	5	19	34	5	\image\item\partnerequip\weapon\partner_lv4_1_s.spr	\image\item\partnerequip\weapon\partner_lv4_1.spr	9	<bclr=0,0,200><color=white>Hiệp Khách Thiên Hạ<color>		0	1	1500000000			1	1	equip	0	0	lifemax_p	30	30					attackspeed_v	4	4	-1	-1	0	0	castspeed_v	4	4	-1	-1	0	0	state_hurt_attack	15	15	22	22	0	0	state_weak_attack	15	15	22	22	0	0	state_slowall_attack	15	15	22	22	0	0	state_burn_attack	15	15	22	22	0	0	state_stun_attack	15	15	22	22	0	0															5	100										
Phòng Sạch BESTCLEAN	Lv.30	1	5	19	35	5	\image\item\partnerequip\weapon\partner_lv4_1_s.spr	\image\item\partnerequip\weapon\partner_lv4_1.spr	9	<bclr=0,0,200><color=white>Hiệp Khách Thiên Hạ<color>		0	1	1500000000			1	1	equip	0	0	lifemax_p	30	30					attackspeed_v	4	4	-1	-1	0	0	castspeed_v	4	4	-1	-1	0	0	state_hurt_attack	15	15	22	22	0	0	state_weak_attack	15	15	22	22	0	0	state_slowall_attack	15	15	22	22	0	0	state_burn_attack	15	15	22	22	0	0	state_stun_attack	15	15	22	22	0	0															5	100										
Chơi Gei Không	Lv.30	1	5	19	36	5	\image\item\partnerequip\weapon\partner_lv4_1_s.spr	\image\item\partnerequip\weapon\partner_lv4_1.spr	9	<bclr=0,0,200><color=white>Hiệp Khách Thiên Hạ<color>		0	1	1500000000			1	1	equip	0	0	lifemax_p	30	30					attackspeed_v	4	4	-1	-1	0	0	castspeed_v	4	4	-1	-1	0	0	state_hurt_attack	15	15	22	22	0	0	state_weak_attack	15	15	22	22	0	0	state_slowall_attack	15	15	22	22	0	0	state_burn_attack	15	15	22	22	0	0	state_stun_attack	15	15	22	22	0	0															5	100										
Phong Vân Tái Khởi	Lv.31	1	5	19	37	5	\setting\Immagine\item\DongHanh\PKTK_VuKhi00.spr	\setting\Immagine\item\DongHanh\PKTK_VuKhi01.spr	9	<bclr=0,0,200><color=white>Vũ khí Đồng Hành Phong Vân<color>		0	1	1500000000			1	1	equip	0	0	lifemax_p	31	31					attackspeed_v	5	5	-1	-1	0	0	castspeed_v	5	5	-1	-1	0	0	state_hurt_attack	16	16	22	22	0	0	state_weak_attack	16	16	22	22	0	0	state_slowall_attack	16	16	22	22	0	0	state_burn_attack	16	16	22	22	0	0	state_stun_attack	16	16	22	22	0	0															5	100										
Diệt Tuyệt Bá Đao	Lv.32	1	5	19	38	5	\setting\Immagine\item\DongHanh\partner_lv6_1_s.spr	\setting\Immagine\item\DongHanh\partner_lv6_1.spr	9	<bclr=0,0,200><color=white>Vũ khí Đồng Hành Diệt Tuyệt<color>		0	1	1500000000			1	1	equip	0	0	lifemax_p	32	32					attackspeed_v	6	6	-1	-1	0	0	castspeed_v	6	6	-1	-1	0	0	state_hurt_attack	17	17	22	22	0	0	state_weak_attack	17	17	22	22	0	0	state_slowall_attack	17	17	22	22	0	0	state_burn_attack	17	17	22	22	0	0	state_stun_attack	17	17	22	22	0	0															5	100										
