Name	Kind	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value
Thanh Hạ Nhẫn	Lv.11	1	5	21	12	5	\setting\Immagine\item\DongHanh\DH_12_Nhan_00.spr	\setting\Immagine\item\DongHanh\DH_12_Nhan_01.spr	9	Nhẫn đồng hành Cấp 12		0	1	2500000000			1	1	equip	0	0	addphysicsdamage_p	3	3					addphysicsmagic_p	3	3					manareplenish_p	11	11					skilldamageptrim	2	2					ignoredefense_p	1	1	-1	-1	0	0	deadlystrikedamageenhance_p	1	1	-1	-1	0	0	deadlystrikeenhance_r	2	2					allseriesstateresistrate	4	4	-1	-1	0	0	allseriesstateresisttime	15	15	-1	-1	0	0								5	100										
Bạch Kim Giới	Lv.12	1	5	21	7	5	\image\item\PET\icon\gioichipet7.spr	\image\item\PET\view\gioichipet7_v.spr	9	Nhẫn đồng hành_cấp 10		0	1	2500000000			1	1	equip	0	0	addphysicsdamage_p	3	3					addphysicsmagic_p	3	3					manareplenish_p	12	12					skilldamageptrim	2	2					ignoredefense_p	1	1	-1	-1	0	0	deadlystrikedamageenhance_p	1	1	-1	-1	0	0	deadlystrikeenhance_r	3	3					allseriesstateresistrate	6	6	-1	-1	0	0	allseriesstateresisttime	20	20	-1	-1	0	0								5	100										
Hỏa Long Giới	Lv.13	1	5	21	8	5	\image\item\PET\icon\nhanpet77.spr	\image\item\PET\view\nhanpet77_v.spr	9	Nhẫn đồng hành_cấp 11		0	1	2500000000			1	1	equip	0	0	addphysicsdamage_p	3	3					addphysicsmagic_p	3	3					manareplenish_p	13	13					skilldamageptrim	2	2					ignoredefense_p	1	1	-1	-1	0	0	deadlystrikedamageenhance_p	1	1	-1	-1	0	0	deadlystrikeenhance_r	4	4					allseriesstateresistrate	8	8	-1	-1	0	0	allseriesstateresisttime	25	25	-1	-1	0	0								5	100										
Nhẫn đồng hành_cấp 12	Lv.14	1	5	21	9	5	\image\item\PET\icon\nhanpet77.spr	\image\item\PET\view\nhanpet77_v.spr	9	Nhẫn đồng hành_cấp 12		0	1	2500000000			1	1	equip	0	0	addphysicsdamage_p	3	3					addphysicsmagic_p	3	3					manareplenish_p	14	14					skilldamageptrim	3	3					ignoredefense_p	1	1	-1	-1	0	0	deadlystrikedamageenhance_p	1	1	-1	-1	0	0	deadlystrikeenhance_r	5	5					allseriesstateresistrate	10	10	-1	-1	0	0	allseriesstateresisttime	30	30	-1	-1	0	0								5	100										
Thương Phong Giới 13	Lv.15	1	5	21	13	5	\setting\Immagine\item\DongHanh\DHMoi_Nhan_00.spr	\setting\Immagine\item\DongHanh\DHMoi_Nhan_01.spr	9	Nhẫn đồng hành Cấp 13		0	1	2500000000			1	1	equip	0	0	addphysicsdamage_p	3	3					addphysicsmagic_p	3	3					manareplenish_p	15	15					skilldamageptrim	3	3					ignoredefense_p	2	2	-1	-1	0	0	deadlystrikedamageenhance_p	2	2	-1	-1	0	0	deadlystrikeenhance_r	6	6					allseriesstateresistrate	12	12	-1	-1	0	0	allseriesstateresisttime	35	35	-1	-1	0	0								5	100										
Thương Phong Giới 14	Lv.16	1	5	21	14	5	\setting\Immagine\item\DongHanh\DHMoi_Nhan_00.spr	\setting\Immagine\item\DongHanh\DHMoi_Nhan_01.spr	9	Nhẫn đồng hành Cấp 14		0	1	2500000000			1	1	equip	0	0	addphysicsdamage_p	4	4					addphysicsmagic_p	4	4					manareplenish_p	16	16					skilldamageptrim	3	3					ignoredefense_p	2	2	-1	-1	0	0	deadlystrikedamageenhance_p	2	2	-1	-1	0	0	deadlystrikeenhance_r	7	7					allseriesstateresistrate	14	14	-1	-1	0	0	allseriesstateresisttime	40	40	-1	-1	0	0								5	100										
Thương Phong Giới 15	Lv.17	1	5	21	15	5	\setting\Immagine\item\DongHanh\DHMoi_Nhan_00.spr	\setting\Immagine\item\DongHanh\DHMoi_Nhan_01.spr	9	Nhẫn đồng hành Cấp 15		0	1	2500000000			1	1	equip	0	0	addphysicsdamage_p	4	4					addphysicsmagic_p	4	4					manareplenish_p	17	17					skilldamageptrim	3	3					ignoredefense_p	2	2	-1	-1	0	0	deadlystrikedamageenhance_p	2	2	-1	-1	0	0	deadlystrikeenhance_r	8	8					allseriesstateresistrate	16	16	-1	-1	0	0	allseriesstateresisttime	45	45	-1	-1	0	0								5	100										
Thương Phong Giới 16	Lv.18	1	5	21	16	5	\setting\Immagine\item\DongHanh\DHMoi_Nhan_00.spr	\setting\Immagine\item\DongHanh\DHMoi_Nhan_01.spr	9	Nhẫn đồng hành Cấp 16		0	1	2500000000			1	1	equip	0	0	addphysicsdamage_p	4	4					addphysicsmagic_p	4	4					manareplenish_p	18	18					skilldamageptrim	3	3					ignoredefense_p	2	2	-1	-1	0	0	deadlystrikedamageenhance_p	2	2	-1	-1	0	0	deadlystrikeenhance_r	9	9					allseriesstateresistrate	18	18	-1	-1	0	0	allseriesstateresisttime	50	50	-1	-1	0	0								5	100										
Thương Phong Giới 17	Lv.19	1	5	21	17	5	\setting\Immagine\item\DongHanh\DHMoi_Nhan_00.spr	\setting\Immagine\item\DongHanh\DHMoi_Nhan_01.spr	9	Nhẫn đồng hành Cấp 17		0	1	2500000000			1	1	equip	0	0	addphysicsdamage_p	4	4					addphysicsmagic_p	4	4					manareplenish_p	19	19					skilldamageptrim	4	4					ignoredefense_p	2	2	-1	-1	0	0	deadlystrikedamageenhance_p	2	2	-1	-1	0	0	deadlystrikeenhance_r	10	10					allseriesstateresistrate	20	20	-1	-1	0	0	allseriesstateresisttime	55	55	-1	-1	0	0								5	100										
Thương Phong Giới 18	Lv.20	1	5	21	18	5	\setting\Immagine\item\DongHanh\DHMoi_Nhan_00.spr	\setting\Immagine\item\DongHanh\DHMoi_Nhan_01.spr	9	Nhẫn đồng hành Cấp 18		0	1	2500000000			1	1	equip	0	0	addphysicsdamage_p	4	4					addphysicsmagic_p	4	4					manareplenish_p	20	20					skilldamageptrim	4	4					ignoredefense_p	3	3	-1	-1	0	0	deadlystrikedamageenhance_p	3	3	-1	-1	0	0	deadlystrikeenhance_r	11	11					allseriesstateresistrate	22	22	-1	-1	0	0	allseriesstateresisttime	60	60	-1	-1	0	0								5	100										
Thương Phong Giới 19	Lv.21	1	5	21	19	5	\setting\Immagine\item\DongHanh\DHMoi_Nhan_00.spr	\setting\Immagine\item\DongHanh\DHMoi_Nhan_01.spr	9	Nhẫn đồng hành Cấp 19		0	1	2500000000			1	1	equip	0	0	addphysicsdamage_p	5	5					addphysicsmagic_p	5	5					manareplenish_p	21	21					skilldamageptrim	4	4					ignoredefense_p	3	3	-1	-1	0	0	deadlystrikedamageenhance_p	3	3	-1	-1	0	0	deadlystrikeenhance_r	12	12					allseriesstateresistrate	24	24	-1	-1	0	0	allseriesstateresisttime	65	65	-1	-1	0	0								5	100										
Thương Phong Giới 20	Lv.22	1	5	21	20	5	\setting\Immagine\item\DongHanh\DHMoi_Nhan_00.spr	\setting\Immagine\item\DongHanh\DHMoi_Nhan_01.spr	9	Nhẫn đồng hành Cấp 20		0	1	2500000000			1	1	equip	0	0	addphysicsdamage_p	5	5					addphysicsmagic_p	5	5					manareplenish_p	22	22					skilldamageptrim	4	4					ignoredefense_p	3	3	-1	-1	0	0	deadlystrikedamageenhance_p	3	3	-1	-1	0	0	deadlystrikeenhance_r	13	13					allseriesstateresistrate	26	26	-1	-1	0	0	allseriesstateresisttime	70	70	-1	-1	0	0								5	100										
Thương Phong Giới Lv.21	Lv.23	1	5	21	21	5	\setting\Immagine\item\DongHanh\DHMoi_Nhan_00.spr	\setting\Immagine\item\DongHanh\DHMoi_Nhan_01.spr	9	<bclr=0,0,200><color=white>Tân Niên Hiệp Khách<color>		0	1	2500000000			1	1	equip	0	0	addphysicsdamage_p	5	5					addphysicsmagic_p	5	5					manareplenish_p	23	23					skilldamageptrim	4	4					ignoredefense_p	3	3	-1	-1	0	0	deadlystrikedamageenhance_p	3	3	-1	-1	0	0	deadlystrikeenhance_r	14	14					allseriesstateresistrate	28	28	-1	-1	0	0	allseriesstateresisttime	75	75	-1	-1	0	0								5	100										
Thương Phong Giới Lv.22	Lv.24	1	5	21	22	5	\setting\Immagine\item\DongHanh\DHMoi_Nhan_00.spr	\setting\Immagine\item\DongHanh\DHMoi_Nhan_01.spr	9	<bclr=0,0,200><color=white>Tân Niên Hiệp Khách<color>		0	1	2500000000			1	1	equip	0	0	addphysicsdamage_p	5	5					addphysicsmagic_p	5	5					manareplenish_p	24	24					skilldamageptrim	5	5					ignoredefense_p	3	3	-1	-1	0	0	deadlystrikedamageenhance_p	3	3	-1	-1	0	0	deadlystrikeenhance_r	15	15					allseriesstateresistrate	30	30	-1	-1	0	0	allseriesstateresisttime	80	80	-1	-1	0	0								5	100										
Thương Phong Giới Lv.23	Lv.25	1	5	21	23	5	\setting\Immagine\item\DongHanh\DHMoi_Nhan_00.spr	\setting\Immagine\item\DongHanh\DHMoi_Nhan_01.spr	9	<bclr=0,0,200><color=white>Tân Niên Hiệp Khách<color>		0	1	2500000000			1	1	equip	0	0	addphysicsdamage_p	5	5					addphysicsmagic_p	5	5					manareplenish_p	25	25					skilldamageptrim	5	5					ignoredefense_p	4	4	-1	-1	0	0	deadlystrikedamageenhance_p	4	4	-1	-1	0	0	deadlystrikeenhance_r	16	16					allseriesstateresistrate	32	32	-1	-1	0	0	allseriesstateresisttime	85	85	-1	-1	0	0								5	100										
Thương Phong Giới Lv.24	Lv.26	1	5	21	24	5	\setting\Immagine\item\DongHanh\DHMoi_Nhan_00.spr	\setting\Immagine\item\DongHanh\DHMoi_Nhan_01.spr	9	<bclr=0,0,200><color=white>Tân Niên Hiệp Khách<color>		0	1	2500000000			1	1	equip	0	0	addphysicsdamage_p	6	6					addphysicsmagic_p	6	6					manareplenish_p	26	26					skilldamageptrim	5	5					ignoredefense_p	4	4	-1	-1	0	0	deadlystrikedamageenhance_p	4	4	-1	-1	0	0	deadlystrikeenhance_r	17	17					allseriesstateresistrate	34	34	-1	-1	0	0	allseriesstateresisttime	90	90	-1	-1	0	0								5	100										
Tân Niên Đằng Long Giới Lv.25	Lv.27	1	5	21	25	5	\image\item\partnerequip\ring\partner_ring_04_s.spr	\image\item\partnerequip\ring\partner_ring_04.spr	9	<bclr=0,0,200><color=white>Hiệp Khách Thiên Hạ<color>		0	1	2500000000			1	1	equip	0	0	addphysicsdamage_p	6	6					addphysicsmagic_p	6	6					manareplenish_p	27	27					skilldamageptrim	5	5					ignoredefense_p	4	4	-1	-1	0	0	deadlystrikedamageenhance_p	4	4	-1	-1	0	0	deadlystrikeenhance_r	18	18					allseriesstateresistrate	36	36	-1	-1	0	0	allseriesstateresisttime	95	95	-1	-1	0	0								5	100										
Tân Niên Đằng Long Giới Lv.26	Lv.28	1	5	21	26	5	\image\item\partnerequip\ring\partner_ring_04_s.spr	\image\item\partnerequip\ring\partner_ring_04.spr	9	<bclr=0,0,200><color=white>Hiệp Khách Thiên Hạ<color>		0	1	2500000000			1	1	equip	0	0	addphysicsdamage_p	6	6					addphysicsmagic_p	6	6					manareplenish_p	28	28					skilldamageptrim	5	5					ignoredefense_p	4	4	-1	-1	0	0	deadlystrikedamageenhance_p	4	4	-1	-1	0	0	deadlystrikeenhance_r	19	19					allseriesstateresistrate	38	38	-1	-1	0	0	allseriesstateresisttime	100	100	-1	-1	0	0	adddefense_v	50	50	-1	-1	0	0	5	100										
Gấu Mập Dzữ Nữa	Lv.29	1	5	21	28	5	\image\item\partnerequip\ring\partner_ring_04_s.spr	\image\item\partnerequip\ring\partner_ring_04.spr	9	<bclr=0,0,200><color=white>Hiệp Khách Thiên Hạ<color>		0	1	2500000000			1	1	equip	0	0	addphysicsdamage_p	6	6					addphysicsmagic_p	6	6					manareplenish_p	29	29					skilldamageptrim	6	6					ignoredefense_p	4	4	-1	-1	0	0	deadlystrikedamageenhance_p	4	4	-1	-1	0	0	deadlystrikeenhance_r	20	20					allseriesstateresistrate	40	40	-1	-1	0	0	allseriesstateresisttime	105	105	-1	-1	0	0	adddefense_v	55	55	-1	-1	0	0	5	100										
Skulll	Lv.29	1	5	21	29	5	\image\item\partnerequip\ring\partner_ring_04_s.spr	\image\item\partnerequip\ring\partner_ring_04.spr	9	<bclr=0,0,200><color=white>Hiệp Khách Thiên Hạ<color>		0	1	2500000000			1	1	equip	0	0	addphysicsdamage_p	6	6					addphysicsmagic_p	6	6					manareplenish_p	29	29					skilldamageptrim	6	6					ignoredefense_p	4	4	-1	-1	0	0	deadlystrikedamageenhance_p	4	4	-1	-1	0	0	deadlystrikeenhance_r	20	20					allseriesstateresistrate	40	40	-1	-1	0	0	allseriesstateresisttime	105	105	-1	-1	0	0	adddefense_v	55	55	-1	-1	0	0	5	100										
Soi Chi Rứa	Lv.29	1	5	21	30	5	\image\item\partnerequip\ring\partner_ring_04_s.spr	\image\item\partnerequip\ring\partner_ring_04.spr	9	<bclr=0,0,200><color=white>Hiệp Khách Thiên Hạ<color>		0	1	2500000000			1	1	equip	0	0	addphysicsdamage_p	6	6					addphysicsmagic_p	6	6					manareplenish_p	29	29					skilldamageptrim	6	6					ignoredefense_p	4	4	-1	-1	0	0	deadlystrikedamageenhance_p	4	4	-1	-1	0	0	deadlystrikeenhance_r	20	20					allseriesstateresistrate	40	40	-1	-1	0	0	allseriesstateresisttime	105	105	-1	-1	0	0	adddefense_v	55	55	-1	-1	0	0	5	100										
JVID	Lv.29	1	5	21	31	5	\image\item\partnerequip\ring\partner_ring_04_s.spr	\image\item\partnerequip\ring\partner_ring_04.spr	9	<bclr=0,0,200><color=white>Hiệp Khách Thiên Hạ<color>		0	1	2500000000			1	1	equip	0	0	addphysicsdamage_p	6	6					addphysicsmagic_p	6	6					manareplenish_p	29	29					skilldamageptrim	6	6					ignoredefense_p	4	4	-1	-1	0	0	deadlystrikedamageenhance_p	4	4	-1	-1	0	0	deadlystrikeenhance_r	20	20					allseriesstateresistrate	40	40	-1	-1	0	0	allseriesstateresisttime	105	105	-1	-1	0	0	adddefense_v	55	55	-1	-1	0	0	5	100										
Iphone16Promax	Lv.29	1	5	21	32	5	\image\item\partnerequip\ring\partner_ring_04_s.spr	\image\item\partnerequip\ring\partner_ring_04.spr	9	<bclr=0,0,200><color=white>Hiệp Khách Thiên Hạ<color>		0	1	2500000000			1	1	equip	0	0	addphysicsdamage_p	6	6					addphysicsmagic_p	6	6					manareplenish_p	29	29					skilldamageptrim	6	6					ignoredefense_p	4	4	-1	-1	0	0	deadlystrikedamageenhance_p	4	4	-1	-1	0	0	deadlystrikeenhance_r	20	20					allseriesstateresistrate	40	40	-1	-1	0	0	allseriesstateresisttime	105	105	-1	-1	0	0	adddefense_v	55	55	-1	-1	0	0	5	100										
Krulll	Lv.29	1	5	21	33	5	\image\item\partnerequip\ring\partner_ring_04_s.spr	\image\item\partnerequip\ring\partner_ring_04.spr	9	<bclr=0,0,200><color=white>Hiệp Khách Thiên Hạ<color>		0	1	2500000000			1	1	equip	0	0	addphysicsdamage_p	6	6					addphysicsmagic_p	6	6					manareplenish_p	29	29					skilldamageptrim	6	6					ignoredefense_p	4	4	-1	-1	0	0	deadlystrikedamageenhance_p	4	4	-1	-1	0	0	deadlystrikeenhance_r	20	20					allseriesstateresistrate	40	40	-1	-1	0	0	allseriesstateresisttime	105	105	-1	-1	0	0	adddefense_v	55	55	-1	-1	0	0	5	100										
BenzDepTrai	Lv.29	1	5	21	34	5	\image\item\partnerequip\ring\partner_ring_04_s.spr	\image\item\partnerequip\ring\partner_ring_04.spr	9	<bclr=0,0,200><color=white>Hiệp Khách Thiên Hạ<color>		0	1	2500000000			1	1	equip	0	0	addphysicsdamage_p	6	6					addphysicsmagic_p	6	6					manareplenish_p	29	29					skilldamageptrim	6	6					ignoredefense_p	4	4	-1	-1	0	0	deadlystrikedamageenhance_p	4	4	-1	-1	0	0	deadlystrikeenhance_r	20	20					allseriesstateresistrate	40	40	-1	-1	0	0	allseriesstateresisttime	105	105	-1	-1	0	0	adddefense_v	55	55	-1	-1	0	0	5	100										
Phòng Sạch BESTCLEAN	Lv.29	1	5	21	35	5	\image\item\partnerequip\ring\partner_ring_04_s.spr	\image\item\partnerequip\ring\partner_ring_04.spr	9	<bclr=0,0,200><color=white>Hiệp Khách Thiên Hạ<color>		0	1	2500000000			1	1	equip	0	0	addphysicsdamage_p	6	6					addphysicsmagic_p	6	6					manareplenish_p	29	29					skilldamageptrim	6	6					ignoredefense_p	4	4	-1	-1	0	0	deadlystrikedamageenhance_p	4	4	-1	-1	0	0	deadlystrikeenhance_r	20	20					allseriesstateresistrate	40	40	-1	-1	0	0	allseriesstateresisttime	105	105	-1	-1	0	0	adddefense_v	55	55	-1	-1	0	0	5	100										
Chơi Gei Không	Lv.29	1	5	21	36	5	\image\item\partnerequip\ring\partner_ring_04_s.spr	\image\item\partnerequip\ring\partner_ring_04.spr	9	<bclr=0,0,200><color=white>Hiệp Khách Thiên Hạ<color>		0	1	2500000000			1	1	equip	0	0	addphysicsdamage_p	6	6					addphysicsmagic_p	6	6					manareplenish_p	29	29					skilldamageptrim	6	6					ignoredefense_p	4	4	-1	-1	0	0	deadlystrikedamageenhance_p	4	4	-1	-1	0	0	deadlystrikeenhance_r	20	20					allseriesstateresistrate	40	40	-1	-1	0	0	allseriesstateresisttime	105	105	-1	-1	0	0	adddefense_v	55	55	-1	-1	0	0	5	100										
Phong Vân Tái Khởi	Lv.30	1	5	21	37	5	\setting\Immagine\item\DongHanh\PVTK_Nhan00.spr	\setting\Immagine\item\DongHanh\PVTK_Nhan01.spr	9	<bclr=0,0,200><color=white>Nhẫn Đồng Hành Phong Vân<color>		0	1	2500000000			1	1	equip	0	0	addphysicsdamage_p	7	7					addphysicsmagic_p	7	7					manareplenish_p	30	30					skilldamageptrim	7	7					ignoredefense_p	5	5	-1	-1	0	0	deadlystrikedamageenhance_p	5	5	-1	-1	0	0	deadlystrikeenhance_r	21	21					allseriesstateresistrate	42	42	-1	-1	0	0	allseriesstateresisttime	110	110	-1	-1	0	0	adddefense_v	60	60	-1	-1	0	0	5	100										
Diệt Tuyệt Toái Ảnh Giới	Lv.32	1	5	21	38	5	\setting\Immagine\item\DongHanh\partner_ring_06_s.spr	\setting\Immagine\item\DongHanh\partner_ring_06.spr	9	<bclr=0,0,200><color=white>Nhẫn Đồng Hành Diệt Tuyệt<color>		0	1	2500000000			1	1	equip	0	0	addphysicsdamage_p	10	10					addphysicsmagic_p	10	10					manareplenish_p	31	31					skilldamageptrim	8	8					ignoredefense_p	6	6	-1	-1	0	0	deadlystrikedamageenhance_p	6	6	-1	-1	0	0	deadlystrikeenhance_r	22	22					allseriesstateresistrate	44	44	-1	-1	0	0	allseriesstateresisttime	115	115	-1	-1	0	0	adddefense_v	65	65	-1	-1	0	0	5	100										
