Name	Kind	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value
Tân Niên Đằng Long Y Lv.25	Lv.27	1	5	20	25	5	\image\item\partnerequip\body\partner_lv4_2_s.spr	\image\item\partnerequip\body\partner_lv4_2.spr	9	<bclr=0,0,200><color=white>Hiệp Khách Thiên Hạ<color>		0	1	2500000000			1	1	equip	0	0	manamax_p	27	27					defencedeadlystrikedamagetrim	54	54					lifemax_v	6200	6200					manareplenish_p	27	27					lifereplenish_p	62	62					damage_physics_resist	26	26					damage_poison_resist	26	26					damage_cold_resist	26	26					damage_fire_resist	26	26					damage_light_resist	26	26					5	100										
Tân Niên Đằng Long Y Lv.26	Lv.28	1	5	20	26	5	\image\item\partnerequip\body\partner_lv4_2_s.spr	\image\item\partnerequip\body\partner_lv4_2.spr	9	<bclr=0,0,200><color=white>Hiệp Khách Thiên Hạ<color>		0	1	2500000000			1	1	equip	0	0	manamax_p	28	28					defencedeadlystrikedamagetrim	56	56					lifemax_v	6400	6400					manareplenish_p	28	28					lifereplenish_p	64	64					damage_physics_resist	28	28					damage_poison_resist	28	28					damage_cold_resist	28	28					damage_fire_resist	28	28					damage_light_resist	28	28					5	100										
Gấu Mập Dzữ Nữa	Lv.29	1	5	20	28	5	\image\item\partnerequip\body\partner_lv4_2_s.spr	\image\item\partnerequip\body\partner_lv4_2.spr	9	<bclr=0,0,200><color=white>Hiệp Khách Thiên Hạ<color>		0	1	2500000000			1	1	equip	0	0	manamax_p	29	29					defencedeadlystrikedamagetrim	58	58					lifemax_v	6600	6600					manareplenish_p	29	29					lifereplenish_p	66	66					damage_physics_resist	30	30					damage_poison_resist	30	30					damage_cold_resist	30	30					damage_fire_resist	30	30					damage_light_resist	30	30					5	100										
Skulll	Lv.29	1	5	20	29	5	\image\item\partnerequip\body\partner_lv4_2_s.spr	\image\item\partnerequip\body\partner_lv4_2.spr	9	<bclr=0,0,200><color=white>Hiệp Khách Thiên Hạ<color>		0	1	2500000000			1	1	equip	0	0	manamax_p	29	29					defencedeadlystrikedamagetrim	58	58					lifemax_v	6600	6600					manareplenish_p	29	29					lifereplenish_p	66	66					damage_physics_resist	30	30					damage_poison_resist	30	30					damage_cold_resist	30	30					damage_fire_resist	30	30					damage_light_resist	30	30					5	100										
Soi Chi Rứa	Lv.29	1	5	20	30	5	\image\item\partnerequip\body\partner_lv4_2_s.spr	\image\item\partnerequip\body\partner_lv4_2.spr	9	<bclr=0,0,200><color=white>Hiệp Khách Thiên Hạ<color>		0	1	2500000000			1	1	equip	0	0	manamax_p	29	29					defencedeadlystrikedamagetrim	58	58					lifemax_v	6600	6600					manareplenish_p	29	29					lifereplenish_p	66	66					damage_physics_resist	30	30					damage_poison_resist	30	30					damage_cold_resist	30	30					damage_fire_resist	30	30					damage_light_resist	30	30					5	100										
JVID	Lv.29	1	5	20	31	5	\image\item\partnerequip\body\partner_lv4_2_s.spr	\image\item\partnerequip\body\partner_lv4_2.spr	9	<bclr=0,0,200><color=white>Hiệp Khách Thiên Hạ<color>		0	1	2500000000			1	1	equip	0	0	manamax_p	29	29					defencedeadlystrikedamagetrim	58	58					lifemax_v	6600	6600					manareplenish_p	29	29					lifereplenish_p	66	66					damage_physics_resist	30	30					damage_poison_resist	30	30					damage_cold_resist	30	30					damage_fire_resist	30	30					damage_light_resist	30	30					5	100										
Iphone16Promax	Lv.29	1	5	20	32	5	\image\item\partnerequip\body\partner_lv4_2_s.spr	\image\item\partnerequip\body\partner_lv4_2.spr	9	<bclr=0,0,200><color=white>Hiệp Khách Thiên Hạ<color>		0	1	2500000000			1	1	equip	0	0	manamax_p	29	29					defencedeadlystrikedamagetrim	58	58					lifemax_v	6600	6600					manareplenish_p	29	29					lifereplenish_p	66	66					damage_physics_resist	30	30					damage_poison_resist	30	30					damage_cold_resist	30	30					damage_fire_resist	30	30					damage_light_resist	30	30					5	100										
Krulll	Lv.29	1	5	20	33	5	\image\item\partnerequip\body\partner_lv4_2_s.spr	\image\item\partnerequip\body\partner_lv4_2.spr	9	<bclr=0,0,200><color=white>Hiệp Khách Thiên Hạ<color>		0	1	2500000000			1	1	equip	0	0	manamax_p	29	29					defencedeadlystrikedamagetrim	58	58					lifemax_v	6600	6600					manareplenish_p	29	29					lifereplenish_p	66	66					damage_physics_resist	30	30					damage_poison_resist	30	30					damage_cold_resist	30	30					damage_fire_resist	30	30					damage_light_resist	30	30					5	100										
BenzDepTrai	Lv.29	1	5	20	34	5	\image\item\partnerequip\body\partner_lv4_2_s.spr	\image\item\partnerequip\body\partner_lv4_2.spr	9	<bclr=0,0,200><color=white>Hiệp Khách Thiên Hạ<color>		0	1	2500000000			1	1	equip	0	0	manamax_p	29	29					defencedeadlystrikedamagetrim	58	58					lifemax_v	6600	6600					manareplenish_p	29	29					lifereplenish_p	66	66					damage_physics_resist	30	30					damage_poison_resist	30	30					damage_cold_resist	30	30					damage_fire_resist	30	30					damage_light_resist	30	30					5	100										
Phòng Sạch BESTCLEAN	Lv.29	1	5	20	35	5	\image\item\partnerequip\body\partner_lv4_2_s.spr	\image\item\partnerequip\body\partner_lv4_2.spr	9	<bclr=0,0,200><color=white>Hiệp Khách Thiên Hạ<color>		0	1	2500000000			1	1	equip	0	0	manamax_p	29	29					defencedeadlystrikedamagetrim	58	58					lifemax_v	6600	6600					manareplenish_p	29	29					lifereplenish_p	66	66					damage_physics_resist	30	30					damage_poison_resist	30	30					damage_cold_resist	30	30					damage_fire_resist	30	30					damage_light_resist	30	30					5	100										
Chơi Gei Không	Lv.29	1	5	20	36	5	\image\item\partnerequip\body\partner_lv4_2_s.spr	\image\item\partnerequip\body\partner_lv4_2.spr	9	<bclr=0,0,200><color=white>Hiệp Khách Thiên Hạ<color>		0	1	2500000000			1	1	equip	0	0	manamax_p	29	29					defencedeadlystrikedamagetrim	58	58					lifemax_v	6600	6600					manareplenish_p	29	29					lifereplenish_p	66	66					damage_physics_resist	30	30					damage_poison_resist	30	30					damage_cold_resist	30	30					damage_fire_resist	30	30					damage_light_resist	30	30					5	100										
Phong Vân Tái Khởi	Lv.30	1	5	20	37	5	\setting\Immagine\item\DongHanh\PVTK_Ao00.spr	\setting\Immagine\item\DongHanh\PVTK_Ao01.spr	9	<bclr=0,0,200><color=white>Áo Đồng Hành Phong Vân<color>		0	1	2500000000			1	1	equip	0	0	manamax_p	30	30					defencedeadlystrikedamagetrim	60	60					lifemax_v	6800	6800					manareplenish_p	30	30					lifereplenish_p	68	68					damage_physics_resist	32	32					damage_poison_resist	32	32					damage_cold_resist	32	32					damage_fire_resist	32	32					damage_light_resist	32	32					5	100										
Diệt Tuyệt Hỏa Diễm Y	Lv.32	1	5	20	38	5	\setting\Immagine\item\DongHanh\partner_lv6_2_s.spr	\setting\Immagine\item\DongHanh\partner_lv6_2.spr	9	<bclr=0,0,200><color=white>Áo Đồng Hành Diệt Tuyệt<color>		0	1	2500000000			1	1	equip	0	0	manamax_p	31	31					defencedeadlystrikedamagetrim	62	62					lifemax_v	7000	7000					manareplenish_p	31	31					lifereplenish_p	70	70					damage_physics_resist	34	34					damage_poison_resist	34	34					damage_cold_resist	34	34					damage_fire_resist	34	34					damage_light_resist	34	34					5	100										
