key	value
G_PLAYER_35	你的背包剩餘空間不足，不能交易！
G_PLAYER_36	交易取消，對方背包剩餘空間不足！
G_PLAYER_37	交易取消，對方背包銀兩不足！
G_PLAYER_38	交易取消，對方背包銀兩超出上限！
G_PLAYER_39	交易物品消失，不能交易！
G_PLAYER_40	交易取消，對方交易物品消失！
G_PLAYER_41	此時不能打開奇珍閣！
G_PLAYER_42	該玩家不存在！
G_PLAYER_43	你被禁言了，暫時不能聊天！
G_PLAYER_44	郵箱還沒加載完成，請稍後在試。
G_PLAYERSET_0	我<color=green>%s<color=restore>來也，你等快來朝拜。
G_PLAYERSET_1	<color=green>%s<color=restore>腳踏淩波微步，飄然而至。
G_PLAYERSET_2	一道閃光，<color=green>%s<color=restore>從天而降。
G_PLAYERSET_3	吳府管家
G_PlayerStall_0	買東西
G_PlayerStall_2	以後再來
G_PlayerStall_3	【販賣】
G_PlayerStall_4	【收購】
G_PLAYER_TITLE_ADD	您獲得了\"%s\"稱號。
G_PLAYER_TITLE_TIMEOUT	您的\"%s\"稱號已過期。
G_PARTNER_0	你所取的名字不合法！
G_ITEM_0	<color=White>臨時物品：
G_ITEM_1	等級:%d\n
G_ITEM_2	價格：%d %s
G_ITEM_10	帽子
G_ITEM_11	衣服
G_ITEM_12	腰帶
G_ITEM_13	武器
G_ITEM_14	鞋子
G_ITEM_15	護腕
G_ITEM_16	項鏈
G_ITEM_17	戒指
G_ITEM_18	印鑒
G_ITEM_19	腰墜
G_ITEM_20	坐騎
G_ITEM_22	 [%d級]
G_ITEM_30	道具拾取
G_ItemList_0	無法在這裏使用土地符！
G_ItemList_1	儲物箱處於鎖定狀態，不能取錢！
G_ItemList_2	儲物箱鎖定中，不能調整裝備！
G_ItemList_3	儲物箱鎖定中！
G_ItemList_4	密碼設定成功！
G_ItemList_5	密碼設定失敗：密碼已設定！
G_ItemList_6	密碼取消成功！
G_ItemList_7	密碼取消失敗：未曾設定密碼！
G_ItemList_8	密碼取消失敗：密碼驗證失敗！
G_ItemList_9	密碼修改成功！
G_ItemList_10	密碼修改失敗：未曾設定密碼，無法修改！
G_ItemList_11	密碼修改失敗：密碼驗證失敗！
G_ItemList_12	鎖定成功！
G_ItemList_13	鎖定失敗：您的擴展儲物箱和密碼保護功能尚未開啟,請到巴陵縣沈九(188,198)處購買以開啟此功能！
G_ItemList_14	解鎖成功！
G_ItemList_15	解鎖失敗：您的擴展儲物箱和密碼保護功能尚未開啟,請到巴陵縣沈九(188,198)處購買以開啟此功能！
G_ItemList_16	解鎖失敗：密碼驗證失敗！
G_ItemList_17	惡名值大於或等於5的玩家使用土地符無效！
G_SkillList_0	您的%s技能熟練級別提升了！
G_SkillList_2	您使用這項武功時不能騎馬！
G_SkillList_3	您使用這項武功時必須騎馬！
G_SkillList_4	傭兵數量已達到上限，不能再雇傭了！
G_SkillList_5	您的同伴的%s技能熟練級別提升了！
G_SkillList_Limit_1	您當前裝備的武器不適合您想使用的武功！
G_SkillList_Limit_2	您使用這項武功時不能騎馬！
G_SkillList_Limit_3	您使用這項武功時必須騎馬！
G_SkillList_Limit_4	您當前的門派不適合您想使用的武功！
G_SkillList_Limit_5	您當前的路線不適合您想使用的武功！
G_SkillList_Limit_6	必須在狂怒狀態下才能使用該技能
G_SkillList_Limit_7	必須在練功狀態下才能使用該技能
G_SkillList_Limit_8	變身後不能使用此技能！ 
G_Skills_0	子彈技\n
G_Skills_1	牆形 數量%d\n
G_Skills_2	線形 數量%d\n
G_Skills_3	散形 數量%d\n
G_Skills_4	圓形發散 數量%d\n
G_Skills_5	圓形區域 數量%d\n
G_Skills_6	方形區域 數量%d\n
G_Skills_7	定點圓形區域 數量%d\n
G_Skills_8	定點方形區域 數量%d\n
G_Skills_11	格鬥技\n
G_Skills_12	主動輔助武功\n
G_Skills_13	狀態持續時間:%d\n
G_Skills_14	被動輔助武功\n
G_Skills_15	區域傷害 
G_Skills_16	原地 
G_Skills_17	直線飛行 
G_Skills_18	環形飛行 
G_Skills_20	拋物飛行 
G_Skills_21	穿透 
G_Skills_22	傷害範圍:%d 
G_Skills_23	震退距離:%d 
G_Skills_24	消亡自爆 
G_Skills_25	光環 
G_Skills_26	物理 
G_Skills_27	近身 
G_Skills_28	必中 
G_Skills_29	對友 
G_Skills_30	對敵 
G_Skills_31	對物 
G_Skills_32	對已 
G_Skills_33	考慮命中率 
G_Skills_34	技能屬性：
G_Skills_35	(近身攻擊)\n
G_Skills_36	(遠程攻擊)\n
G_Skills_37	當前等級：%d
G_Skills_38	當前等級：%d (%d+%d)
G_Skills_39	受技能加成：%d%%\n
G_Skills_40	修煉度：%d%%\n
G_Skills_41	武器限制：
G_Skills_42	騎馬中不能施展\n
G_Skills_43	必須騎馬施展\n
G_Skills_44	\n<color=Red>下一級\n
G_Skills_45	內力消耗：%d\n
G_Skills_46	體力消耗：%d\n
G_Skills_47	生命消耗：%d\n
G_Skills_48	有效距離：%d\n
G_Skills_49	對「%s」技能加成 %d%%\n
G_Skills_50	<color=Blue>第一式:<color>
G_Skills_51	<color=Blue>第二式:<color>
G_Skills_52	<color=Blue>第三式:<color>
G_Skills_53	<color=Blue>第四式:<color>
G_Skills_54	<color=Blue>第五式:<color>
G_Skills_55	<color=Blue>第六式:<color>
G_Skills_56	<color=Blue>第七式:<color>
G_Skills_57	<color=Blue>第八式:<color>
G_Skills_58	<color=Blue>第九式:<color>
G_Skills_59	<color=Blue>第十式:<color>
G_Skills_60	<color=Blue>第十一式:<color>
G_Skills_61	<color=Blue>第十二式:<color>
G_Skills_62	<color=Blue>第十三式:<color>
G_Skills_63	<color=Blue>第十四式:<color>
G_Skills_64	<color=Blue>第十五式:<color>
G_Skills_65	<color=Blue>第十六式:<color>
G_Skills_66	<color=Blue>第十七式:<color>
G_Skills_67	<color=Blue>第十八式:<color>
G_Skills_68	<color=Blue>第十九式:<color>
G_Skills_69	<color=Blue>第二十式:<color>
G_Skills_70	屬性：金系 %d\n
G_Skills_71	屬性：木系 %d\n
G_Skills_72	屬性：水系 %d\n
G_Skills_73	屬性：火系 %d\n
G_Skills_74	屬性：土系 %d\n
G_Skills_75	五行相克：%d%%\n
G_PlayerPK_0	您的負經驗太多，只允許練功模式！
G_PlayerPK_1	您的負經驗太多，不允許仇殺！
G_PlayerPK_2	經驗達到或超過-50%%後，不能轉換PK模式！  
G_ProtocolProcess_0	某人
G_ProtocolProcess_1	兩
G_ProtocolProcess_2	銀兩
G_ProtocolProcess_3	有人
G_ProtocolProcess_4	您的幫主給您發錢了：%d！
G_ProtocolProcess_5	未啟動離線時轉發消息！
G_ProtocolProcess_6	離線時消息轉發目標是%s！
G_ProtocolProcess_7	設置了消息轉發目標為%s。
G_ProtocolProcess_8	你現在不能接受私聊消息！\n輸入 /OfflineTrans 可以取消設置。
G_ProtocolProcess_9	幫會創建失敗！
G_ProtocolProcess_10	%s申請加入幫會！
G_ProtocolProcess_11	幫會操作被鎖定，不能任命！
G_ProtocolProcess_12	傳位失敗，對方不在線！
G_ProtocolProcess_13	傳位失敗，對方能力不夠！
G_ProtocolProcess_14	傳位失敗，本幫中無此人！
G_ProtocolProcess_15	幫會操作被鎖定！
G_ProtocolProcess_16	%s申請加入聯盟！
G_ProtocolProcess_17	%s 拒絕接受本幫加入聯盟！
G_ProtocolProcess_18	幫會錢不夠！
G_ProtocolProcess_19	因為您現在的惡名值>＝3,PK前請先解除裝備欄的鎖定狀態。
G_ProtocolProcess_20	你當前狀態禁止移動或者交易物品！
G_ProtocolProcess_21	你的同伴仍在昏迷中，%d 秒後才能被重新召喚！
G_ProtocolProcess_22	兩次召喚同伴的間隔太短了，請稍後再嘗試！
G_ProtocolProcess_23	這裏不允許召喚同伴！
G_ProtocolProcess_24	你的裝備欄處於鎖定狀態，不能解散同伴！
G_ProtocolProcess_25	不允許解散最後一個同伴！
G_ProtocolProcess_26	該物品在此地無法發揮功效！
G_ProtocolProcess_27	由於你連續輸入錯誤密碼，系統中止繼續驗證，剩餘時間：%d小時
G_ProtocolProcess_28	你連續輸入錯誤密碼已達%d次，連續輸入錯誤10次系統將中止驗證一段時間
G_ProtocolProcess_29	對方現在無法和您交易！
G_ProtocolProcess_30	對方賬號處於鎖定狀態，無法收到你的申請！
G_ProtocolProcess_31	你的賬號處於鎖定狀態，無法進行交易！
G_ScriptFuns_0	無
G_ScriptFuns_1	<非轄區>
G_ScriptFuns_2	本城現在擂臺賽沒有進行。
G_ScriptFuns_3	本城區最近無擂臺戰事。
G_ScriptFuns_4	組隊消息
G_ScriptFuns_5	[Script]使用AddItem參數數量不符!
G_ScriptFuns_6	[Script]使用AddGoldItem參數數量不符!
G_ScriptFuns_7	[Script]GoldItem-目前只支持黃金裝備!
G_ScriptFuns_8	GetItem 參數不夠!
G_ScriptFuns_9	HaveItem 參數不夠!
G_ScriptFuns_10	DelCommonItem 參數不夠!
G_ScriptFuns_11	ExistCommonItem 參數不夠!
G_ScriptFuns_12	GetItemLife 參數不夠!
G_ScriptFuns_13	無名城
G_ScriptFuns_14	未記錄
G_ScriptFuns_15	未知碼頭
G_ScriptFuns_16	您的聲望減少了%d點!
G_ScriptFuns_17	您的聲望增加了%d點!
G_MagicDesc_0	內力
G_MagicDesc_1	生命
G_MagicDesc_2	體力
G_MagicDesc_3	銀兩
G_MagicDesc_4	增加
G_MagicDesc_5	減少
G_MagicDesc_6	女性
G_MagicDesc_7	男性
G_MagicDesc_8	劍
G_MagicDesc_9	單刀
G_MagicDesc_10	棍棒
G_MagicDesc_11	槍
G_MagicDesc_12	錘
G_MagicDesc_13	雙刀
G_MagicDesc_14	所有
G_MagicDesc_15	暗器
G_MagicDesc_16	近身
G_MagicDesc_17	空手
G_MagicDesc_18	未知
G_KDiceGame_0	你沒有足夠銀兩繼續遊戲了！
G_KDiceGame_1	遊戲
G_KDiceGame_2	AddGlobalNews([[熱烈慶賀！%s 中了大獎，得到積累彩金，共計%d兩！]])
G_KDiceGame_3	%d:%d 遊樂機:%s 摸到 %d|%d|%d ,賭注: %d 獎金:%d 彩金:%d\n
 	
G_STRING_AUTOHANGMSG_1	你的功力太低，無法吸收臘八粥的神奇功效。等%d級之後再來試試吧。
G_STRING_AUTOHANGMSG_2	你必須擁有礦鎬才能挖礦，請找 桃花隱士 購買吧。
G_STRING_AUTOHANGMSG_3	你的礦鎬已經完全損壞，你必須到 桃花隱士 那裏購買新的礦鎬才能繼續挖礦。
G_STRING_AUTOHANGMSG_4	你的經驗增加了%d點。
G_STRING_AUTOHANGMSG_5	你的特殊礦鎬已經完全損壞，你必須到 幫會兵甲坊 那裏購買新的特殊礦鎬才能繼續挖礦。
G_CORESHELL_1	騎馬時無法打坐！
G_CORESHELL_STALLPRICE	\n<color=White>販賣單價：<color=Yellow>
G_CORESHELL_OFFERPRICE	\n<color=White>收購單價：<color=Yellow>
G_CORESHELL_STALL_0	\n<color=White>標價(收入)：<color=Green>
G_CORESHELL_STALL_1	\n<color=White>賣價(含稅)：<color=Yellow>
G_CORESHELL_STALL_2	\n<color=White>賣價：<color=Yellow>
G_CORESHELL_STALL_3	\n<color=DBlue>本地稅率：%d%%\n
G_STRING_ALLSKILLS	所有武功
G_STRING_BRACKET_BEGIN	「
G_STRING_BRACKET_END	」
G_CITYWAR_WARNING_SETTAXTIME	當前不允許設置稅率。每天可設置稅率時段為：%d點 ~ %d點
G_CITYWAR_WARNING_TAXALREADYSET1	你已經設置過今天的稅率了！！
G_CITYWAR_WARNING_TAXALREADYSET	你已經設置過本周的稅率了！！
G_CITYWAR_WARNING_NOTTONGLEADER	你不是幫會幫主！！
G_STRING_DISABLED_CHAT	你目前所在地可能屬於特殊區域，不能使用此聊天頻道
G_STRING_ENTER_CHANNEL	公告：你加入了%s頻道
G_STRING_LEAVE_CHANNEL	公告：你離開了頻道
G_STRING_ANTIBOT_AFTERMSG	你受外掛的影響並未消除，在一定時間內，系統將不確保你獲得的數據是正確的。
G_STRING_ANTIBOT_CLEARMSG	受外掛的影響已消除，你現在獲得的數據是正確的。
G_STRING_ANTIBOT_STARTMSG	你正在使用外掛，系統將不確保你獲得的數據是正確的。
G_STRING_SONG	宋
G_STRING_JIN	金
G_STRING_MONEY	兩
G_STRING_FUYUAN	福緣
G_STRING_COIN	銅錢
G_STRING_SCORE	積分
G_STRING_CONTRIBUTION	貢獻度
G_STRING_BUILDFUND	幫會建設度
G_STRING_HONOUR	榮譽點
G_STR_AUTOATTACK_START	進入自動打怪模式 , 剩餘時間%d分。
G_STR_AUTOATTACK_END	自動打怪模式已結束。
G_STR_AUTOATTACK_SWITCH_ON	自動打怪狀態開啟！如果要切換手動模式，請用鼠標左鍵點擊空地即可。
G_STR_AUTOATTACK_SWITCH_OFF	自動打怪狀態關閉！如果要切換自動模式，請用鼠標右鍵點擊敵人即可。
G_STR_AUTOATTACK_INFO1	自動打怪功能可以在練功模式下進行。
G_STR_AUTOATTACK_INFO2	自動打怪功能暫停。該功能只能在練功模式下進行。
G_STR_AUTOATTACK_ERROR1	非戰鬥狀態無法更改自動打怪狀態！
G_STR_AUTOATTACK_ERROR2	自動打怪模式只能在練級模式使用！
G_STR_AUTOATTACK_ERROR3	你未使用白駒丸，所以無法使用自動打怪模式！
G_STR_MOUSE_MAGIC_ITEM	你未使用白駒丸，所以無法使用自動打怪模式!
G_STR_ONLY_JEWELRY	此物品框只能放入未綁定的首飾(項鏈,戒指,香囊,腰墜,玉佩)!
G_STR_ONLY_CRYOLITE	此物品框只能放入沒有疊加的玄晶礦石.
G_STR_ONLY_PROPMINE	此物品框只能放入屬性礦石(玄鐵礦,秘銀礦,朱砂礦,孔雀石,芙蓉石,鐘乳石).
G_STR_ONLY_EQUIP	此物品框只能放入未綁定的藍/白色裝備.
G_STR_ONLY_MINE	此物品框只能放入沒有疊加的玄晶礦石或屬性礦石.
G_STR_ONLY_BW_EQUIP	此物品框只能放入非首飾，未綁定的藍/白色裝備.
G_STR_ONLY_PURPLE_EQUIP	此物品框只能放入未綁定的紫色裝備.
G_STR_ONLY_CONSUME	此物品框只能放入水晶,福緣露或神秘礦石.
G_STR_ONLY_ORGMINE	此物品框只能放入原始屬性礦石(玄鐵原礦,秘銀原礦,朱砂原礦,孔雀原石,芙蓉原石,鐘乳原石).
G_STR_ONLY_ATLAS	此物品框只能放黃金圖譜.
G_STR_ONLY_BOOK	此物品框只能放屬性礦石或技能書.
G_STR_DUPEDITEM_MARK	你的“%s”為非法複制物品，已被作標記！
G_STR_DUPEDITEM_DELETE	你的“%s”為非法複制物品，已被刪除！
G_STR_ITEM_LOWDUR	您的“%s”即將損壞，請盡快修理。
G_STR_ITEM_ABRADETOZERO	你的“%s”已損壞，不能再使用，請修理。
G_TIPS_PLAYEREVENT_KILLNPC	殺死“%s”的進度%d/%d
G_STR_ORIGINAL_PRICE	物品原價：
G_STR_ABATE_PRICE	物品促銷價：
G_STR_ABATE_BEGIN_DATE	打折日期從：
G_STR_TO	至：
G_STR_SELL_BEGIN_DATE	銷售日期從：
G_STR_ABATE_END	打折日期至：
G_STR_SELL_END	銷售日期至：
G_STR_CHATROOM	聊天室
G_STR_NPC_BUYITEM_REPUTE	<color=Yellow>聲望需求：陣營(%s)，類別(%s)，等級(%d)
G_STR_PLAYERACTION_LEVELUP	玩家升級
G_STR_PLAYERACTION_JOINFACTION	加入門派
G_STR_PLAYERACTION_JOINKIN	加入家族
G_STR_PLAYERACTION_LEAVEKIN	退出家族
G_STR_PLAYERACTION_TRADEITEM	玩家交易物品
G_STR_PLAYERACTION_TRADEMONEY	玩家交易銀兩
G_STR_PLAYERACTION_STALLITEM	擺攤交易物品
G_STR_PLAYERACTION_STALLMONEY	擺攤交易銀兩
G_STR_PLAYERACTION_LOGOUT	玩家下線
G_STR_PLAYERACTION_LOGIN	玩家上線
G_STR_PLAYERACTION_BEGINOFFLIVE	開始離線托管
G_STR_PLAYERACTION_ENDOFFLIVE	結束離線托管
G_STR_PLAYERACTION_KICKOFFLIVE	離線托管踢號
G_STR_TEAMFRIEND_GETITEM	%s 得到了 %s
K_S_METAL	金
K_S_WOOD	木
K_S_WATER	水
K_S_FIRE	火
K_S_EARTH	土
K_C_BEGIN	begin
K_C_JUSTICE	justice
K_C_EVIL	evil
K_C_BALANCE	balance
K_C_FREE	free
K_C_ANIMAL	animal
K_C_EVENT	event
K_NPC_0	CharacterName
K_REPAIRSCRIPT_FUNC_PRICE	get_repair_price
K_REPAIRSCRIPT_FUNC_REPAIR	repair_equip
K_CHAT_TEAM_DEFAULT_NAME	我的好友
K_MATE_UNITNAME	配偶\n
K_BROTHER_UNITNAME	親人\n
K_ENEMY_UNITNAME	仇人\n
K_PLAYERCHAT_0	%04d.%02d.%02d
K_PLAYERCHAT_1	%02d:%02d:%02d
K_SCRIPTFUNC_GetAutoExpValue	AEXP_GetHangExpValue
K_WEAPON_DETAILTYPE	具體類別
K_MESSAGE_SYSTEM_ANNOUCE_HEAD	公告
K_MESSAGE_SYSTEM_WARNING_HEAD	警告
K_MESSAGE_SYSTEM_MESSAGE_HEAD	系統消息
K_KIND_NAME_SECT	CharacterType
K_KIND_NAME_SPECIAL	SpecialNpc
K_KIND_NAME_NORMAL	NormalNpc
L_CANT_OPEN	無法打開%s
L_TONG_TAX	<%s>城區稅收金額: %u
L_SHAREDATABASE_0	產生了一個寶物 %d, %d,%d\n
L_SHAREDATABASE_1	產生了一個幸運之星 %s  %d, %d,%d\n
L_SHAREDATABASE_2	產生了一個黃金怪物 %s  index = %d Sid=%d  %d, %d,%d\n
L_EXCEPT_EXCUTE_RS	Exception Have Caught When Execute Relay Script !!!!!
L_NPC_0	[數值]%s受到%d點原始毒傷害
L_NPC_1	[數值]%s受到%d點原始魔法傷害
L_NPC_2	[數值]%s實際傷害：%d
L_NPC_3	[數值]%s返回傷害%d
L_NPC_4	[數值]%s魔法盾吸收比例：%d
L_NPC_5	[數值]%s閃過攻擊
L_NPC_6	[zroc]Npc(%d)ServerMove RegionIdx = %d
L_NPC_7	Packing sync data ok...\n
L_NPC_8	Packing sync data failed...\n
L_NPC_9	[Sync]%d:%s<%d> request to %d. size:%d
L_NPC_10	Packing player sync data ok...\n
L_NPC_11	Packing player sync data failed...\n
L_NPC_12	NpcID:%d  Life:%d\nRegionIndex:%d Pos:%d,%d\nPlayerNumber:%d\n
L_NPC_13	NpcNumber:\n%02d,%02d,%02d\n%02d,%02d,%02d\n%02d,%02d,%02d
L_NPC_14	[數值]AttackRating %d : Defense %d: RandomPercent (%d, %d)
L_NPC_15	[error]致命錯誤,無法正確讀取%s
L_NPC_16	載入Npc%d模板請求非法！
L_NPC_17	[Script]SetPos error:SubWorld:%d, Pos(%d, %d)
L_NPC_18	[Map]World%d haven't been loaded!
L_NPC_19	[Map]Change Pos(%d,%d) Invalid!
L_NPC_20	[DEATH]SetMode:%d
L_NPC_21	[DEATH] m_ProcessState: %d
L_NPC_22	[DEATH] m_bExchangeServer: %d
L_NPC_23	[DEATH] m_Doing: %d
L_NPC_24	[DEATH] WaitForFrame TRUE
L_NPC_25	[DEATH] WaitForFrame FALSE
L_NPC_26	[error]%s Region Index < 0 when hurt
L_NPC_27	[DEATH]On Hurt Finished
L_NPC_28	[error]%s Region Index < 0 when dorevive
L_NPC_29	被怪打死損失經驗%d
L_NPC_30	被怪打死損失銀兩%d
L_NPC_31	被玩家[%s]打死損失經驗%d
L_NPC_32	被玩家[%s]打死損失銀兩%d
L_NPCATTRIBM_0	[數值]%s冰傷害增加(%d)
L_NPCATTRIBM_1	[數值]%s火傷害增加(%d)
L_NPCATTRIBM_2	[數值]%s電傷害增加(%d)
L_NPCATTRIBM_3	[數值]%s所有物理攻擊力增加百分之%d
L_NPCATTRIBM_4	[數值]%s遠程物理攻擊力增加百分之%d
L_NPCATTRIBM_5	[數值]%s空手物理攻擊力增加百分之%d
L_NPCATTRIBM_6	[數值]%s近程物理攻擊力增加百分之%d
L_NPCATTRIBM_7	[數值]%s近程武器%d物理攻擊力增加百分之%d
L_NPCATTRIBM_8	[數值]%s毒狀態變為：間隔%d幀發作一次%d傷害，共持續%d幀
L_NPCATTRIBM_9	[數值]%s物理傷害力增加(%d)
L_NPCATTRIBM_10	[數值]%s五防抗性增加%d
L_NPCATTRIBM_11	[數值]%s所有技能加%d級，未完成
L_NPCATTRIBM_12	[數值]%s命中率增加百分之%d(%d點)
L_NPCATTRIBM_13	[數值]%s攻擊速度增加%d
L_NPCATTRIBM_14	[數值]%s施法速度增加%d
L_NPCATTRIBM_15	[數值]%s當前陣營變為%d
L_NPCATTRIBM_16	[數值]%s冰抗性增加了%d點
L_NPCATTRIBM_17	[數值]%s致命一擊百分比增加%d
L_NPCATTRIBM_18	[數值]%s當前身法增加了%d點
L_NPCATTRIBM_19	[數值]%s土系技能加%d級
L_NPCATTRIBM_20	[數值]%s當前內功增加了%d點
L_NPCATTRIBM_21	[數值]%s快速命中回複增加%d
L_NPCATTRIBM_22	[數值]%s移動速度增加%d
L_NPCATTRIBM_23	[數值]%s火系技能加%d級
L_NPCATTRIBM_24	[數值]%s冰凍時間減少百分之%d
L_NPCATTRIBM_25	[數值]%s震退百分比增加%d
L_NPCATTRIBM_26	[數值]%s生命上限增加了百分之%d(%d點)
L_NPCATTRIBM_27	[數值]%s生命上限增加了%d點
L_NPCATTRIBM_28	[數值]%s生命回複速度增加了%d點
L_NPCATTRIBM_29	[數值]%s生命增加了%d點
L_NPCATTRIBM_30	[數值]%s電抗性增加了%d點
L_NPCATTRIBM_31	[數值]%sMF值增加了%d,未完成
L_NPCATTRIBM_32	[數值]%s內力上限增加了百分之%d(%d點)
L_NPCATTRIBM_33	[數值]%s內力上限增加了%d點
L_NPCATTRIBM_34	[數值]%s內力回複速度增加了%d點
L_NPCATTRIBM_35	[數值]%s內力增加了%d點
L_NPCATTRIBM_36	[數值]%s吸收傷害百分比為%d，持續%d幀
L_NPCATTRIBM_37	[數值]%s近程物理傷害反彈百分比增加%d
L_NPCATTRIBM_38	[數值]%s近程物理傷害反彈增加%d
L_NPCATTRIBM_39	[數值]%s金系技能加%d級, 未完成
L_NPCATTRIBM_40	[數值]%s物理抗性增加了%d點
L_NPCATTRIBM_41	[數值]%s傷害轉內力百分比增加了%d
L_NPCATTRIBM_42	[數值]%s中毒傷害減少%d
L_NPCATTRIBM_43	[數值]%s毒抗性增加了%d點
L_NPCATTRIBM_44	[數值]%s中毒時間減少百分之%d
L_NPCATTRIBM_45	[數值]%s遠程傷害反彈增加%d
L_NPCATTRIBM_46	[數值]%s遠程傷害反彈百分比增加%d
L_NPCATTRIBM_47	[數值]%s子彈減速狀態變為%d
L_NPCATTRIBM_48	[數值]%s體力上限增加了百分之%d(%d點)
L_NPCATTRIBM_49	[數值]%s體力上限增加了%d點
L_NPCATTRIBM_50	[數值]%s體力回複速度增加了%d點
L_NPCATTRIBM_51	[數值]%s體力增加了%d點
L_NPCATTRIBM_52	[數值]%s偷生命百分比為%d(比原本上升了%d點)
L_NPCATTRIBM_53	[數值]%s偷內力百分比為%d(比原本上升了%d點)
L_NPCATTRIBM_54	[數值]%s偷體力百分比為%d(比原本上升了%d點)
L_NPCATTRIBM_55	[數值]%s當前力量增加了%d點
L_NPCATTRIBM_56	[數值]%s眩暈時間減少%d
L_NPCATTRIBM_57	[數值]%s視野範圍增加%d
L_NPCATTRIBM_58	[數值]%s當前外功增加了%d點
L_NPCATTRIBM_59	[數值]%s水系技能加%d級，未完成
L_NPCATTRIBM_60	[數值]%s木系技能加%d級，未完成
L_NPCATTRIBM_61	[數值]%s火抗性增加了%d點
