Name	Genre	DetailType	ParticularType	Level
Phù Lv1_Vô Cực- Nam - Thổ	4	6	3008	10
Nón Lv1_Vô Cực- Nữ - Kim	4	9	3001	10
Áo Lv1_Vô Cực- Nữ - Kim	4	3	3001	10
Lưng Lv1_Vô Cực- Nữ - Kim	4	8	3001	10
Tay Lv1_Vô Cực- Nữ - Kim	4	10	3001	10
Giày Lv1_Vô Cực- Nữ - Kim	4	7	3001	10
Liên Lv1_Vô Cực- Nữ - Kim	4	5	3001	10
Nhẫn Lv1_Vô Cực- Nữ - Kim	4	4	3001	10
Bội Lv1_Vô Cực- Nữ - Kim	4	11	3001	10
Phù Lv1_Vô Cực- Nữ - Kim	4	6	3001	10
Nón Lv1_Vô Cực- Nữ - Mộc	4	9	3003	10
Áo Lv1_Vô Cực- Nữ - Mộc	4	3	3003	10
Lưng Lv1_Vô Cực- Nữ - Mộc	4	8	3003	10
Tay Lv1_Vô Cực- Nữ - Mộc	4	10	3003	10
Giày Lv1_Vô Cực- Nữ - Mộc	4	7	3003	10
Liên Lv1_Vô Cực- Nữ - Mộc	4	5	3003	10
Nhẫn Lv1_Vô Cực- Nữ - Mộc	4	4	3003	10
Bội Lv1_Vô Cực- Nữ - Mộc	4	11	3003	10
Phù Lv1_Vô Cực- Nữ - Mộc	4	6	3003	10
Nón Lv1_Vô Cực- Nữ - Thủy	4	9	3005	10
Áo Lv1_Vô Cực- Nữ - Thủy	4	3	3005	10
Lưng Lv1_Vô Cực- Nữ - Thủy	4	8	3005	10
Tay Lv1_Vô Cực- Nữ - Thủy	4	10	3005	10
Giày Lv1_Vô Cực- Nữ - Thủy	4	7	3005	10
Liên Lv1_Vô Cực- Nữ - Thủy	4	5	3005	10
Nhẫn Lv1_Vô Cực- Nữ - Thủy	4	4	3005	10
Bội Lv1_Vô Cực- Nữ - Thủy	4	11	3005	10
Phù Lv1_Vô Cực- Nữ - Thủy	4	6	3005	10
Nón Lv1_Vô Cực- Nữ - Hỏa	4	9	3007	10
Áo Lv1_Vô Cực- Nữ - Hỏa	4	3	3007	10
Lưng Lv1_Vô Cực- Nữ - Hỏa	4	8	3007	10
Tay Lv1_Vô Cực- Nữ - Hỏa	4	10	3007	10
Giày Lv1_Vô Cực- Nữ - Hỏa	4	7	3007	10
Liên Lv1_Vô Cực- Nữ - Hỏa	4	5	3007	10
Nhẫn Lv1_Vô Cực- Nữ - Hỏa	4	4	3007	10
Bội Lv1_Vô Cực- Nữ - Hỏa	4	11	3007	10
Phù Lv1_Vô Cực- Nữ - Hỏa	4	6	3007	10
Nón Lv1_Vô Cực- Nữ - Thổ	4	9	3009	10
Áo Lv1_Vô Cực- Nữ - Thổ	4	3	3009	10
Lưng Lv1_Vô Cực- Nữ - Thổ	4	8	3009	10
Tay Lv1_Vô Cực- Nữ - Thổ	4	10	3009	10
Giày Lv1_Vô Cực- Nữ - Thổ	4	7	3009	10
Liên Lv1_Vô Cực- Nữ - Thổ	4	5	3009	10
Nhẫn Lv1_Vô Cực- Nữ - Thổ	4	4	3009	10
Bội Lv1_Vô Cực- Nữ - Thổ	4	11	3009	10
Phù Lv1_Vô Cực- Nữ - Thổ	4	6	3009	10
Nón Lv2_Trung Châu- Nam - Kim	4	9	3010	10
Áo Lv2_Trung Châu- Nam - Kim	4	3	3010	10
Lưng Lv2_Trung Châu- Nam - Kim	4	8	3010	10
Tay Lv2_Trung Châu- Nam - Kim	4	10	3010	10
Giày Lv2_Trung Châu- Nam - Kim	4	7	3010	10
Liên Lv2_Trung Châu- Nam - Kim	4	5	3010	10
Nhẫn Lv2_Trung Châu- Nam - Kim	4	4	3010	10
Bội Lv2_Trung Châu- Nam - Kim	4	11	3010	10
Phù Lv2_Trung Châu- Nam - Kim	4	6	3010	10
Nón Lv2_Trung Châu- Nam - Mộc	4	9	3012	10
Áo Lv2_Trung Châu- Nam - Mộc	4	3	3012	10
Lưng Lv2_Trung Châu- Nam - Mộc	4	8	3012	10
Tay Lv2_Trung Châu- Nam - Mộc	4	10	3012	10
Giày Lv2_Trung Châu- Nam - Mộc	4	7	3012	10
Liên Lv2_Trung Châu- Nam - Mộc	4	5	3012	10
Nhẫn Lv2_Trung Châu- Nam - Mộc	4	4	3012	10
Bội Lv2_Trung Châu- Nam - Mộc	4	11	3012	10
Phù Lv2_Trung Châu- Nam - Mộc	4	6	3012	10
Nón Lv2_Trung Châu- Nam - Thủy	4	9	3014	10
Áo Lv2_Trung Châu- Nam - Thủy	4	3	3014	10
Lưng Lv2_Trung Châu- Nam - Thủy	4	8	3014	10
Tay Lv2_Trung Châu- Nam - Thủy	4	10	3014	10
Giày Lv2_Trung Châu- Nam - Thủy	4	7	3014	10
Liên Lv2_Trung Châu- Nam - Thủy	4	5	3014	10
Nhẫn Lv2_Trung Châu- Nam - Thủy	4	4	3014	10
Bội Lv2_Trung Châu- Nam - Thủy	4	11	3014	10
Phù Lv2_Trung Châu- Nam - Thủy	4	6	3014	10
Nón Lv2_Trung Châu- Nam - Hỏa	4	9	3016	10
Áo Lv2_Trung Châu- Nam - Hỏa	4	3	3016	10
Lưng Lv2_Trung Châu- Nam - Hỏa	4	8	3016	10
Tay Lv2_Trung Châu- Nam - Hỏa	4	10	3016	10
Giày Lv2_Trung Châu- Nam - Hỏa	4	7	3016	10
Liên Lv2_Trung Châu- Nam - Hỏa	4	5	3016	10
Nhẫn Lv2_Trung Châu- Nam - Hỏa	4	4	3016	10
Bội Lv2_Trung Châu- Nam - Hỏa	4	11	3016	10
Phù Lv2_Trung Châu- Nam - Hỏa	4	6	3016	10
Nón Lv2_Trung Châu- Nam - Thổ	4	9	3018	10
Áo Lv2_Trung Châu- Nam - Thổ	4	3	3018	10
Lưng Lv2_Trung Châu- Nam - Thổ	4	8	3018	10
Tay Lv2_Trung Châu- Nam - Thổ	4	10	3018	10
Giày Lv2_Trung Châu- Nam - Thổ	4	7	3018	10
Liên Lv2_Trung Châu- Nam - Thổ	4	5	3018	10
Nhẫn Lv2_Trung Châu- Nam - Thổ	4	4	3018	10
Bội Lv2_Trung Châu- Nam - Thổ	4	11	3018	10
Phù Lv2_Trung Châu- Nam - Thổ	4	6	3018	10
Nón Lv2_Trung Châu- Nữ - Kim	4	9	3011	10
Áo Lv2_Trung Châu- Nữ - Kim	4	3	3011	10
Lưng Lv2_Trung Châu- Nữ - Kim	4	8	3011	10
Tay Lv2_Trung Châu- Nữ - Kim	4	10	3011	10
Giày Lv2_Trung Châu- Nữ - Kim	4	7	3011	10
Liên Lv2_Trung Châu- Nữ - Kim	4	5	3011	10
Nhẫn Lv2_Trung Châu- Nữ - Kim	4	4	3011	10
Bội Lv2_Trung Châu- Nữ - Kim	4	11	3011	10
Phù Lv2_Trung Châu- Nữ - Kim	4	6	3011	10
Nón Lv2_Trung Châu- Nữ - Mộc	4	9	3013	10
Áo Lv2_Trung Châu- Nữ - Mộc	4	3	3013	10
Lưng Lv2_Trung Châu- Nữ - Mộc	4	8	3013	10
Tay Lv2_Trung Châu- Nữ - Mộc	4	10	3013	10
Giày Lv2_Trung Châu- Nữ - Mộc	4	7	3013	10
Liên Lv2_Trung Châu- Nữ - Mộc	4	5	3013	10
Nhẫn Lv2_Trung Châu- Nữ - Mộc	4	4	3013	10
Bội Lv2_Trung Châu- Nữ - Mộc	4	11	3013	10
Phù Lv2_Trung Châu- Nữ - Mộc	4	6	3013	10
Nón Lv2_Trung Châu- Nữ - Thủy	4	9	3015	10
Áo Lv2_Trung Châu- Nữ - Thủy	4	3	3015	10
Lưng Lv2_Trung Châu- Nữ - Thủy	4	8	3015	10
Tay Lv2_Trung Châu- Nữ - Thủy	4	10	3015	10
Giày Lv2_Trung Châu- Nữ - Thủy	4	7	3015	10
Liên Lv2_Trung Châu- Nữ - Thủy	4	5	3015	10
Nhẫn Lv2_Trung Châu- Nữ - Thủy	4	4	3015	10
Bội Lv2_Trung Châu- Nữ - Thủy	4	11	3015	10
Phù Lv2_Trung Châu- Nữ - Thủy	4	6	3015	10
Nón Lv2_Trung Châu- Nữ - Hỏa	4	9	3017	10
Áo Lv2_Trung Châu- Nữ - Hỏa	4	3	3017	10
Lưng Lv2_Trung Châu- Nữ - Hỏa	4	8	3017	10
Tay Lv2_Trung Châu- Nữ - Hỏa	4	10	3017	10
Giày Lv2_Trung Châu- Nữ - Hỏa	4	7	3017	10
Liên Lv2_Trung Châu- Nữ - Hỏa	4	5	3017	10
Nhẫn Lv2_Trung Châu- Nữ - Hỏa	4	4	3017	10
Bội Lv2_Trung Châu- Nữ - Hỏa	4	11	3017	10
Phù Lv2_Trung Châu- Nữ - Hỏa	4	6	3017	10
Nón Lv2_Trung Châu- Nữ - Thổ	4	9	3019	10
Áo Lv2_Trung Châu- Nữ - Thổ	4	3	3019	10
Lưng Lv2_Trung Châu- Nữ - Thổ	4	8	3019	10
Tay Lv2_Trung Châu- Nữ - Thổ	4	10	3019	10
Giày Lv2_Trung Châu- Nữ - Thổ	4	7	3019	10
Liên Lv2_Trung Châu- Nữ - Thổ	4	5	3019	10
Nhẫn Lv2_Trung Châu- Nữ - Thổ	4	4	3019	10
Bội Lv2_Trung Châu- Nữ - Thổ	4	11	3019	10
Phù Lv2_Trung Châu- Nữ - Thổ	4	6	3019	10
Nón Lv3_Đại Viễn- Nam - Kim	4	9	3020	10
Áo Lv3_Đại Viễn- Nam - Kim	4	3	3020	10
Lưng Lv3_Đại Viễn- Nam - Kim	4	8	3020	10
Tay Lv3_Đại Viễn- Nam - Kim	4	10	3020	10
Giày Lv3_Đại Viễn- Nam - Kim	4	7	3020	10
Liên Lv3_Đại Viễn- Nam - Kim	4	5	3020	10
Nhẫn Lv3_Đại Viễn- Nam - Kim	4	4	3020	10
Bội Lv3_Đại Viễn- Nam - Kim	4	11	3020	10
Phù Lv3_Đại Viễn- Nam - Kim	4	6	3020	10
Nón Lv3_Đại Viễn- Nam - Mộc	4	9	3022	10
Áo Lv3_Đại Viễn- Nam - Mộc	4	3	3022	10
Lưng Lv3_Đại Viễn- Nam - Mộc	4	8	3022	10
Tay Lv3_Đại Viễn- Nam - Mộc	4	10	3022	10
Giày Lv3_Đại Viễn- Nam - Mộc	4	7	3022	10
Liên Lv3_Đại Viễn- Nam - Mộc	4	5	3022	10
Nhẫn Lv3_Đại Viễn- Nam - Mộc	4	4	3022	10
Bội Lv3_Đại Viễn- Nam - Mộc	4	11	3022	10
Phù Lv3_Đại Viễn- Nam - Mộc	4	6	3022	10
Nón Lv3_Đại Viễn- Nam - Thủy	4	9	3024	10
Áo Lv3_Đại Viễn- Nam - Thủy	4	3	3024	10
Lưng Lv3_Đại Viễn- Nam - Thủy	4	8	3024	10
Tay Lv3_Đại Viễn- Nam - Thủy	4	10	3024	10
Giày Lv3_Đại Viễn- Nam - Thủy	4	7	3024	10
Liên Lv3_Đại Viễn- Nam - Thủy	4	5	3024	10
Nhẫn Lv3_Đại Viễn- Nam - Thủy	4	4	3024	10
Bội Lv3_Đại Viễn- Nam - Thủy	4	11	3024	10
Phù Lv3_Đại Viễn- Nam - Thủy	4	6	3024	10
Nón Lv3_Đại Viễn- Nam - Hỏa	4	9	3026	10
Áo Lv3_Đại Viễn- Nam - Hỏa	4	3	3026	10
Lưng Lv3_Đại Viễn- Nam - Hỏa	4	8	3026	10
Tay Lv3_Đại Viễn- Nam - Hỏa	4	10	3026	10
Giày Lv3_Đại Viễn- Nam - Hỏa	4	7	3026	10
Liên Lv3_Đại Viễn- Nam - Hỏa	4	5	3026	10
Nhẫn Lv3_Đại Viễn- Nam - Hỏa	4	4	3026	10
Bội Lv3_Đại Viễn- Nam - Hỏa	4	11	3026	10
Phù Lv3_Đại Viễn- Nam - Hỏa	4	6	3026	10
Nón Lv3_Đại Viễn- Nam - Thổ	4	9	3028	10
Áo Lv3_Đại Viễn- Nam - Thổ	4	3	3028	10
Lưng Lv3_Đại Viễn- Nam - Thổ	4	8	3028	10
Tay Lv3_Đại Viễn- Nam - Thổ	4	10	3028	10
Giày Lv3_Đại Viễn- Nam - Thổ	4	7	3028	10
Liên Lv3_Đại Viễn- Nam - Thổ	4	5	3028	10
Nhẫn Lv3_Đại Viễn- Nam - Thổ	4	4	3028	10
Bội Lv3_Đại Viễn- Nam - Thổ	4	11	3028	10
Phù Lv3_Đại Viễn- Nam - Thổ	4	6	3028	10
Nón Lv3_Đại Viễn- Nữ - Kim	4	9	3021	10
Áo Lv3_Đại Viễn- Nữ - Kim	4	3	3021	10
Lưng Lv3_Đại Viễn- Nữ - Kim	4	8	3021	10
Tay Lv3_Đại Viễn- Nữ - Kim	4	10	3021	10
Giày Lv3_Đại Viễn- Nữ - Kim	4	7	3021	10
Liên Lv3_Đại Viễn- Nữ - Kim	4	5	3021	10
Nhẫn Lv3_Đại Viễn- Nữ - Kim	4	4	3021	10
Bội Lv3_Đại Viễn- Nữ - Kim	4	11	3021	10
Phù Lv3_Đại Viễn- Nữ - Kim	4	6	3021	10
Nón Lv3_Đại Viễn- Nữ - Mộc	4	9	3023	10
Áo Lv3_Đại Viễn- Nữ - Mộc	4	3	3023	10
Lưng Lv3_Đại Viễn- Nữ - Mộc	4	8	3023	10
Tay Lv3_Đại Viễn- Nữ - Mộc	4	10	3023	10
Giày Lv3_Đại Viễn- Nữ - Mộc	4	7	3023	10
Liên Lv3_Đại Viễn- Nữ - Mộc	4	5	3023	10
Nhẫn Lv3_Đại Viễn- Nữ - Mộc	4	4	3023	10
Bội Lv3_Đại Viễn- Nữ - Mộc	4	11	3023	10
Phù Lv3_Đại Viễn- Nữ - Mộc	4	6	3023	10
Nón Lv3_Đại Viễn- Nữ - Thủy	4	9	3025	10
Áo Lv3_Đại Viễn- Nữ - Thủy	4	3	3025	10
Lưng Lv3_Đại Viễn- Nữ - Thủy	4	8	3025	10
Tay Lv3_Đại Viễn- Nữ - Thủy	4	10	3025	10
Giày Lv3_Đại Viễn- Nữ - Thủy	4	7	3025	10
Liên Lv3_Đại Viễn- Nữ - Thủy	4	5	3025	10
Nhẫn Lv3_Đại Viễn- Nữ - Thủy	4	4	3025	10
Bội Lv3_Đại Viễn- Nữ - Thủy	4	11	3025	10
Phù Lv3_Đại Viễn- Nữ - Thủy	4	6	3025	10
Nón Lv3_Đại Viễn- Nữ - Hỏa	4	9	3027	10
Áo Lv3_Đại Viễn- Nữ - Hỏa	4	3	3027	10
Lưng Lv3_Đại Viễn- Nữ - Hỏa	4	8	3027	10
Tay Lv3_Đại Viễn- Nữ - Hỏa	4	10	3027	10
Giày Lv3_Đại Viễn- Nữ - Hỏa	4	7	3027	10
Liên Lv3_Đại Viễn- Nữ - Hỏa	4	5	3027	10
Nhẫn Lv3_Đại Viễn- Nữ - Hỏa	4	4	3027	10
Bội Lv3_Đại Viễn- Nữ - Hỏa	4	11	3027	10
Phù Lv3_Đại Viễn- Nữ - Hỏa	4	6	3027	10
Nón Lv3_Đại Viễn- Nữ - Thổ	4	9	3029	10
Áo Lv3_Đại Viễn- Nữ - Thổ	4	3	3029	10
Lưng Lv3_Đại Viễn- Nữ - Thổ	4	8	3029	10
Tay Lv3_Đại Viễn- Nữ - Thổ	4	10	3029	10
Giày Lv3_Đại Viễn- Nữ - Thổ	4	7	3029	10
Liên Lv3_Đại Viễn- Nữ - Thổ	4	5	3029	10
Nhẫn Lv3_Đại Viễn- Nữ - Thổ	4	4	3029	10
Bội Lv3_Đại Viễn- Nữ - Thổ	4	11	3029	10
Phù Lv3_Đại Viễn- Nữ - Thổ	4	6	3029	10
Thanh Hạ Cuồng Lan	2	2	2500	10
Thanh Hạ Khổng Tước Vũ	2	2	2501	10
Thanh Hạ Tuyệt Kim Phi Đao	2	2	2502	10
Thanh Hạ Tuyệt Thủy Phi Đao	2	2	2503	10
Thanh Hạ Tuyệt Hỏa Phi Đao	2	2	2504	10
Thanh Hạ Tuyệt Thổ Phi Đao	2	2	2505	10
Thanh Hạ Tuyệt Kim Cung Tiễn	2	2	2506	10
Thanh Hạ Tuyệt Thủy Cung Tiễn	2	2	2507	10
Thanh Hạ Tuyệt Hỏa Cung Tiễn	2	2	2508	10
Thanh Hạ Tuyệt Thổ Cung Tiễn	2	2	2509	10
Thanh Hạ Quy Thiền Đao	2	1	2500	10
Thanh Hạ Vi Đà Côn	2	1	2501	10
Thanh Hạ Trạm Kim Thương	2	1	2502	10
Thanh Hạ Tứ Hải Chùy	2	1	2503	10
Thanh Hạ U Minh Đao	2	1	2504	10
Thanh Hạ Phệ Ảnh Thủ	2	1	2505	10
Thanh Hạ Bát Hoang Kiếm	2	1	2506	10
Thanh Hạ Khu Hổ Chùy	2	1	2507	10
Thanh Hạ Mạn Tú Kiếm	2	1	2508	10
Thanh Hạ Băng Tước Thủ	2	1	2509	10
Thanh Hạ Nguyệt Hoa Thủ	2	1	2510	10
Thanh Hạ Thiên Long Đao	2	1	2511	10
Thanh Hạ Du Long Thủ	2	1	2512	10
Thanh Hạ Lược Địa Bổng	2	1	2513	10
Thanh Hạ Liêu Nguyên Đao	2	1	2514	10
Thanh Hạ Giang Hải Thương	2	1	2515	10
Thanh Hạ Trấn Nhạc Kiếm	2	1	2516	10
Thanh Hạ Cực Lôi Kiếm	2	1	2517	10
Thanh Hạ Canh Phong Đao	2	1	2518	10
Thanh Hạ Tuyệt Kim Thương	2	1	2519	10
Thanh Hạ Tuyệt Kim Chùy	2	1	2520	10
Thanh Hạ Tuyệt Kim Thủ	2	1	2521	10
Thanh Hạ Tuyệt Kim Bổng	2	1	2522	10
Thanh Hạ Tuyệt Kim Đao	2	1	2523	10
Thanh Hạ Tuyệt Kim Kiếm	2	1	2524	10
Thanh Hạ Tuyệt Kim Đao	2	1	2525	10
Thanh Hạ Tuyệt Kim Kiếm	2	1	2526	10
Thanh Hạ Tuyệt Kim Thủ	2	1	2527	10
Thanh Hạ Tuyệt Mộc Thương	2	1	2528	10
Thanh Hạ Tuyệt Mộc Chùy	2	1	2529	10
Thanh Hạ Tuyệt Mộc Thủ	2	1	2530	10
Thanh Hạ Tuyệt Mộc Bổng	2	1	2531	10
Thanh Hạ Tuyệt Mộc Đao	2	1	2532	10
Thanh Hạ Tuyệt Mộc Kiếm	2	1	2533	10
Thanh Hạ Tuyệt Mộc Thương	2	1	2534	10
Thanh Hạ Tuyệt Mộc Đao	2	1	2535	10
Thanh Hạ Tuyệt Mộc Kiếm	2	1	2536	10
Thanh Hạ Tuyệt Mộc Thủ	2	1	2537	10
Thanh Hạ Tuyệt Thủy Thương	2	1	2538	10
Thanh Hạ Tuyệt Thủy Chùy	2	1	2539	10
Thanh Hạ Tuyệt Thủy Thủ	2	1	2540	10
Thanh Hạ Tuyệt Thủy Bổng	2	1	2541	10
Thanh Hạ Tuyệt Thủy Đao	2	1	2542	10
Thanh Hạ Tuyệt Thủy Kiếm	2	1	2543	10
Thanh Hạ Tuyệt Thủy Đao	2	1	2544	10
Thanh Hạ Tuyệt Thủy Kiếm	2	1	2545	10
Thanh Hạ Tuyệt Thủy Thủ	2	1	2546	10
Thanh Hạ Tuyệt Hỏa Thương	2	1	2547	10
Thanh Hạ Tuyệt Hỏa Chùy	2	1	2548	10
Thanh Hạ Tuyệt Hỏa Thủ	2	1	2549	10
Thanh Hạ Tuyệt Hỏa Bổng	2	1	2550	10
Thanh Hạ Tuyệt Hỏa Đao	2	1	2551	10
Thanh Hạ Tuyệt Hỏa Kiếm	2	1	2552	10
Thanh Hạ Tuyệt Hỏa Đao	2	1	2553	10
Thanh Hạ Tuyệt Hỏa Kiếm	2	1	2554	10
Thanh Hạ Tuyệt Hỏa Thủ	2	1	2555	10
Thanh Hạ Tuyệt Thổ Thương	2	1	2556	10
Thanh Hạ Tuyệt Thổ Chùy	2	1	2557	10
Thanh Hạ Tuyệt Thổ Thủ	2	1	2558	10
Thanh Hạ Tuyệt Thổ Bổng	2	1	2559	10
Thanh Hạ Tuyệt Thổ Đao	2	1	2560	10
Thanh Hạ Tuyệt Thổ Kiếm	2	1	2561	10
Thanh Hạ Tuyệt Thổ Đao	2	1	2562	10
Thanh Hạ Tuyệt Thổ Kiếm	2	1	2563	10
Thanh Hạ Tuyệt Thổ Thủ	2	1	2564	10
Thương Phong Quy Thiền Đao	2	1	2570	10
Thương Phong Quy Thiền Đao	2	1	2635	10
Thương Phong Quy Thiền Đao	2	1	2636	10
Thương Phong Quy Thiền Đao	2	1	2637	10
Thương Phong Quy Thiền Đao	2	1	2638	10
Thương Phong Quy Thiền Đao	2	1	2639	10
Thương Phong Quy Thiền Đao	2	1	2640	10
Thương Phong Quy Thiền Đao	2	1	2641	10
Thương Phong Quy Thiền Đao	2	1	2642	10
Thương Phong Quy Thiền Đao	2	1	2643	10
Thương Phong Quy Thiền Đao	2	1	2644	10
Thương Phong Quy Thiền Đao	2	1	2645	10
Thương Phong Quy Thiền Đao	2	1	2646	10
Thương Phong Quy Thiền Đao	2	1	2647	10
Thương Phong Quy Thiền Đao	2	1	2648	10
Thương Phong Quy Thiền Đao	2	1	2649	10
Thương Phong Quy Thiền Đao	2	1	2650	10
Thương Phong Quy Thiền Đao	2	1	2651	10
Thương Phong Quy Thiền Đao	2	1	2652	10
Thương Phong Quy Thiền Đao	2	1	2653	10
Thương Phong Vi Đà Côn	2	1	2571	10
Thương Phong Vi Đà Côn	2	1	2654	10
Thương Phong Vi Đà Côn	2	1	2655	10
Thương Phong Vi Đà Côn	2	1	2656	10
Thương Phong Vi Đà Côn	2	1	2657	10
Thương Phong Vi Đà Côn	2	1	2658	10
Thương Phong Vi Đà Côn	2	1	2659	10
Thương Phong Vi Đà Côn	2	1	2660	10
Thương Phong Vi Đà Côn	2	1	2661	10
Thương Phong Vi Đà Côn	2	1	2662	10
Thương Phong Vi Đà Côn	2	1	2663	10
Thương Phong Vi Đà Côn	2	1	2664	10
Thương Phong Vi Đà Côn	2	1	2665	10
Thương Phong Vi Đà Côn	2	1	2666	10
Thương Phong Vi Đà Côn	2	1	2667	10
Thương Phong Vi Đà Côn	2	1	2668	10
Thương Phong Vi Đà Côn	2	1	2669	10
Thương Phong Vi Đà Côn	2	1	2670	10
Thương Phong Vi Đà Côn	2	1	2671	10
Thương Phong Vi Đà Côn	2	1	2672	10
Thương Phong Trạm Kim Thương	2	1	2572	10
Thương Phong Trạm Kim Thương	2	1	2673	10
Thương Phong Trạm Kim Thương	2	1	2674	10
Thương Phong Trạm Kim Thương	2	1	2675	10
Thương Phong Trạm Kim Thương	2	1	2676	10
Thương Phong Trạm Kim Thương	2	1	2677	10
Thương Phong Trạm Kim Thương	2	1	2678	10
Thương Phong Trạm Kim Thương	2	1	2679	10
Thương Phong Trạm Kim Thương	2	1	2680	10
Thương Phong Trạm Kim Thương	2	1	2681	10
Thương Phong Trạm Kim Thương	2	1	2682	10
Thương Phong Trạm Kim Thương	2	1	2683	10
Thương Phong Trạm Kim Thương	2	1	2684	10
Thương Phong Trạm Kim Thương	2	1	2685	10
Thương Phong Trạm Kim Thương	2	1	2686	10
Thương Phong Trạm Kim Thương	2	1	2687	10
Thương Phong Trạm Kim Thương	2	1	2688	10
Thương Phong Trạm Kim Thương	2	1	2689	10
Thương Phong Trạm Kim Thương	2	1	2690	10
Thương Phong Trạm Kim Thương	2	1	2691	10
Thương Phong Tứ Hải Chùy	2	1	2573	10
Thương Phong Tứ Hải Chùy	2	1	2692	10
Thương Phong Tứ Hải Chùy	2	1	2693	10
Thương Phong Tứ Hải Chùy	2	1	2694	10
Thương Phong Tứ Hải Chùy	2	1	2695	10
Thương Phong Tứ Hải Chùy	2	1	2696	10
Thương Phong Tứ Hải Chùy	2	1	2697	10
