Name	Genre	DetailType	ParticularType	Level
Hoàng Sắc Vân Bào 	1	25	1179	1
Thanh Sắc Vân Bào 	1	25	1180	1
Thanh Vân Bạch Sắc Bào	1	25	1181	1
Kim Lưu Tự Thước Thường	1	25	1182	1
Hồng Tử Linh Diệp Bào	1	25	1183	1
Đào Thiển Lưu Ly	1	25	1184	1
Liên Y Tạp Oa	1	25	1185	1
Tử Tiêu Dật Thái Quần	1	25	1186	1
Phong Vũ Hồng Loan Quần	1	25	1187	1
Tỏa Tử Giáp	1	25	1188	1
Minh Quang Khải	1	25	1189	1
Tế Lân Giáp	1	25	1190	1
Tỏa Tử Hoàng Kim Giáp	1	25	1191	1
Kính Hoa Khải	1	25	1192	1
Thích Khách Trang	1	25	1193	1
Mộng Mị Trang	1	25	1194	1
Tham Lang Trang	1	25	1195	1
Sơn Hồn Trang	1	25	1196	1
Vô Dung Kình Trang	1	25	1197	1
Sí Nhiễm Hoa Y	1	25	1198	1
Y Sơn Quan Lan Khải	1	25	1199	1
Tử Tô Kim Bộ	1	25	1200	1
U Long Ngự Vân Bào	1	25	1201	1
Thanh Ngự Vĩ Bào	1	25	1202	1
Quân Lâm Thiên Hạ	1	25	1203	1
Thanh Sương Dạ Nguyệt Y	1	25	1204	1
Kiếm Tâm Hà Ảnh Sam 	1	25	1205	1
Ly Mực Bàn Cánh Giáp	1	25	1206	1
Nghịch Thế Trọng Thiên Khải	1	25	1207	1
Uyên Lâm Tàn Tinh Bào	1	25	1208	1
Uyên Lâm Phá Nguyệt Bào	1	25	1209	1
Uyên Lâm Tử Quang Bào	1	25	1210	1
Uyên Lâm Phong Ngâm Bào	1	25	1211	1
Chung Linh Ngọc Thanh Bào	1	25	1212	1
Hoàng Sương Nhật Hi Bào	1	25	1213	1
Càn Khôn Thất Tinh Khải	1	25	1214	1
Như Ý Thanh Hồng Giáp	1	25	1215	1
Liệt Thạch Đoàn Kim	1	25	1216	1
Thần Long Đằng Vân	1	25	1217	1
Lam Hải Kim Lữ	1	25	1218	1
Yến Vân Phi Sa 	1	25	1219	1
Tử Sắc Vân Bào	1	25	1220	1
Hồng Sắc Vân Bào	1	25	1221	1
Hoàng Sắc Vân Bào	1	25	1222	1
Thanh Sắc Vân Bào	1	25	1223	1
Thanh Vân Bạch Sắc Bào	1	25	1224	1
Kim Lưu Tự Thước Thường	1	25	1225	1
Hồng Tử Linh Diệp Bào	1	25	1226	1
Mặc Uyên Tố Hoa	1	25	1227	1
Thúy Lan Vân Văn	1	25	1228	1
Tử Tiêu Lưu Kim Giáp	1	25	1229	1
Tinh Động Hồng Loan Khải	1	25	1230	1
Long Dĩnh Sam	1	25	1231	1
Phong Lộ Quy Mộng Sam	1	25	1232	1
Nhã Thanh Song Điệp	1	25	1233	1
Mộ Quang Lưu Hà	1	25	1234	1
Đào Tịch Tuyết Y	1	25	1235	1
Phượng Hi Hoàng Bào	1	25	1236	1
Tuyết Vũ Lam Bào	1	25	1237	1
Phượng Vũ Cửu Thiên	1	25	1238	1
Tinh Sa Lãng Sa Y	1	25	1239	1
Bạch Ngọc Bích Hà La	1	25	1240	1
Ly Mực Bàn Cánh Khải	1	25	1241	1
Cực Nghiệp Trọng Thiên Khải	1	25	1242	1
Uyên Lâm Tàn Tinh Bào	1	25	1243	1
Uyên Lâm Phá Nguyệt Bào	1	25	1244	1
Uyên Lâm Tử Quang Bào	1	25	1245	1
Uyên Lâm Phong Ngâm Bào	1	25	1246	1
Chung Linh Ngọc Thanh Thường	1	25	1247	1
Hoàng Sương Nhật Hi Thường	1	25	1248	1
Tử Kim Thánh Nữ Y	1	25	1249	1
Lưu Tiên Thủy Văn Sam	1	25	1250	1
Thiều Hoa Bất Phụ	1	25	1251	1
Kim Phượng Hồng Hà	1	25	1252	1
Lam Điệp Y	1	25	1253	1
Yến Vân Lữ Sa	1	25	1254	1
Tử Sắc Vân Bào 	1	25	1255	1
Hồng Sắc Vân Bào 	1	25	1256	1
Hoàng Sắc Vân Bào 	1	25	1257	1
Thanh Sắc Vân Bào 	1	25	1258	1
Thanh Vân Bạch Sắc Bào	1	25	1259	1
Kim Lưu Tự Thước Thường	1	25	1260	1
Hồng Tử Linh Diệp Bào	1	25	1261	1
Đào Thiển Lưu Ly	1	25	1262	1
Liên Y Tạp Oa	1	25	1263	1
Tử Tiêu Dật Thái Quần	1	25	1264	1
Phong Vũ Hồng Loan Quần	1	25	1265	1
Tỏa Tử Giáp	1	25	1266	1
Minh Quang Khải	1	25	1267	1
Tế Lân Giáp	1	25	1268	1
Tỏa Tử Hoàng Kim Giáp	1	25	1269	1
Kính Hoa Khải	1	25	1270	1
Thích Khách Trang	1	25	1271	1
Mộng Mị Trang	1	25	1272	1
Tham Lang Trang	1	25	1273	1
Sơn Hồn Trang	1	25	1274	1
Vô Dung Kình Trang	1	25	1275	1
Sí Nhiễm Hoa Y	1	25	1276	1
Y Sơn Quan Lan Khải	1	25	1277	1
Tử Tô Kim Bộ	1	25	1278	1
U Long Ngự Vân Bào	1	25	1279	1
Thanh Ngự Vĩ Bào	1	25	1280	1
Quân Lâm Thiên Hạ	1	25	1281	1
Thanh Sương Dạ Nguyệt Y	1	25	1282	1
Kiếm Tâm Hà Ảnh Sam 	1	25	1283	1
Ly Mực Bàn Cánh Giáp	1	25	1284	1
Nghịch Thế Trọng Thiên Khải	1	25	1285	1
Uyên Lâm Tàn Tinh Bào	1	25	1286	1
Uyên Lâm Phá Nguyệt Bào	1	25	1287	1
Uyên Lâm Tử Quang Bào	1	25	1288	1
Uyên Lâm Phong Ngâm Bào	1	25	1289	1
Chung Linh Ngọc Thanh Bào	1	25	1290	1
Hoàng Sương Nhật Hi Bào	1	25	1291	1
Càn Khôn Thất Tinh Khải	1	25	1292	1
Như Ý Thanh Hồng Giáp	1	25	1293	1
Liệt Thạch Đoàn Kim	1	25	1294	1
Thần Long Đằng Vân	1	25	1295	1
Lam Hải Kim Lữ	1	25	1296	1
Yến Vân Phi Sa 	1	25	1297	1
Tử Sắc Vân Bào	1	25	1298	1
Hồng Sắc Vân Bào	1	25	1299	1
Hoàng Sắc Vân Bào	1	25	1300	1
Thanh Sắc Vân Bào	1	25	1301	1
Thanh Vân Bạch Sắc Bào	1	25	1302	1
Kim Lưu Tự Thước Thường	1	25	1303	1
Hồng Tử Linh Diệp Bào	1	25	1304	1
Mặc Uyên Tố Hoa	1	25	1305	1
Thúy Lan Vân Văn	1	25	1306	1
Tử Tiêu Lưu Kim Giáp	1	25	1307	1
Tinh Động Hồng Loan Khải	1	25	1308	1
Long Dĩnh Sam	1	25	1309	1
Phong Lộ Quy Mộng Sam	1	25	1310	1
Nhã Thanh Song Điệp	1	25	1311	1
Mộ Quang Lưu Hà	1	25	1312	1
Đào Tịch Tuyết Y	1	25	1313	1
Phượng Hi Hoàng Bào	1	25	1314	1
Tuyết Vũ Lam Bào	1	25	1315	1
Phượng Vũ Cửu Thiên	1	25	1316	1
Tinh Sa Lãng Sa Y	1	25	1317	1
Bạch Ngọc Bích Hà La	1	25	1318	1
Ly Mực Bàn Cánh Khải	1	25	1319	1
Cực Nghiệp Trọng Thiên Khải	1	25	1320	1
Uyên Lâm Tàn Tinh Bào	1	25	1321	1
Uyên Lâm Phá Nguyệt Bào	1	25	1322	1
Uyên Lâm Tử Quang Bào	1	25	1323	1
Uyên Lâm Phong Ngâm Bào	1	25	1324	1
Chung Linh Ngọc Thanh Thường	1	25	1325	1
Hoàng Sương Nhật Hi Thường	1	25	1326	1
Tử Kim Thánh Nữ Y	1	25	1327	1
Lưu Tiên Thủy Văn Sam	1	25	1328	1
Thiều Hoa Bất Phụ	1	25	1329	1
Kim Phượng Hồng Hà	1	25	1330	1
Lam Điệp Y	1	25	1331	1
Yến Vân Lữ Sa	1	25	1332	1
Tử Sắc Vân Bào 	1	25	1333	1
Hồng Sắc Vân Bào 	1	25	1334	1
Hoàng Sắc Vân Bào 	1	25	1335	1
Thanh Sắc Vân Bào 	1	25	1336	1
Thanh Vân Bạch Sắc Bào	1	25	1337	1
Kim Lưu Tự Thước Thường	1	25	1338	1
Hồng Tử Linh Diệp Bào	1	25	1339	1
Đào Thiển Lưu Ly	1	25	1340	1
Liên Y Tạp Oa	1	25	1341	1
Tử Tiêu Dật Thái Quần	1	25	1342	1
Phong Vũ Hồng Loan Quần	1	25	1343	1
Tỏa Tử Giáp	1	25	1344	1
Minh Quang Khải	1	25	1345	1
Tế Lân Giáp	1	25	1346	1
Tỏa Tử Hoàng Kim Giáp	1	25	1347	1
Kính Hoa Khải	1	25	1348	1
Thích Khách Trang	1	25	1349	1
Mộng Mị Trang	1	25	1350	1
Tham Lang Trang	1	25	1351	1
Sơn Hồn Trang	1	25	1352	1
Vô Dung Kình Trang	1	25	1353	1
Sí Nhiễm Hoa Y	1	25	1354	1
Y Sơn Quan Lan Khải	1	25	1355	1
Tử Tô Kim Bộ	1	25	1356	1
U Long Ngự Vân Bào	1	25	1357	1
Thanh Ngự Vĩ Bào	1	25	1358	1
Quân Lâm Thiên Hạ	1	25	1359	1
Thanh Sương Dạ Nguyệt Y	1	25	1360	1
Kiếm Tâm Hà Ảnh Sam 	1	25	1361	1
Ly Mực Bàn Cánh Giáp	1	25	1362	1
Nghịch Thế Trọng Thiên Khải	1	25	1363	1
Uyên Lâm Tàn Tinh Bào	1	25	1364	1
Uyên Lâm Phá Nguyệt Bào	1	25	1365	1
Uyên Lâm Tử Quang Bào	1	25	1366	1
Uyên Lâm Phong Ngâm Bào	1	25	1367	1
Chung Linh Ngọc Thanh Bào	1	25	1368	1
Hoàng Sương Nhật Hi Bào	1	25	1369	1
Càn Khôn Thất Tinh Khải	1	25	1370	1
Như Ý Thanh Hồng Giáp	1	25	1371	1
Liệt Thạch Đoàn Kim	1	25	1372	1
Thần Long Đằng Vân	1	25	1373	1
Lam Hải Kim Lữ	1	25	1374	1
Yến Vân Phi Sa 	1	25	1375	1
Tử Sắc Vân Bào	1	25	1376	1
Hồng Sắc Vân Bào	1	25	1377	1
Hoàng Sắc Vân Bào	1	25	1378	1
Thanh Sắc Vân Bào	1	25	1379	1
Thanh Vân Bạch Sắc Bào	1	25	1380	1
Kim Lưu Tự Thước Thường	1	25	1381	1
Hồng Tử Linh Diệp Bào	1	25	1382	1
Mặc Uyên Tố Hoa	1	25	1383	1
Thúy Lan Vân Văn	1	25	1384	1
Tử Tiêu Lưu Kim Giáp	1	25	1385	1
Tinh Động Hồng Loan Khải	1	25	1386	1
Long Dĩnh Sam	1	25	1387	1
Phong Lộ Quy Mộng Sam	1	25	1388	1
Nhã Thanh Song Điệp	1	25	1389	1
Mộ Quang Lưu Hà	1	25	1390	1
Đào Tịch Tuyết Y	1	25	1391	1
Phượng Hi Hoàng Bào	1	25	1392	1
Tuyết Vũ Lam Bào	1	25	1393	1
Phượng Vũ Cửu Thiên	1	25	1394	1
Tinh Sa Lãng Sa Y	1	25	1395	1
Bạch Ngọc Bích Hà La	1	25	1396	1
Ly Mực Bàn Cánh Khải	1	25	1397	1
Cực Nghiệp Trọng Thiên Khải	1	25	1398	1
Uyên Lâm Tàn Tinh Bào	1	25	1399	1
Uyên Lâm Phá Nguyệt Bào	1	25	1400	1
Uyên Lâm Tử Quang Bào	1	25	1401	1
Uyên Lâm Phong Ngâm Bào	1	25	1402	1
Chung Linh Ngọc Thanh Thường	1	25	1403	1
Hoàng Sương Nhật Hi Thường	1	25	1404	1
Tử Kim Thánh Nữ Y	1	25	1405	1
Lưu Tiên Thủy Văn Sam	1	25	1406	1
Thiều Hoa Bất Phụ	1	25	1407	1
Kim Phượng Hồng Hà	1	25	1408	1
Lam Điệp Y	1	25	1409	1
Yến Vân Lữ Sa	1	25	1410	1
Tử Sắc Vân Bào 	1	25	1411	1
Hồng Sắc Vân Bào 	1	25	1412	1
Hoàng Sắc Vân Bào 	1	25	1413	1
Thanh Sắc Vân Bào 	1	25	1414	1
Thanh Vân Bạch Sắc Bào	1	25	1415	1
Kim Lưu Tự Thước Thường	1	25	1416	1
Hồng Tử Linh Diệp Bào	1	25	1417	1
Đào Thiển Lưu Ly	1	25	1418	1
Liên Y Tạp Oa	1	25	1419	1
Tử Tiêu Dật Thái Quần	1	25	1420	1
Phong Vũ Hồng Loan Quần	1	25	1421	1
Tỏa Tử Giáp	1	25	1422	1
Minh Quang Khải	1	25	1423	1
Tế Lân Giáp	1	25	1424	1
Tỏa Tử Hoàng Kim Giáp	1	25	1425	1
Kính Hoa Khải	1	25	1426	1
Thích Khách Trang	1	25	1427	1
Mộng Mị Trang	1	25	1428	1
Tham Lang Trang	1	25	1429	1
Sơn Hồn Trang	1	25	1430	1
Vô Dung Kình Trang	1	25	1431	1
Sí Nhiễm Hoa Y	1	25	1432	1
Y Sơn Quan Lan Khải	1	25	1433	1
Tử Tô Kim Bộ	1	25	1434	1
U Long Ngự Vân Bào	1	25	1435	1
Thanh Ngự Vĩ Bào	1	25	1436	1
Quân Lâm Thiên Hạ	1	25	1437	1
Thanh Sương Dạ Nguyệt Y	1	25	1438	1
Kiếm Tâm Hà Ảnh Sam 	1	25	1439	1
Ly Mực Bàn Cánh Giáp	1	25	1440	1
Nghịch Thế Trọng Thiên Khải	1	25	1441	1
Uyên Lâm Tàn Tinh Bào	1	25	1442	1
Uyên Lâm Phá Nguyệt Bào	1	25	1443	1
Uyên Lâm Tử Quang Bào	1	25	1444	1
Uyên Lâm Phong Ngâm Bào	1	25	1445	1
Chung Linh Ngọc Thanh Bào	1	25	1446	1
Hoàng Sương Nhật Hi Bào	1	25	1447	1
Càn Khôn Thất Tinh Khải	1	25	1448	1
Như Ý Thanh Hồng Giáp	1	25	1449	1
Liệt Thạch Đoàn Kim	1	25	1450	1
Thần Long Đằng Vân	1	25	1451	1
Lam Hải Kim Lữ	1	25	1452	1
Yến Vân Phi Sa 	1	25	1453	1
Tử Sắc Vân Bào	1	25	1454	1
Hồng Sắc Vân Bào	1	25	1455	1
Hoàng Sắc Vân Bào	1	25	1456	1
Thanh Sắc Vân Bào	1	25	1457	1
Thanh Vân Bạch Sắc Bào	1	25	1458	1
Kim Lưu Tự Thước Thường	1	25	1459	1
Hồng Tử Linh Diệp Bào	1	25	1460	1
Mặc Uyên Tố Hoa	1	25	1461	1
Thúy Lan Vân Văn	1	25	1462	1
Tử Tiêu Lưu Kim Giáp	1	25	1463	1
Tinh Động Hồng Loan Khải	1	25	1464	1
Long Dĩnh Sam	1	25	1465	1
Phong Lộ Quy Mộng Sam	1	25	1466	1
Nhã Thanh Song Điệp	1	25	1467	1
Mộ Quang Lưu Hà	1	25	1468	1
Đào Tịch Tuyết Y	1	25	1469	1
Phượng Hi Hoàng Bào	1	25	1470	1
Tuyết Vũ Lam Bào	1	25	1471	1
Phượng Vũ Cửu Thiên	1	25	1472	1
Tinh Sa Lãng Sa Y	1	25	1473	1
Bạch Ngọc Bích Hà La	1	25	1474	1
Ly Mực Bàn Cánh Khải	1	25	1475	1
Cực Nghiệp Trọng Thiên Khải	1	25	1476	1
Uyên Lâm Tàn Tinh Bào	1	25	1477	1
Uyên Lâm Phá Nguyệt Bào	1	25	1478	1
Uyên Lâm Tử Quang Bào	1	25	1479	1
Uyên Lâm Phong Ngâm Bào	1	25	1480	1
Chung Linh Ngọc Thanh Thường	1	25	1481	1
Hoàng Sương Nhật Hi Thường	1	25	1482	1
Tử Kim Thánh Nữ Y	1	25	1483	1
Lưu Tiên Thủy Văn Sam	1	25	1484	1
Thiều Hoa Bất Phụ	1	25	1485	1
Kim Phượng Hồng Hà	1	25	1486	1
Lam Điệp Y	1	25	1487	1
Yến Vân Lữ Sa	1	25	1488	1
Tử Sắc Vân Bào 	1	25	1489	1
Hồng Sắc Vân Bào 	1	25	1490	1
Hoàng Sắc Vân Bào 	1	25	1491	1
Thanh Sắc Vân Bào 	1	25	1492	1
Thanh Vân Bạch Sắc Bào	1	25	1493	1
Kim Lưu Tự Thước Thường	1	25	1494	1
Hồng Tử Linh Diệp Bào	1	25	1495	1
Đào Thiển Lưu Ly	1	25	1496	1
Liên Y Tạp Oa	1	25	1497	1
Tử Tiêu Dật Thái Quần	1	25	1498	1
Phong Vũ Hồng Loan Quần	1	25	1499	1
Sí Nhiễm Hoa Y	1	25	1500	1
Long Dĩnh Sam	1	25	1501	1
Thanh Sơn Đại Bào	1	25	1502	1
Lam Nguyệt Bào	1	25	1503	1
Chung Linh Chu Tước Hầu Bào	1	25	1504	1
Quân Tử Chiến	1	25	1505	1
Hồng Trần Hiệp Đại Bào	1	25	1506	1
Thanh Hoa Ngọc Chiếu Bào	1	25	1507	1
Thanh Sơn Thường Bào	1	25	1508	1
