key	value
G_PLAYER_33	制作中！
G_PLAYER_34	增加亲密度失败：已达到本日限额或者好友关系接触！
G_PLAYER_35	你的背包剩余空间不足，不能交易！
G_PLAYER_36	交易取消，对方背包剩余空间不足！
G_PLAYER_37	交易取消，对方背包银两不足！
G_PLAYER_38	交易取消，对方背包银两超出上限！
G_PLAYER_39	交易物品消失，不能交易！
G_PLAYER_40	交易取消，对方交易物品消失！
G_PLAYER_41	此时不能打开奇珍阁！
G_PLAYER_42	该玩家不存在！
G_PLAYER_43	你被禁言了，暂时不能聊天！
G_PLAYER_44	邮箱还没加载完成，请稍后在试。
G_PLAYERSET_0	我<color=green>%s<color=restore>来也，你等快来朝拜。
G_PLAYERSET_1	<color=green>%s<color=restore>脚踏凌波微步，飘然而至。
G_PLAYERSET_2	一道闪光，<color=green>%s<color=restore>从天而降。
G_PLAYERSET_3	吴府管家
G_PlayerStall_0	买东西
G_PlayerStall_2	以后再来
G_PlayerStall_3	【贩卖】
G_PlayerStall_4	【收购】
G_PLAYER_TITLE_ADD	您获得了\"%s\"称号。
G_PLAYER_TITLE_TIMEOUT	您的\"%s\"称号已过期。
G_PARTNER_0	你所取的名字不合法！
G_ITEM_0	<color=White>临时物品：
G_ITEM_1	等级:%d\n
G_ITEM_2	价格：%d %s
G_ITEM_10	帽子
G_ITEM_11	衣服
G_ITEM_12	腰带
G_ITEM_13	武器
G_ITEM_14	鞋子
G_ITEM_15	护腕
G_ITEM_16	项链
G_ITEM_17	戒指
G_ITEM_18	印鉴
G_ITEM_19	腰坠
G_ITEM_20	坐骑
G_ITEM_22	 [%d级]
G_ITEM_30	道具拾取
G_ItemList_0	无法在这里使用土地符！
G_ItemList_1	储物箱处于锁定状态，不能取钱！
G_ItemList_2	储物箱锁定中，不能调整装备！
G_ItemList_3	储物箱锁定中！
G_ItemList_4	密码设定成功！
G_ItemList_5	密码设定失败：密码已设定！
G_ItemList_6	密码取消成功！
G_ItemList_7	密码取消失败：未曾设定密码！
G_ItemList_8	密码取消失败：密码验证失败！
G_ItemList_9	密码修改成功！
G_ItemList_10	密码修改失败：未曾设定密码，无法修改！
G_ItemList_11	密码修改失败：密码验证失败！
G_ItemList_12	锁定成功！
G_ItemList_13	锁定失败：您的扩展储物箱和密码保护功能尚未开启,请到巴陵县沈九(188,198)处购买以开启此功能！
G_ItemList_14	解锁成功！
G_ItemList_15	解锁失败：您的扩展储物箱和密码保护功能尚未开启,请到巴陵县沈九(188,198)处购买以开启此功能！
G_ItemList_16	解锁失败：密码验证失败！
G_ItemList_17	恶名值大于或等于5的玩家使用土地符无效！
G_SkillList_0	您的%s技能熟练级别提升了！
G_SkillList_2	您使用这项武功时不能骑马！
G_SkillList_3	您使用这项武功时必须骑马！
G_SkillList_4	佣兵数量已达到上限，不能再雇佣了！
G_SkillList_5	您的同伴的%s技能熟练级别提升了！
G_SkillList_Limit_1	您当前装备的武器不适合您想使用的武功！
G_SkillList_Limit_2	您使用这项武功时不能骑马！
G_SkillList_Limit_3	您使用这项武功时必须骑马！
G_SkillList_Limit_4	您当前的门派不适合您想使用的武功！
G_SkillList_Limit_5	您当前的路线不适合您想使用的武功！
G_SkillList_Limit_6	必须在狂怒状态下才能使用该技能
G_SkillList_Limit_7	必须在练功状态下才能使用该技能
G_SkillList_Limit_8	变身后不能使用此技能！ 
G_Skills_0	子弹技\n
G_Skills_1	墙形 数量%d\n
G_Skills_2	线形 数量%d\n
G_Skills_3	散形 数量%d\n
G_Skills_4	圆形发散 数量%d\n
G_Skills_5	圆形区域 数量%d\n
G_Skills_6	方形区域 数量%d\n
G_Skills_7	定点圆形区域 数量%d\n
G_Skills_8	定点方形区域 数量%d\n
G_Skills_11	格斗技\n
G_Skills_12	主动辅助武功\n
G_Skills_13	状态持续时间:%d\n
G_Skills_14	被动辅助武功\n
G_Skills_15	区域伤害 
G_Skills_16	原地 
G_Skills_17	直线飞行 
G_Skills_18	环形飞行 
G_Skills_20	抛物飞行 
G_Skills_21	穿透 
G_Skills_22	伤害范围:%d 
G_Skills_23	震退距离:%d 
G_Skills_24	消亡自爆 
G_Skills_25	光环 
G_Skills_26	物理 
G_Skills_27	近身 
G_Skills_28	必中 
G_Skills_29	对友 
G_Skills_30	对敌 
G_Skills_31	对物 
G_Skills_32	对已 
G_Skills_33	考虑命中率 
G_Skills_34	技能属性：
G_Skills_35	(近身攻击)\n
G_Skills_36	(远程攻击)\n
G_Skills_37	当前等级：%d
G_Skills_38	当前等级：%d (%d+%d)
G_Skills_39	受技能加成：%d%%\n
G_Skills_40	修炼度：%d%%\n
G_Skills_41	武器限制：
G_Skills_42	骑马中不能施展\n
G_Skills_43	必须骑马施展\n
G_Skills_44	\n<color=Red>下一级\n
G_Skills_45	内力消耗：%d\n
G_Skills_46	体力消耗：%d\n
G_Skills_47	生命消耗：%d\n
G_Skills_48	有效距离：%d\n
G_Skills_49	对「%s」技能加成 %d%%\n
G_Skills_50	<color=Blue>第一式:<color>
G_Skills_51	<color=Blue>第二式:<color>
G_Skills_52	<color=Blue>第三式:<color>
G_Skills_53	<color=Blue>第四式:<color>
G_Skills_54	<color=Blue>第五式:<color>
G_Skills_55	<color=Blue>第六式:<color>
G_Skills_56	<color=Blue>第七式:<color>
G_Skills_57	<color=Blue>第八式:<color>
G_Skills_58	<color=Blue>第九式:<color>
G_Skills_59	<color=Blue>第十式:<color>
G_Skills_60	<color=Blue>第十一式:<color>
G_Skills_61	<color=Blue>第十二式:<color>
G_Skills_62	<color=Blue>第十三式:<color>
G_Skills_63	<color=Blue>第十四式:<color>
G_Skills_64	<color=Blue>第十五式:<color>
G_Skills_65	<color=Blue>第十六式:<color>
G_Skills_66	<color=Blue>第十七式:<color>
G_Skills_67	<color=Blue>第十八式:<color>
G_Skills_68	<color=Blue>第十九式:<color>
G_Skills_69	<color=Blue>第二十式:<color>
G_Skills_70	属性：金系 %d\n
G_Skills_71	属性：木系 %d\n
G_Skills_72	属性：水系 %d\n
G_Skills_73	属性：火系 %d\n
G_Skills_74	属性：土系 %d\n
G_Skills_75	五行相克：%d%%\n
G_PlayerPK_0	您的负经验太多，只允许练功模式！
G_PlayerPK_1	您的负经验太多，不允许仇杀！
G_PlayerPK_2	经验达到或超过-50%%后，不能转换PK模式！  
G_ProtocolProcess_0	某人
G_ProtocolProcess_1	两
G_ProtocolProcess_2	银两
G_ProtocolProcess_3	有人
G_ProtocolProcess_4	您的帮主给您发钱了：%d！
G_ProtocolProcess_5	未启动离线时转发消息！
G_ProtocolProcess_6	离线时消息转发目标是%s！
G_ProtocolProcess_7	设置了消息转发目标为%s。
G_ProtocolProcess_8	你现在不能接受私聊消息！\n输入 /OfflineTrans 可以取消设置。
G_ProtocolProcess_9	帮会创建失败！
G_ProtocolProcess_10	%s申请加入帮会！
G_ProtocolProcess_11	帮会操作被锁定，不能任命！
G_ProtocolProcess_12	传位失败，对方不在线！
G_ProtocolProcess_13	传位失败，对方能力不够！
G_ProtocolProcess_14	传位失败，本帮中无此人！
G_ProtocolProcess_15	帮会操作被锁定！
G_ProtocolProcess_16	%s申请加入联盟！
G_ProtocolProcess_17	%s 拒绝接受本帮加入联盟！
G_ProtocolProcess_18	帮会钱不够！
G_ProtocolProcess_19	因为您现在的恶名值>＝3,PK前请先解除装备栏的锁定状态。
G_ProtocolProcess_20	你当前状态禁止移动或者交易物品！
G_ProtocolProcess_21	你的同伴仍在昏迷中，%d 秒后才能被重新召唤！
G_ProtocolProcess_22	两次召唤同伴的间隔太短了，请稍后再尝试！
G_ProtocolProcess_23	这里不允许召唤同伴！
G_ProtocolProcess_24	你的装备栏处于锁定状态，不能解散同伴！
G_ProtocolProcess_25	不允许解散最后一个同伴！
G_ProtocolProcess_26	该物品在此地无法发挥功效！
G_ProtocolProcess_27	由于你连续输入错误密码，系统中止继续验证，剩余时间：%d小时
G_ProtocolProcess_28	你连续输入错误密码已达%d次，连续输入错误10次系统将中止验证一段时间
G_ProtocolProcess_29	对方现在无法和您交易！
G_ProtocolProcess_30	对方账号处于锁定状态，无法收到你的申请！
G_ProtocolProcess_31	你的账号处于锁定状态，无法进行交易！
G_ScriptFuns_0	无
G_ScriptFuns_1	<非辖区>
G_ScriptFuns_2	本城现在擂台赛没有进行。
G_ScriptFuns_3	本城区最近无擂台战事。
G_ScriptFuns_4	组队消息
G_ScriptFuns_5	[Script]使用AddItem参数数量不符!
G_ScriptFuns_6	[Script]使用AddGoldItem参数数量不符!
G_ScriptFuns_7	[Script]GoldItem-目前只支持黄金装备!
G_ScriptFuns_8	GetItem 参数不够!
G_ScriptFuns_9	HaveItem 参数不够!
G_ScriptFuns_10	DelCommonItem 参数不够!
G_ScriptFuns_11	ExistCommonItem 参数不够!
G_ScriptFuns_12	GetItemLife 参数不够!
G_ScriptFuns_13	无名城
G_ScriptFuns_14	未记录
G_ScriptFuns_15	未知码头
G_ScriptFuns_16	您的声望减少了%d点!
G_ScriptFuns_17	您的声望增加了%d点!
G_MagicDesc_0	内力
G_MagicDesc_1	生命
G_MagicDesc_2	体力
G_MagicDesc_3	银两
G_MagicDesc_4	增加
G_MagicDesc_5	减少
G_MagicDesc_6	女性
G_MagicDesc_7	男性
G_MagicDesc_8	剑
G_MagicDesc_9	单刀
G_MagicDesc_10	棍棒
G_MagicDesc_11	枪
G_MagicDesc_12	锤
G_MagicDesc_13	双刀
G_MagicDesc_14	所有
G_MagicDesc_15	暗器
G_MagicDesc_16	近身
G_MagicDesc_17	空手
G_MagicDesc_18	未知
G_KDiceGame_0	你没有足够银两继续游戏了！
G_KDiceGame_1	游戏
G_KDiceGame_2	AddGlobalNews([[热烈庆贺！%s 中了大奖，得到积累彩金，共计%d两！]])
G_KDiceGame_3	%d:%d 游乐机:%s 摸到 %d|%d|%d ,赌注: %d 奖金:%d 彩金:%d\n
 	
G_STRING_AUTOHANGMSG_1	你的功力太低，无法吸收腊八粥的神奇功效。等%d级之后再来试试吧。
G_STRING_AUTOHANGMSG_2	你必须拥有矿镐才能挖矿，请找 桃花隐士 购买吧。
G_STRING_AUTOHANGMSG_3	你的矿镐已经完全损坏，你必须到 桃花隐士 那里购买新的矿镐才能继续挖矿。
G_STRING_AUTOHANGMSG_4	你的经验增加了%d点。
G_STRING_AUTOHANGMSG_5	你的特殊矿镐已经完全损坏，你必须到 帮会兵甲坊 那里购买新的特殊矿镐才能继续挖矿。
G_CORESHELL_1	骑马时无法打坐！
G_CORESHELL_STALLPRICE	\n<color=White>贩卖单价：<color=Yellow>
G_CORESHELL_OFFERPRICE	\n<color=White>收购单价：<color=Yellow>
G_CORESHELL_STALL_0	\n<color=White>标价(收入)：<color=Green>
G_CORESHELL_STALL_1	\n<color=White>卖价(含税)：<color=Yellow>
G_CORESHELL_STALL_2	\n<color=White>卖价：<color=Yellow>
G_CORESHELL_STALL_3	\n<color=DBlue>本地税率：%d%%\n
G_STRING_ALLSKILLS	所有武功
G_STRING_BRACKET_BEGIN	「
G_STRING_BRACKET_END	」
G_CITYWAR_WARNING_SETTAXTIME	当前不允许设置税率。每天可设置税率时段为：%d点 ~ %d点
G_CITYWAR_WARNING_TAXALREADYSET1	你已经设置过今天的税率了！！
G_CITYWAR_WARNING_TAXALREADYSET	你已经设置过本周的税率了！！
G_CITYWAR_WARNING_NOTTONGLEADER	你不是帮会帮主！！
G_STRING_DISABLED_CHAT	你目前所在地可能属于特殊区域，不能使用此聊天频道
G_STRING_ENTER_CHANNEL	公告：你加入了%s频道
G_STRING_LEAVE_CHANNEL	公告：你离开了频道
G_STRING_ANTIBOT_AFTERMSG	你受外挂的影响并未消除，在一定时间内，系统将不确保你获得的数据是正确的。
G_STRING_ANTIBOT_CLEARMSG	受外挂的影响已消除，你现在获得的数据是正确的。
G_STRING_ANTIBOT_STARTMSG	你正在使用外挂，系统将不确保你获得的数据是正确的。
G_STRING_SONG	宋
G_STRING_JIN	金
G_STRING_MONEY	两
G_STRING_FUYUAN	福缘
G_STRING_COIN	铜钱
G_STRING_SCORE	积分
G_STRING_CONTRIBUTION	贡献度
G_STRING_BUILDFUND	帮会建设度
G_STRING_HONOUR	荣誉点
G_STR_AUTOATTACK_START	进入自动打怪模式 , 剩余时间%d分。
G_STR_AUTOATTACK_END	自动打怪模式已结束。
G_STR_AUTOATTACK_SWITCH_ON	自动打怪状态开启！如果要切换手动模式，请用鼠标左键点击空地即可。
G_STR_AUTOATTACK_SWITCH_OFF	自动打怪状态关闭！如果要切换自动模式，请用鼠标右键点击敌人即可。
G_STR_AUTOATTACK_INFO1	自动打怪功能可以在练功模式下进行。
G_STR_AUTOATTACK_INFO2	自动打怪功能暂停。该功能只能在练功模式下进行。
G_STR_AUTOATTACK_ERROR1	非战斗状态无法更改自动打怪状态！
G_STR_AUTOATTACK_ERROR2	自动打怪模式只能在练级模式使用！
G_STR_AUTOATTACK_ERROR3	你未使用白驹丸，所以无法使用自动打怪模式！
G_STR_MOUSE_MAGIC_ITEM	你未使用白驹丸，所以无法使用自动打怪模式!
G_STR_ONLY_JEWELRY	此物品框只能放入未绑定的首饰(项链,戒指,香囊,腰坠,玉佩)!
G_STR_ONLY_CRYOLITE	此物品框只能放入没有叠加的玄晶矿石.
G_STR_ONLY_PROPMINE	此物品框只能放入属性矿石(玄铁矿,秘银矿,朱砂矿,孔雀石,芙蓉石,钟乳石).
G_STR_ONLY_EQUIP	此物品框只能放入未绑定的蓝/白色装备.
G_STR_ONLY_MINE	此物品框只能放入没有叠加的玄晶矿石或属性矿石.
G_STR_ONLY_BW_EQUIP	此物品框只能放入非首饰，未绑定的蓝/白色装备.
G_STR_ONLY_PURPLE_EQUIP	此物品框只能放入未绑定的紫色装备.
G_STR_ONLY_CONSUME	此物品框只能放入水晶,福缘露或神秘矿石.
G_STR_ONLY_ORGMINE	此物品框只能放入原始属性矿石(玄铁原矿,秘银原矿,朱砂原矿,孔雀原石,芙蓉原石,钟乳原石).
G_STR_ONLY_ATLAS	此物品框只能放黄金图谱.
G_STR_ONLY_BOOK	此物品框只能放属性矿石或技能书.
G_STR_DUPEDITEM_MARK	你的“%s”为非法复制物品，已被作标记！
G_STR_DUPEDITEM_DELETE	你的“%s”为非法复制物品，已被删除！
G_STR_ITEM_LOWDUR	您的“%s”即将损坏，请尽快修理。
G_STR_ITEM_ABRADETOZERO	你的“%s”已损坏，不能再使用，请修理。
G_TIPS_PLAYEREVENT_KILLNPC	杀死“%s”的进度%d/%d
G_STR_ORIGINAL_PRICE	物品原价：
G_STR_ABATE_PRICE	物品促销价：
G_STR_ABATE_BEGIN_DATE	打折日期从：
G_STR_TO	至：
G_STR_SELL_BEGIN_DATE	销售日期从：
G_STR_ABATE_END	打折日期至：
G_STR_SELL_END	销售日期至：
G_STR_CHATROOM	聊天室
G_STR_NPC_BUYITEM_REPUTE	<color=Yellow>声望需求：阵营(%s)，类别(%s)，等级(%d)
G_STR_PLAYERACTION_LEVELUP	玩家升级
G_STR_PLAYERACTION_JOINFACTION	加入门派
G_STR_PLAYERACTION_JOINKIN	加入家族
G_STR_PLAYERACTION_LEAVEKIN	退出家族
G_STR_PLAYERACTION_TRADEITEM	玩家交易物品
G_STR_PLAYERACTION_TRADEMONEY	玩家交易银两
G_STR_PLAYERACTION_STALLITEM	摆摊交易物品
G_STR_PLAYERACTION_STALLMONEY	摆摊交易银两
G_STR_PLAYERACTION_LOGOUT	玩家下线
G_STR_PLAYERACTION_LOGIN	玩家上线
G_STR_PLAYERACTION_BEGINOFFLIVE	开始离线托管
G_STR_PLAYERACTION_ENDOFFLIVE	结束离线托管
G_STR_PLAYERACTION_KICKOFFLIVE	离线托管踢号
G_STR_TEAMFRIEND_GETITEM	%s 得到了 %s
K_S_METAL	金
K_S_WOOD	木
K_S_WATER	水
K_S_FIRE	火
K_S_EARTH	土
K_C_BEGIN	begin
K_C_JUSTICE	justice
K_C_EVIL	evil
K_C_BALANCE	balance
K_C_FREE	free
K_C_ANIMAL	animal
K_C_EVENT	event
K_NPC_0	CharacterName
K_REPAIRSCRIPT_FUNC_PRICE	get_repair_price
K_REPAIRSCRIPT_FUNC_REPAIR	repair_equip
K_CHAT_TEAM_DEFAULT_NAME	我的好友
K_MATE_UNITNAME	配偶\n
K_BROTHER_UNITNAME	亲人\n
K_ENEMY_UNITNAME	仇人\n
K_PLAYERCHAT_0	%04d.%02d.%02d
K_PLAYERCHAT_1	%02d:%02d:%02d
K_SCRIPTFUNC_GetAutoExpValue	AEXP_GetHangExpValue
K_WEAPON_DETAILTYPE	具体类别
K_MESSAGE_SYSTEM_ANNOUCE_HEAD	公告
K_MESSAGE_SYSTEM_WARNING_HEAD	警告
K_MESSAGE_SYSTEM_MESSAGE_HEAD	系统消息
K_KIND_NAME_SECT	CharacterType
K_KIND_NAME_SPECIAL	SpecialNpc
K_KIND_NAME_NORMAL	NormalNpc
L_CANT_OPEN	无法打开%s
L_TONG_TAX	<%s>城区税收金额: %u
L_SHAREDATABASE_0	产生了一个宝物 %d, %d,%d\n
L_SHAREDATABASE_1	产生了一个幸运之星 %s  %d, %d,%d\n
L_SHAREDATABASE_2	产生了一个黄金怪物 %s  index = %d Sid=%d  %d, %d,%d\n
L_EXCEPT_EXCUTE_RS	Exception Have Caught When Execute Relay Script !!!!!
L_NPC_0	[数值]%s受到%d点原始毒伤害
L_NPC_1	[数值]%s受到%d点原始魔法伤害
L_NPC_2	[数值]%s实际伤害：%d
L_NPC_3	[数值]%s返回伤害%d
L_NPC_4	[数值]%s魔法盾吸收比例：%d
L_NPC_5	[数值]%s闪过攻击
L_NPC_6	[zroc]Npc(%d)ServerMove RegionIdx = %d
L_NPC_7	Packing sync data ok...\n
L_NPC_8	Packing sync data failed...\n
L_NPC_9	[Sync]%d:%s<%d> request to %d. size:%d
L_NPC_10	Packing player sync data ok...\n
L_NPC_11	Packing player sync data failed...\n
L_NPC_12	NpcID:%d  Life:%d\nRegionIndex:%d Pos:%d,%d\nPlayerNumber:%d\n
L_NPC_13	NpcNumber:\n%02d,%02d,%02d\n%02d,%02d,%02d\n%02d,%02d,%02d
L_NPC_14	[数值]AttackRating %d : Defense %d: RandomPercent (%d, %d)
L_NPC_15	[error]致命错误,无法正确读取%s
L_NPC_16	载入Npc%d模板请求非法！
L_NPC_17	[Script]SetPos error:SubWorld:%d, Pos(%d, %d)
L_NPC_18	[Map]World%d haven't been loaded!
L_NPC_19	[Map]Change Pos(%d,%d) Invalid!
L_NPC_20	[DEATH]SetMode:%d
L_NPC_21	[DEATH] m_ProcessState: %d
L_NPC_22	[DEATH] m_bExchangeServer: %d
L_NPC_23	[DEATH] m_Doing: %d
L_NPC_24	[DEATH] WaitForFrame TRUE
L_NPC_25	[DEATH] WaitForFrame FALSE
L_NPC_26	[error]%s Region Index < 0 when hurt
L_NPC_27	[DEATH]On Hurt Finished
L_NPC_28	[error]%s Region Index < 0 when dorevive
L_NPC_29	被怪打死损失经验%d
L_NPC_30	被怪打死损失银两%d
L_NPC_31	被玩家[%s]打死损失经验%d
L_NPC_32	被玩家[%s]打死损失银两%d
L_NPCATTRIBM_0	[数值]%s冰伤害增加(%d)
L_NPCATTRIBM_1	[数值]%s火伤害增加(%d)
L_NPCATTRIBM_2	[数值]%s电伤害增加(%d)
L_NPCATTRIBM_3	[数值]%s所有物理攻击力增加百分之%d
L_NPCATTRIBM_4	[数值]%s远程物理攻击力增加百分之%d
L_NPCATTRIBM_5	[数值]%s空手物理攻击力增加百分之%d
L_NPCATTRIBM_6	[数值]%s近程物理攻击力增加百分之%d
L_NPCATTRIBM_7	[数值]%s近程武器%d物理攻击力增加百分之%d
L_NPCATTRIBM_8	[数值]%s毒状态变为：间隔%d帧发作一次%d伤害，共持续%d帧
L_NPCATTRIBM_9	[数值]%s物理伤害力增加(%d)
L_NPCATTRIBM_10	[数值]%s五防抗性增加%d
L_NPCATTRIBM_11	[数值]%s所有技能加%d级，未完成
L_NPCATTRIBM_12	[数值]%s命中率增加百分之%d(%d点)
L_NPCATTRIBM_13	[数值]%s攻击速度增加%d
L_NPCATTRIBM_14	[数值]%s施法速度增加%d
L_NPCATTRIBM_15	[数值]%s当前阵营变为%d
L_NPCATTRIBM_16	[数值]%s冰抗性增加了%d点
L_NPCATTRIBM_17	[数值]%s致命一击百分比增加%d
L_NPCATTRIBM_18	[数值]%s当前身法增加了%d点
L_NPCATTRIBM_19	[数值]%s土系技能加%d级
L_NPCATTRIBM_20	[数值]%s当前内功增加了%d点
L_NPCATTRIBM_21	[数值]%s快速命中回复增加%d
L_NPCATTRIBM_22	[数值]%s移动速度增加%d
L_NPCATTRIBM_23	[数值]%s火系技能加%d级
L_NPCATTRIBM_24	[数值]%s冰冻时间减少百分之%d
L_NPCATTRIBM_25	[数值]%s震退百分比增加%d
L_NPCATTRIBM_26	[数值]%s生命上限增加了百分之%d(%d点)
L_NPCATTRIBM_27	[数值]%s生命上限增加了%d点
L_NPCATTRIBM_28	[数值]%s生命回复速度增加了%d点
L_NPCATTRIBM_29	[数值]%s生命增加了%d点
L_NPCATTRIBM_30	[数值]%s电抗性增加了%d点
L_NPCATTRIBM_31	[数值]%sMF值增加了%d,未完成
L_NPCATTRIBM_32	[数值]%s内力上限增加了百分之%d(%d点)
L_NPCATTRIBM_33	[数值]%s内力上限增加了%d点
L_NPCATTRIBM_34	[数值]%s内力回复速度增加了%d点
L_NPCATTRIBM_35	[数值]%s内力增加了%d点
L_NPCATTRIBM_36	[数值]%s吸收伤害百分比为%d，持续%d帧
L_NPCATTRIBM_37	[数值]%s近程物理伤害反弹百分比增加%d
L_NPCATTRIBM_38	[数值]%s近程物理伤害反弹增加%d
L_NPCATTRIBM_39	[数值]%s金系技能加%d级, 未完成
L_NPCATTRIBM_40	[数值]%s物理抗性增加了%d点
L_NPCATTRIBM_41	[数值]%s伤害转内力百分比增加了%d
L_NPCATTRIBM_42	[数值]%s中毒伤害减少%d
L_NPCATTRIBM_43	[数值]%s毒抗性增加了%d点
L_NPCATTRIBM_44	[数值]%s中毒时间减少百分之%d
L_NPCATTRIBM_45	[数值]%s远程伤害反弹增加%d
L_NPCATTRIBM_46	[数值]%s远程伤害反弹百分比增加%d
L_NPCATTRIBM_47	[数值]%s子弹减速状态变为%d
L_NPCATTRIBM_48	[数值]%s体力上限增加了百分之%d(%d点)
L_NPCATTRIBM_49	[数值]%s体力上限增加了%d点
L_NPCATTRIBM_50	[数值]%s体力回复速度增加了%d点
L_NPCATTRIBM_51	[数值]%s体力增加了%d点
L_NPCATTRIBM_52	[数值]%s偷生命百分比为%d(比原本上升了%d点)
L_NPCATTRIBM_53	[数值]%s偷内力百分比为%d(比原本上升了%d点)
L_NPCATTRIBM_54	[数值]%s偷体力百分比为%d(比原本上升了%d点)
L_NPCATTRIBM_55	[数值]%s当前力量增加了%d点
L_NPCATTRIBM_56	[数值]%s眩晕时间减少%d
L_NPCATTRIBM_57	[数值]%s视野范围增加%d
L_NPCATTRIBM_58	[数值]%s当前外功增加了%d点
L_NPCATTRIBM_59	[数值]%s水系技能加%d级，未完成
L_NPCATTRIBM_60	[数值]%s木系技能加%d级，未完成
L_NPCATTRIBM_61	[数值]%s火抗性增加了%d点
L_NPCATTRIBM_62	[数值]%s闪避增加了%d点
L_NPCATTRIBM_63	[数值]%s冰增强增加了%d点
L_NPCATTRIBM_64	[数值]%s火增强增加了%d点
L_NPCATTRIBM_65	[数值]%s电增强增加了%d点
L_NPCATTRIBM_66	[数值]%s毒增强增加了%d点
L_NPCATTRIBM_67	[数值]%s喝了补血药，获得%d帧内每10帧回复%d点生命的效果
L_NPCATTRIBM_68	[数值]%s喝了补内力药，获得%d帧内每10帧回复%d点内力的效果
L_NPCATTRIBM_69	[数值]%s物理抗性上限增加了%d点
L_NPCATTRIBM_70	[数值]%s冰抗性上限增加了%d点
