Name	Kind	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	Stuff1Detail	Stuff1Particular	Stuff2Detail	Stuff2Particular
Ngũ Hành Ấn	Ngũ Hành Ấn_Minh Giáo 	1	1	16	11	1	\image\item\equip\yinjian\wuxingyin_s.spr	\image\item\equip\yinjian\wuxingyin.spr	18			2	1	100			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0																																																									5	60	6	11																																																												
Ngũ Hành Ấn	Ngũ Hành Ấn_Đại Lý Đoàn Thị	1	1	16	12	1	\image\item\equip\yinjian\wuxingyin_s.spr	\image\item\equip\yinjian\wuxingyin.spr	18			3	1	100			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0																																																									5	60	6	12																																																												
Hổ Tử Ấn	Ấn Cấp 1	1	1	16	100	3	\image\sukienevent\Icon_HoTuAn.spr	\image\sukienevent\View_HoTuAn.spr	18	Ấn Cấp 1		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	5	5					defencedeadlystrikedamagetrim	1	1					state_weak_resistrate	1	1					state_slowall_resistrate	1	1					state_stun_resistrate	1	1					state_burn_resistrate	1	1					state_hurt_resistrate	1	1												5	60																																																														
Long Tử Ấn	Ấn Cấp 2	1	1	16	101	3	\image\sukienevent\Icon_LongTuAn.spr	\image\sukienevent\View_LongTuAn.spr	18	Ấn Cấp 2		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	8	8					defencedeadlystrikedamagetrim	1	1					state_weak_resistrate	2	2					state_slowall_resistrate	2	2					state_stun_resistrate	2	2					state_burn_resistrate	2	2					state_hurt_resistrate	2	2												5	60																																																														
Luân Hồi Ấn 	Ấn Cấp 3	1	1	16	102	3	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	Ấn Cấp 3		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	11	11					defencedeadlystrikedamagetrim	2	2					state_weak_resistrate	3	3					state_slowall_resistrate	3	3					state_stun_resistrate	3	3					state_burn_resistrate	3	3					state_hurt_resistrate	3	3												5	60																																																														
Huyền Vũ Ấn	Ấn Cấp 4	1	1	16	103	3	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	Ấn Cấp 4		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	14	14					defencedeadlystrikedamagetrim	2	2					state_weak_resistrate	4	4					state_slowall_resistrate	4	4					state_stun_resistrate	4	4					state_burn_resistrate	4	4					state_hurt_resistrate	4	4												5	60																																																														
Bạch Hổ Ấn	Ấn Cấp 5	1	1	16	104	3	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	Ấn Cấp 5		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	17	17					defencedeadlystrikedamagetrim	3	3					state_weak_resistrate	5	5					state_slowall_resistrate	5	5					state_stun_resistrate	5	5					state_burn_resistrate	5	5					state_hurt_resistrate	5	5												5	60																																																														
Chu Tước Ấn	Ấn Cấp 6	1	1	16	105	3	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	Ấn Cấp 6		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	20	20					defencedeadlystrikedamagetrim	3	3					state_weak_resistrate	6	6					state_slowall_resistrate	6	6					state_stun_resistrate	6	6					state_burn_resistrate	6	6					state_hurt_resistrate	6	6												5	60																																																														
Thanh Long Ấn	Ấn Cấp 7	1	1	16	106	3	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	Ấn Cấp 7		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	23	23					defencedeadlystrikedamagetrim	4	4					state_weak_resistrate	7	7					state_slowall_resistrate	7	7					state_stun_resistrate	7	7					state_burn_resistrate	7	7					state_hurt_resistrate	7	7												5	60																																																														
Ngọc Tỷ Ấn	Ấn Cấp 8	1	1	16	107	3	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	Ấn Cấp 8		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	26	26					defencedeadlystrikedamagetrim	4	4					state_weak_resistrate	8	8					state_slowall_resistrate	8	8					state_stun_resistrate	8	8					state_burn_resistrate	8	8					state_hurt_resistrate	8	8												5	60																																																														
Lôi Đình Ấn 1	Ấn Cấp 9	1	1	16	108	3	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	Ấn Cấp 9		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	29	29					defencedeadlystrikedamagetrim	5	5					state_weak_resistrate	9	9					state_slowall_resistrate	9	9					state_stun_resistrate	9	9					state_burn_resistrate	9	9					state_hurt_resistrate	9	9												5	60																																																														
Lôi Đình Ấn 2	Ấn Cấp 10	1	1	16	109	3	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	Ấn Cấp 10		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	32	32					defencedeadlystrikedamagetrim	5	5					state_weak_resistrate	10	10					state_slowall_resistrate	10	10					state_stun_resistrate	10	10					state_burn_resistrate	10	10					state_hurt_resistrate	10	10												5	60																																																														
Lôi Đình Ấn 3	Ấn Cấp 11	1	1	16	110	3	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	Ấn Cấp 11		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	35	35					defencedeadlystrikedamagetrim	6	6					state_weak_resistrate	11	11					state_slowall_resistrate	11	11					state_stun_resistrate	11	11					state_burn_resistrate	11	11					state_hurt_resistrate	11	11												5	60																																																														
Lôi Đình Ấn 4	Ấn Cấp 12	1	1	16	111	3	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	Ấn Cấp 12		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	38	38					defencedeadlystrikedamagetrim	6	6					state_weak_resistrate	12	12					state_slowall_resistrate	12	12					state_stun_resistrate	12	12					state_burn_resistrate	12	12					state_hurt_resistrate	12	12												5	60																																																														
Tiểu Ưng Ấn	Ấn Cấp 13	1	1	16	112	3	\image\sukienevent\Icon_UngTuAn.spr	\image\sukienevent\View_UngTuAn.spr	18	Ấn Cấp 13		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	41	41					defencedeadlystrikedamagetrim	7	7					state_weak_resistrate	13	13					state_slowall_resistrate	13	13					state_stun_resistrate	13	13					state_burn_resistrate	13	13					state_hurt_resistrate	13	13												5	60																																																														
Đại Ưng Ấn	Ấn Cấp 14	1	1	16	113	3	\image\sukienevent\Icon_UngTuAn.spr	\image\sukienevent\View_UngTuAn.spr	18	Ấn Cấp 14		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	44	44					defencedeadlystrikedamagetrim	7	7					state_weak_resistrate	14	14					state_slowall_resistrate	14	14					state_stun_resistrate	14	14					state_burn_resistrate	14	14					state_hurt_resistrate	14	14												5	60																																																														
Phụng Tử Ấn	Ấn Cấp 15	1	1	16	114	3	\image\sukienevent\Icon_PhungTuAn.spr	\image\sukienevent\View_PhungTuAn.spr	18	Ấn Cấp 15		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	47	47					defencedeadlystrikedamagetrim	8	8					state_weak_resistrate	15	15					state_slowall_resistrate	15	15					state_stun_resistrate	15	15					state_burn_resistrate	15	15					state_hurt_resistrate	15	15												5	60																																																														
Phụng Hoàng Ấn	Ấn Cấp 16	1	1	16	115	3	\image\sukienevent\Icon_PhungTuAn.spr	\image\sukienevent\View_PhungTuAn.spr	18	Ấn Cấp 16		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	50	50					defencedeadlystrikedamagetrim	8	8					state_weak_resistrate	16	16					state_slowall_resistrate	16	16					state_stun_resistrate	16	16					state_burn_resistrate	16	16					state_hurt_resistrate	16	16												5	60																																																														
Tiểu Hổ Ấn	Ấn Cấp 17	1	1	16	116	3	\image\sukienevent\Icon_HoTuAn.spr	\image\sukienevent\View_HoTuAn.spr	18	Ấn Cấp 17		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	53	53					defencedeadlystrikedamagetrim	9	9					state_weak_resistrate	17	17					state_slowall_resistrate	17	17					state_stun_resistrate	17	17					state_burn_resistrate	17	17					state_hurt_resistrate	17	17												5	60																																																														
Hổ Báo Ấn	Ấn Cấp 18	1	1	16	117	3	\image\sukienevent\Icon_HoTuAn.spr	\image\sukienevent\View_HoTuAn.spr	18	Ấn Cấp 18		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	56	56					defencedeadlystrikedamagetrim	9	9					state_weak_resistrate	18	18					state_slowall_resistrate	18	18					state_stun_resistrate	18	18					state_burn_resistrate	18	18					state_hurt_resistrate	18	18												5	60																																																														
Thần Long Ấn	Ấn Cấp 19	1	1	16	118	3	\image\sukienevent\Icon_LongTuAn.spr	\image\sukienevent\View_LongTuAn.spr	18	Ấn Cấp 19		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	59	59					defencedeadlystrikedamagetrim	10	10					state_weak_resistrate	19	19					state_slowall_resistrate	19	19					state_stun_resistrate	19	19					state_burn_resistrate	19	19					state_hurt_resistrate	19	19												5	60																																																														
Bất Bại Ấn	Ấn Cấp 20	1	1	16	119	3	\image\sukienevent\Icon_LongTuAn.spr	\image\sukienevent\View_LongTuAn.spr	18	Ấn Cấp 20		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	62	62					defencedeadlystrikedamagetrim	10	10					state_weak_resistrate	20	20					state_slowall_resistrate	20	20					state_stun_resistrate	20	20					state_burn_resistrate	20	20					state_hurt_resistrate	20	20												5	60																																																														
Lôi Đình Ấn 1	Ấn Cấp 21	1	1	16	15	10	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	Ấn Cấp 21		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	65	65					defencedeadlystrikedamagetrim	11	11					state_weak_resistrate	21	21					state_slowall_resistrate	21	21					state_stun_resistrate	21	21					state_burn_resistrate	21	21					state_hurt_resistrate	21	21												5	60																																																														
Lôi Đình Ấn 2	Ấn Cấp 22	1	1	16	16	10	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	Ấn Cấp 22		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	68	68					defencedeadlystrikedamagetrim	11	11					state_weak_resistrate	22	22					state_slowall_resistrate	22	22					state_stun_resistrate	22	22					state_burn_resistrate	22	22					state_hurt_resistrate	22	22												5	60																																																														
Tiểu Ưng Ấn	Ấn Cấp 23	1	1	16	17	10	\image\sukienevent\Icon_UngTuAn.spr	\image\sukienevent\View_UngTuAn.spr	18	Ấn Cấp 23		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	71	71					defencedeadlystrikedamagetrim	12	12					state_weak_resistrate	23	23					state_slowall_resistrate	23	23					state_stun_resistrate	23	23					state_burn_resistrate	23	23					state_hurt_resistrate	23	23												5	60																																																														
Đại Ưng Ấn	Ấn Cấp 24	1	1	16	18	10	\image\sukienevent\Icon_UngTuAn.spr	\image\sukienevent\View_UngTuAn.spr	18	Ấn Cấp 24		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	74	74					defencedeadlystrikedamagetrim	12	12					state_weak_resistrate	24	24					state_slowall_resistrate	24	24					state_stun_resistrate	24	24					state_burn_resistrate	24	24					state_hurt_resistrate	24	24												5	60																																																														
Tiểu Hổ Ấn	Ấn Cấp 25	1	1	16	19	10	\image\sukienevent\Icon_HoTuAn.spr	\image\sukienevent\View_HoTuAn.spr	18	Ấn Cấp 25		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	77	77					defencedeadlystrikedamagetrim	13	13					state_weak_resistrate	25	25					state_slowall_resistrate	25	25					state_stun_resistrate	25	25					state_burn_resistrate	25	25					state_hurt_resistrate	25	25												5	60																																																														
Đại Hổ Ấn	Ấn Cấp 26	1	1	16	20	10	\image\sukienevent\Icon_HoTuAn.spr	\image\sukienevent\View_HoTuAn.spr	18	Ấn Cấp 26		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	80	80					defencedeadlystrikedamagetrim	13	13					state_weak_resistrate	26	26					state_slowall_resistrate	26	26					state_stun_resistrate	26	26					state_burn_resistrate	26	26					state_hurt_resistrate	26	26												5	60																																																														
Phụng Tử Ấn	Ấn Cấp 27	1	1	16	21	10	\image\sukienevent\Icon_PhungTuAn.spr	\image\sukienevent\View_PhungTuAn.spr	18	Ấn Cấp 27		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	83	83					defencedeadlystrikedamagetrim	14	14					state_weak_resistrate	27	27					state_slowall_resistrate	27	27					state_stun_resistrate	27	27					state_burn_resistrate	27	27					state_hurt_resistrate	27	27												5	60																																																														
Phụng Hoàng Ấn	Ấn Cấp 28	1	1	16	22	10	\image\sukienevent\Icon_PhungTuAn.spr	\image\sukienevent\View_PhungTuAn.spr	18	Ấn Cấp 28		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	86	86					defencedeadlystrikedamagetrim	14	14					state_weak_resistrate	28	28					state_slowall_resistrate	28	28					state_stun_resistrate	28	28					state_burn_resistrate	28	28					state_hurt_resistrate	28	28												5	60																																																														
Thần Long Ấn	Ấn Cấp 29	1	1	16	23	10	\image\sukienevent\Icon_LongTuAn.spr	\image\sukienevent\View_LongTuAn.spr	18	Ấn Cấp 29		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	89	89					defencedeadlystrikedamagetrim	15	15					state_weak_resistrate	29	29					state_slowall_resistrate	29	29					state_stun_resistrate	29	29					state_burn_resistrate	29	29					state_hurt_resistrate	29	29												5	60																																																														
Bất Bại Ấn	Ấn Cấp 30	1	1	16	24	10	\image\sukienevent\Icon_LongTuAn.spr	\image\sukienevent\View_LongTuAn.spr	18	Ấn Cấp 30		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	92	92					defencedeadlystrikedamagetrim	15	15					state_weak_resistrate	30	30					state_slowall_resistrate	30	30					state_stun_resistrate	30	30					state_burn_resistrate	30	30					state_hurt_resistrate	30	30												5	60																																																														
Giáng Ma Hoàng Kim Lạp	Ấn Cấp 31	1	1	16	1	10	\setting\Immagine\item\Signet\An_ThieuLam_00.spr	\setting\Immagine\item\Signet\An_ThieuLam_01.spr	18	Ấn Cấp 31		1	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	95	95												defencedeadlystrikedamagetrim	16	16					lifemax_v	1000	1000					state_hurt_attackrate	100	100					state_hurt_attacktime	120	120					allskill_v	3	3			22	22	allskill_v	3	3			30	30	5	60	6	1																																																												
Tam Quân Thống Lĩnh Ấn	Ấn Cấp 31	1	1	16	2	10	\setting\Immagine\item\Signet\An_ThienVuong_00.spr	\setting\Immagine\item\Signet\An_ThienVuong_01.spr	18	Ấn Cấp 31		1	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	95	95												defencedeadlystrikedamagetrim	16	16					lifemax_v	1000	1000					state_hurt_attackrate	100	100					state_hurt_attacktime	120	120					allskill_v	3	3			40	40	allskill_v	3	3			52	52	5	60	6	2																																																												
Ám Thích Hoa Thanh	Ấn Cấp 31	1	1	16	3	10	\setting\Immagine\item\Signet\An_DuongMon_00.spr	\setting\Immagine\item\Signet\An_DuongMon_01.spr	18	Ấn Cấp 31		2	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	95	95												defencedeadlystrikedamagetrim	16	16					lifemax_v	1000	1000					state_weak_attackrate	100	100					state_weak_attacktime	120	120					allskill_v	3	3			70	70	allskill_v	3	3			60	60	5	60	6	3																																																												
