Name	Kind	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	UnLockInterval
[Ngoại trang] Tử Kim Thánh Nữ Mão	Nón-Nữ	1	1	26	51	1	\image\item\equip\helm\wz_fm_1_mao_s.spr	\image\item\equip\helm\wz_fm_1_mao.spr	19				1	50000			1	0	equip		31	disguise_part_base	31	31	0	0	1	1																																																																5	1	8	1																																																									
[Ngoại trang] Như Ý Thanh Hồng Cân	Nón-Nam	1	1	26	52	1	\image\item\equip\helm\wz_ma_3_mao_s.spr	\image\item\equip\helm\wz_ma_3_mao.spr	19				1	50000			1	0	equip	32		disguise_part_base	32	32	0	0	1	1																																																																5	1	8	0																																																									
[Ngoại trang] Lưu Tiên Thủy Văn Đai	Nón-Nữ	1	1	26	53	1	\image\item\equip\helm\wz_fm_2_mao_s.spr	\image\item\equip\helm\wz_fm_2_mao.spr	19				1	50000			1	0	equip		32	disguise_part_base	32	32	0	0	1	1																																																																5	1	8	1																																																									
[Ngoại trang] Sí Hàn Hoa Đới	Nón-Nam	1	1	26	54	1	\image\item\equip\helm\ma_helm_xmas_s.spr	\image\item\equip\helm\ma_helm_xmas.spr	18				1	50000			1	0	equip	44		disguise_part_base	44	44	0	0	1	1																																																																5	1	8	0																																																									
[Ngoại trang] Long Dĩnh Thoa	Nón-Nữ	1	1	26	55	1	\image\item\equip\helm\fm_helm_newyear_s.spr	\image\item\equip\helm\fm_helm_newyear.spr	19				1	50000			1	0	equip		37	disguise_part_base	37	37	0	0	1	1																																																																5	1	8	1																																																									
[Ngoại trang] Y Sơn Quan Lan Khôi	Nón-Nam	1	1	26	56	1	\image\item\equip\helm\helm52m_s.spr	\image\item\equip\helm\helm52m.spr	19				1	50000			1	0	equip	52		disguise_part_base	52	52	0	0	1	1																																																																5	1	8	0																																																									
[Ngoại trang] Phong Lộ Quy Mộng Trâm	Nón-Nữ	1	1	26	57	1	\image\item\equip\helm\helm54f_s.spr	\image\item\equip\helm\helm54f.spr	18				1	50000			1	0	equip		52	disguise_part_base	52	52	0	0	1	1																																																																5	1	8	1																																																									
[Ngoại trang] Tử Tô Kết	Nón-Nam	1	1	26	58	1	\image\item\equip\helm\helm60m_s.spr	\image\item\equip\helm\helm60m.spr	18				1	50000			1	0	equip	60		disguise_part_base	60	60	0	0	1	1																																																																5	1	8	0																																																									
[Ngoại trang] Song Điệp Thoa	Nón-Nữ	1	1	26	59	1	\image\item\equip\helm\helm60f_s.spr	\image\item\equip\helm\helm60f.spr	18				1	50000			1	0	equip		60	disguise_part_base	60	60	0	0	1	1																																																																5	1	8	1																																																									
[Ngoại trang] Liệt Thạch Quan	Nón-Nam	1	1	26	60	1	\image\item\equip\helm\helm61m_s.spr	\image\item\equip\helm\helm61m.spr	18				1	50000			1	0	equip	61		disguise_part_base	61	61	0	0	1	1																																																																5	1	8	0																																																									
[Ngoại trang] Thiều Hoa Kết	Nón-Nữ	1	1	26	61	1	\image\item\equip\helm\helm61f_s.spr	\image\item\equip\helm\helm61f.spr	18				1	50000			1	0	equip		61	disguise_part_base	61	61	0	0	1	1																																																																5	1	8	1																																																									
[Ngoại trang] Yến Vân Phát Quan	Nón-Nam	1	1	26	62	1	\image\item\equip\helm\helm067_fa1.spr	\image\item\equip\helm\helm067_fa0.spr	18				1	50000			1	0	equip	65		disguise_part_base	65	65	0	0	1	1																																																																5	1	8	0																																																									
[Ngoại trang] Yến Vân Phát Đái	Nón-Nữ	1	1	26	63	1	\image\item\equip\helm\armor067_fa1.spr	\image\item\equip\helm\armor067_fa0.spr	19				1	50000			1	0	equip		65	disguise_part_base	65	65	0	0	1	1																																																																5	1	8	1																																																									
[Ngoại Trang]Hỏa Lân nam	Nón-Nam	1	1	26	64	1	\image\item\equip\helm\ma042_mao_a1.spr	\image\item\equip\helm\ma042_mao_a0.spr	18				1	50000			1	0	equip	51		disguise_part_base	51	51	0	0	1	1																																																																5	1	8	0																																																									
[Ngoại Trang]Hỏa Lân nữ	Nón-Nữ	1	1	26	65	1	\image\item\equip\helm\fm040_mao_a1.spr	\image\item\equip\helm\fm040_mao_a0.spr	19				1	50000			1	0	equip		51	disguise_part_base	51	51	0	0	1	1																																																																5	1	8	1																																																									
[Ngoại trang] Trấn Bang	Nón-Nam	1	1	26	66	1	\image\item\equip\helm\helm088_fa1.spr	\image\item\equip\helm\helm088_fa0.spr	18				1	300000000			1	0	equip	63		disguise_part_base	63	63	0	0	1	1																																																																5	1	8	0																																																									
[Ngoại trang] Trấn Bang	Nón-Nữ	1	1	26	67	1	\image\item\equip\helm\armor088_fa1.spr	\image\item\equip\helm\armor088_fa0.spr	19				1	300000000			1	0	equip		63	disguise_part_base	63	63	0	0	1	1																																																																5	1	8	1																																																									
[Ngoại trang] Hà ảnh kết	Nón-Nam	1	1	26	68	1	\image\item\equip\helm\helm59m_s.spr	\image\item\equip\helm\helm59m.spr	18				1	50000			1	0	equip	53		disguise_part_base	53	53	0	0	1	1																																																																5	1	8	0																																																									
[Ngoại trang] Bích hà trâm	Nón-Nữ	1	1	26	69	1	\image\item\equip\helm\helm59f_s.spr	\image\item\equip\helm\helm59f.spr	19				1	50000			1	0	equip		53	disguise_part_base	53	53	0	0	1	1																																																																5	1	8	1																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 1] Càn Khôn Thất Tinh Khôi	Nón-Nam	1	1	26	100	2	\image\item\equip\helm\wz_ma_1_mao_s.spr	\image\item\equip\helm\wz_ma_1_mao.spr	19				1	100000			1	0	upgradeequip	31																																																																								5	1	8	0																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 1] Tử Kim Thánh Nữ Mão	Nón-Nữ	1	1	26	101	2	\image\item\equip\helm\wz_fm_1_mao_s.spr	\image\item\equip\helm\wz_fm_1_mao.spr	19				1	100000			1	0	upgradeequip		31																																																																							5	1	8	1																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 1] Như Ý Thanh Hồng Cân	Nón-Nam	1	1	26	102	2	\image\item\equip\helm\wz_ma_3_mao_s.spr	\image\item\equip\helm\wz_ma_3_mao.spr	19				1	100000			1	0	upgradeequip	32																																																																								5	1	8	0																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 1] Lưu Tiên Thủy Văn Đai	Nón-Nữ	1	1	26	103	2	\image\item\equip\helm\wz_fm_2_mao_s.spr	\image\item\equip\helm\wz_fm_2_mao.spr	19				1	100000			1	0	upgradeequip		32																																																																							5	1	8	1																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 1] Sí Hàn Hoa Đới	Nón-Nam	1	1	26	104	2	\image\item\equip\helm\ma_helm_xmas_s.spr	\image\item\equip\helm\ma_helm_xmas.spr	18				1	100000			1	0	upgradeequip	44																																																																								5	1	8	0																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 1] Long Dĩnh Thoa	Nón-Nữ	1	1	26	105	2	\image\item\equip\helm\fm_helm_newyear_s.spr	\image\item\equip\helm\fm_helm_newyear.spr	19				1	100000			1	0	upgradeequip		37																																																																							5	1	8	1																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 1] Y Sơn Quan Lan Khôi	Nón-Nam	1	1	26	106	2	\image\item\equip\helm\helm52m_s.spr	\image\item\equip\helm\helm52m.spr	19				1	100000			1	0	upgradeequip	52																																																																								5	1	8	0																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 1] Tử Tô Kết	Nón-Nam	1	1	26	107	2	\image\item\equip\helm\helm60m_s.spr	\image\item\equip\helm\helm60m.spr	18				1	100000			1	0	upgradeequip	60																																																																								5	1	8	0																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 1] Song Điệp Thoa	Nón-Nữ	1	1	26	108	2	\image\item\equip\helm\helm60f_s.spr	\image\item\equip\helm\helm60f.spr	18				1	100000			1	0	upgradeequip		60																																																																							5	1	8	1																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 1] Liệt Thạch Quan	Nón-Nam	1	1	26	109	2	\image\item\equip\helm\helm61m_s.spr	\image\item\equip\helm\helm61m.spr	18				1	100000			1	0	upgradeequip	61																																																																								5	1	8	0																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 1] Thiều Hoa Kết	Nón-Nữ	1	1	26	110	2	\image\item\equip\helm\helm61f_s.spr	\image\item\equip\helm\helm61f.spr	18				1	100000			1	0	upgradeequip		61																																																																							5	1	8	1																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 1] Yến Vân Phát Quan	Nón-Nam	1	1	26	111	2	\image\item\equip\helm\helm067_fa1.spr	\image\item\equip\helm\helm067_fa0.spr	18				1	100000			1	0	upgradeequip	65																																																																								5	1	8	0																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 1] Yến Vân Phát Đái	Nón-Nữ	1	1	26	112	2	\image\item\equip\helm\armor067_fa1.spr	\image\item\equip\helm\armor067_fa0.spr	19				1	100000			1	0	upgradeequip		65																																																																							5	1	8	1																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 1] Trấn Bang	Nón-Nam	1	1	26	113	2	\image\item\equip\helm\helm088_fa1.spr	\image\item\equip\helm\helm088_fa0.spr	18				1	100000			1	0	upgradeequip	63																																																																								5	1	8	0																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 1] Trấn Bang	Nón-Nữ	1	1	26	114	2	\image\item\equip\helm\armor088_fa1.spr	\image\item\equip\helm\armor088_fa0.spr	19				1	100000			1	0	upgradeequip		63																																																																							5	1	8	1																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 1] Hà ảnh kết	Nón-Nam	1	1	26	115	2	\image\item\equip\helm\helm59m_s.spr	\image\item\equip\helm\helm59m.spr	18				1	100000			1	0	upgradeequip	53																																																																								5	1	8	0																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 1] Bích hà trâm	Nón-Nữ	1	1	26	116	2	\image\item\equip\helm\helm59f_s.spr	\image\item\equip\helm\helm59f.spr	19				1	100000			1	0	upgradeequip		53																																																																							5	1	8	1																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 1] Long Minh Quan 	Nón-Nam	1	1	26	117	2	\image\item\equip\helm\ma_helm_newyear_s.spr	\image\item\equip\helm\ma_helm_newyear.spr	19				1	100000			1	0	upgradeequip	39																																																																								5	1	8	0																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 1] Phượng Hi Oa Hoàng Sa 	Nón-Nữ	1	1	26	118	2	\image\item\equip\helm\helm46f_s.spr	\image\item\equip\helm\helm46f.spr	19				1	100000			1	0	upgradeequip		47																																																																							5	1	8	1																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 1] Gấu 	Nón-Nam	1	1	26	119	2	\image\item\equip\helm\xiongmaotou_s.spr	\image\item\equip\helm\xiongmaotou.spr	18				1	100000			1	0	upgradeequip	45																																																																								5	1	8	0																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 1] Thỏ 	Nón-Nữ	1	1	26	120	2	\image\item\equip\helm\tuerduo_s.spr	\image\item\equip\helm\tuerduo.spr	19				1	100000			1	0	upgradeequip		45																																																																							5	1	8	1																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 1] Dạ Nguyệt Thanh Sương 	Nón-Nam	1	1	26	121	2	\image\item\equip\helm\helm46m_s.spr	\image\item\equip\helm\helm46m.spr	19				1	100000			1	0	upgradeequip	46																																																																								5	1	8	0																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 1] Hoán Tinh Dạ Nguyệt 	Nón-Nam	1	1	26	122	2	\image\item\equip\helm\helm47f_s.spr	\image\item\equip\helm\helm47f.spr	18				1	100000			1	0	upgradeequip		46																																																																							5	1	8	0																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 1] Long U Vân Lâm Quán	Nón-Nữ	1	1	26	123	2	\image\item\equip\helm\helm47m_s.spr	\image\item\equip\helm\helm47m.spr	18				1	100000			1	0	upgradeequip	47																																																																								5	1	8	1																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 1] Tuyết Vũ Ngân Thoa 	Nón-Nam	1	1	26	124	2	\image\item\equip\helm\helm48f_s.spr	\image\item\equip\helm\helm48f.spr	18				1	100000			1	0	upgradeequip		48																																																																							5	1	8	0																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 1] Thanh Thiên Kim Quan 	Nón-Nữ	1	1	26	125	2	\image\item\equip\helm\helm48m_s.spr	\image\item\equip\helm\helm48m.spr	18				1	100000			1	0	upgradeequip	48																																																																								5	1	8	1																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 1] Lam Điệp Thái Quần 	Nón-Nam	1	1	26	126	2	\image\item\equip\helm\helm49f_s.spr	\image\item\equip\helm\helm49f.spr	18				1	100000			1	0	upgradeequip		49																																																																							5	1	8	0																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 1] Lam Hải 	Nón-Nữ	1	1	26	127	2	\image\item\equip\helm\helm49m_s.spr	\image\item\equip\helm\helm49m.spr	19				1	100000			1	0	upgradeequip	49																																																																								5	1	8	1																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 1] Đào Tịch 	Nón-Nam	1	1	26	128	2	\image\item\equip\helm\fm_helm_xmas_s.spr	\image\item\equip\helm\fm_helm_xmas.spr	18				1	100000			1	0	upgradeequip		44																																																																							5	1	8	0																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 1] Quân Lâm Thiên Hạ 	Nón-Nữ	1	1	26	129	2	\image\item\equip\helm\helm50m_s.spr	\image\item\equip\helm\helm50m.spr	19				1	100000			1	0	upgradeequip	50																																																																								5	1	8	1																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 1] Phượng Vũ Cửu Thiên	Nón-Nam	1	1	26	130	2	\image\item\equip\helm\helm50f_s.spr	\image\item\equip\helm\helm50f.spr	18				1	100000			1	0	upgradeequip		50																																																																							5	1	8	0																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 2] Bích Ngân Kết 	Nón-Nam	1	1	26	131	2	\image\item\equip\helm\2020vip1011a1.spr	\image\item\equip\helm\2020vip1011a0.spr	19				1	100000			1	0	upgradeequip	79																																																																								5	1	8	0																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 2] Xá Tử Kết 	Nón-Nữ	1	1	26	132	2	\image\item\equip\helm\2020vip1031a1.spr	\image\item\equip\helm\2020vip1031a0.spr	19				1	100000			1	0	upgradeequip		79																																																																							5	1	8	1																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 2] Đế Vương Quan 	Nón-Nam	1	1	26	133	2	\image\item\equip\helm\2020vip301a1.spr	\image\item\equip\helm\2020vip301a0.spr	19				1	100000			1	0	upgradeequip	80																																																																								5	1	8	0																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 2] Võ Cơ Trâm 	Nón-Nữ	1	1	26	134	2	\image\item\equip\helm\2020vip303a1.spr	\image\item\equip\helm\2020vip303a0.spr	19				1	100000			1	0	upgradeequip		80																																																																							5	1	8	1																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 2] Bạch Lê 	Nón-Nam	1	1	26	135	2	\image\item\equip\helm\2020vip2012a1.spr	\image\item\equip\helm\2020vip2012a0.spr	19				1	100000			1	0	upgradeequip	81																																																																								5	1	8	0																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 2] Bạc Kế 	Nón-Nữ	1	1	26	136	2	\image\item\equip\helm\2020vip2022a1.spr	\image\item\equip\helm\2020vip2022a0.spr	19				1	100000			1	0	upgradeequip		81																																																																							5	1	8	1																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 3] Ngân Hoa Quan 	Nón-Nam	1	1	26	137	2	\image\item\equip\helm\2021VIPnanrou1a1.spr	\image\item\equip\helm\2021VIPnanrou1a0.spr	19				1	100000			1	0	upgradeequip	85																																																																								5	1	8	0																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 3] Ngân Hoa Kế 	Nón-Nữ	1	1	26	138	2	\image\item\equip\helm\2021VIPnvtou1a1.spr	\image\item\equip\helm\2021VIPnvtou1a0.spr	19				1	100000			1	0	upgradeequip		85																																																																							5	1	8	1																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 3] Phi Vân Kết 	Nón-Nam	1	1	26	139	2	\image\item\equip\helm\2021VIPnanrou2a1.spr	\image\item\equip\helm\2021VIPnanrou2a0.spr	19				1	100000			1	0	upgradeequip	86																																																																								5	1	8	0																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 3] Phi Vân Kết 	Nón-Nữ	1	1	26	140	2	\image\item\equip\helm\2021VIPnvtou2a1.spr	\image\item\equip\helm\2021VIPnvtou2a0.spr	19				1	100000			1	0	upgradeequip		86																																																																							5	1	8	1																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 4] Thự Thước 	Nón-Nam	1	1	26	141	2	\image\item\equip\helm\2022vip_ma_outhat_01a1.spr	\image\item\equip\helm\2022vip_ma_outhat_01a0.spr	19				1	100000			1	0	upgradeequip	97																																																																								5	1	8	0																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 4] Thự Thước 	Nón-Nữ	1	1	26	142	2	\image\item\equip\helm\2022vip_fm_outhat_01a1.spr	\image\item\equip\helm\2022vip_fm_outhat_01a0.spr	19				1	100000			1	0	upgradeequip		97																																																																							5	1	8	1																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 4] Linh Diệp 	Nón-Nam	1	1	26	143	2	\image\item\equip\helm\2022vip_ma_outhat_02a1.spr	\image\item\equip\helm\2022vip_ma_outhat_02a0.spr	19				1	100000			1	0	upgradeequip	98																																																																								5	1	8	0																																																									
[Hủy-cần đổi]-[Ngoại Trang cấp 4] Linh Diệp	Nón-Nữ	1	1	26	144	2	\image\item\equip\helm\2022vip_fm_outhat_02a1.spr	\image\item\equip\helm\2022vip_fm_outhat_02a0.spr	19				1	100000			1	0	upgradeequip		98																																																																							5	1	8	1																																																									
[Hủy-cần đổi]-Linh Điệp Trâm	Nón-Nữ	1	1	26	145	2	\image\item\equip\helm\2022vip_fm_outhat_02a1.spr	\image\item\equip\helm\2022vip_fm_outhat_02a0.spr	19	<bclr=0,0,200><color=white>Phục Trang Tây Hạ của Đông Hạ Lan Sơn [Khắc Di Môn]<color>			1	120000			1	0	upgradeequip		98																																																																							5	1	8	1																																																									
[Hủy-cần đổi]-Chung Linh Ngọc Thanh Kế	Nón-Nam	1	1	26	146	2	\image\item\equip\helm\2023vip_ma_outhat_01a1.spr	\image\item\equip\helm\2023vip_ma_outhat_01a0.spr	19	<bclr=0,0,200><color=white>Phục Trang Tây Hạ của Đông Hạ Lan Sơn [Khắc Di Môn]<color>			1	120000			1	0	upgradeequip	99																																																																								5	1	8	0																																																									
