Name	Kind	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	UnLockInterval
[Mặt Nạ] Ông già Noel		1	1	13	14	1	\image\item\equip\mask\mianju_putong.spr		35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	0	0			2	0	mask	0	0		1387	1387																																																																																																																																
[Mặt Nạ] Thiếu nữ Noel		1	1	13	15	1	\image\item\equip\mask\mianju_putong.spr		35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	0	0			2	0	mask	0	0		1386	1386																																																																																																																																
[Mặt Nạ] Bảo Quả Tử		1	1	13	16	1	\image\item\equip\mask\mianju_putong.spr		35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	3000	0			2	0	mask	0	0		1669	1669																																																																																																																																
[Mặt Nạ] Nhị A		1	1	13	17	1	\image\item\equip\mask\mianju_putong.spr		35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	3000	0			2	0	mask	0	0		1669	1669																																																																																																																																
[Mặt Nạ] Tân Niên Hiệp Khách		1	1	13	18	1	\image\item\equip\mask\mianju_putong.spr		35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	0	0			2	0	mask	0	0		1448	1448																																																																																																																																
[Mặt Nạ] Tân Niên Hiệp Nữ		1	1	13	19	1	\image\item\equip\mask\mianju_putong.spr		35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	0	0			2	0	mask	0	0		1448	1448																																																																																																																																
[Mặt Nạ] Thẩm Tiểu Dương		1	1	13	20	1	\image\item\equip\mask\mianju_putong.spr		35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	3000	0			2	0	mask	0	0		1794	1794																																																																																																																																
[Mặt Nạ] Trứng vịt		1	1	13	21	1	\image\item\equip\mask\mianju_putong.spr		35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	3000	0			2	0	mask	0	0		1794	1794																																																																																																																																
[Mặt Nạ] Tam Bạng Tử		1	1	13	22	1	\image\item\equip\mask\mianju_putong.spr		35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	3000	0			2	0	mask	0	0		1711	1711																																																																																																																																
[Mặt Nạ] Tô Tiểu Tiểu		1	1	13	23	1	\image\item\equip\mask\mianju_putong.spr		35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	3000	0			2	0	mask	0	0		1711	1711																																																																																																																																
[Mặt Nạ] Tần Thủy Hoàng		1	1	13	24	1	\image\item\other\scriptitem\qinling_mask.spr		35	<color=gold>Mặt Nạ thần bí được tìm thấy trong Tần Lăng, đồn rằng đeo vào có thể hóa thân thành Tần Thủy Hoàng.<color>		0	20000	20000			3	0	mask	0	0		980	980																																																																																																																																
[Mặt Nạ] Khuynh Thành		1	1	13	25	1	\image\item\equip\mask\mianju_putong.spr		35	<color=green>Dành riêng cho mỹ nữ!<color>		0	100000	100000			3	0	mask	0	0		1472	1472																																																																																																																																
[Mặt Nạ] Khuynh Quốc		1	1	13	26	1	\image\item\equip\mask\mianju_putong.spr		35	<color=green>Dành riêng cho mỹ nữ!<color>		0	100000	100000			3	0	mask	0	0		1472	1472																																																																																																																																
[Mặt Nạ] Khuynh Thế		1	1	13	27	1	\image\item\equip\mask\mianju_putong.spr		35	<color=green>Dành riêng cho mỹ nữ!<color>		0	100000	100000			3	0	mask	0	0		1472	1472																																																																																																																																
[Mặt Nạ] Mục Đồng		1	1	13	28	1	\image\item\equip\mask\mianju_putong.spr		35	<color=green>Mục Đồng cưỡi trâu!<color>		0	100	100			3	0	mask	0	0		1793	1793																																																																																																																																
[Mặt Nạ] Tĩnh ca ca		1	1	13	29	1	\image\item\equip\mask\mianju_putong.spr		35	<color=green>Ca ca biết bắn đại điêu!<color>		0	0	50000			2	0	mask	0	0		1477	1477																																																																																																																																
[Mặt Nạ] Dung muội muội		1	1	13	30	1	\image\item\equip\mask\mianju_putong.spr		35	<color=green>Muội muội biết làm món gà!<color>		0	0	50000			2	0	mask	0	0		1477	1477																																																																																																																																
[Mặt Nạ] Hổ		1	1	13	31	1	\image\item\other\scriptitem\qinling_mask.spr		35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	3000	0			2	0	mask	0	0		1780	1780																																																																																																																																
[Mặt Nạ] Yến Yến		1	1	13	32	1	\image\item\other\scriptitem\qinling_mask.spr		35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	3000	0			2	0	mask	0	0		1780	1780																																																																																																																																
[Mặt Nạ] Xi Vưu		1	1	13	33	1	\image\item\other\scriptitem\qinling_mask.spr		35	<color=green>Nam nhân dũng mãnh đầy sát khí!<color>		0	0	50000			2	0	mask	0	0		1489	1489																																																																																																																																
[Mặt Nạ] Tử Tô		1	1	13	34	1	\image\item\other\scriptitem\qinling_mask.spr		35	<color=green>Giai nhân yêu kiều!<color>		0	0	50000			2	0	mask	0	0		1490	1490																																																																																																																																
[Mặt Nạ đẹp] Lam Nhan		1	1	13	35	1	\image\item\other\scriptitem\qinling_mask.spr		35	<color=gold>Lam Nhan<color>		0	0	0			1	0	mask	0	0		2617	2617																																																																																																																																
[Mặt Nạ đẹp] Hồng Nhan		1	1	13	36	1	\image\item\other\scriptitem\qinling_mask.spr		35	<color=gold>Hồng Nhan<color>		0	0	0			1	0	mask	0	0		2617	2617																																																																																																																																
[Mặt Nạ] Lam Nhan		1	1	13	37	1	\image\item\other\scriptitem\qinling_mask.spr		35	<color=gold>Lam Nhan<color>		0	0	0			1	0	mask	0	0		2618	2618																																																																																																																																
[Mặt Nạ] Hồng Nhan		1	1	13	38	1	\image\item\other\scriptitem\qinling_mask.spr		35	<color=gold>Hồng Nhan<color>		0	0	0			1	0	mask	0	0		2618	2618																																																																																																																																
[Mặt Nạ] Huynh đệ		1	1	13	39	1	\image\item\other\scriptitem\qinling_mask.spr		35	<color=green>Kết nghĩa huynh đệ<color>		0	0	0			1	0	mask	0	0		2619	2619																																																																																																																																
[Mặt Nạ] Tỷ muội		1	1	13	40	1	\image\item\other\scriptitem\qinling_mask.spr		35	<color=green>Kết nghĩa kim lan <color>		0	0	0			1	0	mask	0	0		2619	2619																																																																																																																																
[Mặt Nạ] Chủ Hôn		1	1	13	41	1	\image\item\other\scriptitem\qinling_mask.spr		35	<color=green>Chủ Hôn<color>		0	0	0			1	0	mask	0	0		2620	2620																																																																																																																																
[Mặt Nạ] Ông già Noel		1	1	13	42	1	\image\item\other\scriptitem\qinling_mask.spr		35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	0	0			3	0	mask	0	0		1387	1387																																																																																																																																
[Mặt Nạ] Thiếu nữ Noel		1	1	13	43	1	\image\item\other\scriptitem\qinling_mask.spr		35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	0	0			3	0	mask	0	0		1386	1386																																																																																																																																
[Mặt Nạ] Ông già Noel		1	1	13	44	1	\image\item\other\scriptitem\qinling_mask.spr		35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	0	0			3	0	mask	0	0		1387	1387																																																																																																																																
[Mặt Nạ] Thiếu nữ Noel		1	1	13	45	1	\image\item\other\scriptitem\qinling_mask.spr		35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	0	0			3	0	mask	0	0		1386	1386																																																																																																																																
[Mặt Nạ] Phương Hành Giác		1	1	13	46	1	\image\item\other\scriptitem\qinling_mask.spr		35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	0	0			1	0	mask	0	0		2682	2682																																																																																																																																
[Mặt Nạ] Khiên Vân Thủ		1	1	13	47	1	\image\item\other\scriptitem\qinling_mask.spr		35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	0	0			1	0	mask	0	0		2683	2683																																																																																																																																
[Mặt Nạ] Phương Hành Giác		1	1	13	48	1	\image\item\other\scriptitem\qinling_mask.spr		35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	0	0			1	0	mask	0	0		2682	2682																																																																																																																																
[Mặt Nạ] Khiên Vân Thủ		1	1	13	49	1	\image\item\other\scriptitem\qinling_mask.spr		35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	0	0			1	0	mask	0	0		2683	2683																																																																																																																																
[Mặt Nạ] Đại Lực Hùng		1	1	13	50	1	\image\item\equip\mask\mianju_putong.spr		35	Mặt Nạ dùng để thay đổi hình dạng người chơi		0	0	0			1	0	mask	0	0		2724	2724																																																																																																																																
[Mặt Nạ] Rùa Thần		1	1	13	51	1	\image\item\equip\mask\mianju_putong.spr		35	Mặt Nạ dùng để thay đổi hình dạng người chơi		0	0	0			1	0	mask	0	0		2724	2724																																																																																																																																
[Mặt Nạ] Mãnh Hổ		1	1	13	52	1	\image\item\equip\mask\mianju_putong.spr		35	Mặt Nạ dùng để thay đổi hình dạng người chơi		0	0	0			1	0	mask	0	0		2723	2723																																																																																																																																
[Mặt Nạ] Độc Xà		1	1	13	53	1	\image\item\equip\mask\mianju_putong.spr		35	Mặt Nạ dùng để thay đổi hình dạng người chơi		0	0	0			1	0	mask	0	0		2723	2723																																																																																																																																
[Mặt Nạ] Tài Bảo Thố		1	1	13	54	1	\image\item\equip\mask\mianju_putong.spr		35	Mặt Nạ dùng để thay đổi hình dạng người chơi		0	0	0			1	0	mask	0	0		2722	2722																																																																																																																																
[Mặt Nạ] Đậu Hạo		1	1	13	55	1	\image\item\other\scriptitem\qinling_mask.spr		35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	0	0			1	0	mask	0	0		2683	2683																																																																																																																																
[Mặt Nạ] Khuynh Thế		1	1	13	56	1	\image\item\other\scriptitem\qinling_mask.spr		35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	0	0			1	0	mask	0	0		2684	2684																																																																																																																																
[Mặt Nạ] Đậu Hạo		1	1	13	57	1	\image\item\other\scriptitem\qinling_mask.spr		35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	0	0			1	0	mask	0	0		2683	2683																																																																																																																																
[Mặt Nạ] Khuynh Thế		1	1	13	58	1	\image\item\other\scriptitem\qinling_mask.spr		35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	0	0			1	0	mask	0	0		2684	2684																																																																																																																																
[Mặt Nạ] Vũ Thanh Phong		1	1	13	59	1	\image\item\other\scriptitem\qinling_mask.spr		35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	0	0			1	0	mask	0	0		2684	2684																																																																																																																																
[Mặt Nạ] Khuynh Quốc		1	1	13	60	1	\image\item\other\scriptitem\qinling_mask.spr		35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	0	0			1	0	mask	0	0		2684	2684																																																																																																																																
[Mặt Nạ] Đường Bá Hổ		1	1	13	61	1	\image\item\other\scriptitem\qinling_mask.spr		35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	0	0			1	0	mask	0	0		2685	2685																																																																																																																																
[Mặt Nạ] Thu Hương		1	1	13	62	1	\image\item\other\scriptitem\qinling_mask.spr		35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	0	0			1	0	mask	0	0		2685	2685																																																																																																																																
[Mặt Nạ] Hàng Long Phục Hổ Quán		1	1	13	63	1	\image\item\other\scriptitem\qinling_mask.spr		35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	0	0			2	0	mask	0	0		-1	-1																																																																																																																									604800							
[Mặt Nạ] Cúp thế giới		1	1	13	64	1	\image\item\other\scriptitem\qinling_mask.spr		35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	0	0			2	0	mask	0	0		2684	2684																																																																																																																																
[Mặt nạ] Hàng Long Phục Hổ Quán		1	1	13	200	4	\image\item\other\scriptitem\qinling_mask.spr	\image\item\other\scriptitem\qinling_mask.spr	35			0	1	100000000			1	0	mask	0	0		-1	-1																																																																																																																									604800							
[Mặt Nạ] Hàng Long Phục Hổ Quán +1		1	1	13	201	4	\image\item\other\scriptitem\qinling_mask.spr	\image\item\other\scriptitem\qinling_mask.spr	35			0	1	300000000			1	0	mask	0	0		-1	-1																																																																																																																									604800							
[Mặt Nạ] Hàng Long Phục Hổ Quán +2		1	1	13	202	4	\image\item\other\scriptitem\qinling_mask.spr	\image\item\other\scriptitem\qinling_mask.spr	35			0	1	500000000			1	0	mask	0	0		-1	-1																																																																																																																									604800							
[Mặt Nạ] Hàng Long Phục Hổ Quán +3		1	1	13	203	4	\image\item\other\scriptitem\qinling_mask.spr	\image\item\other\scriptitem\qinling_mask.spr	35			0	1	700000000			1	0	mask	0	0		-1	-1																																																																																																																									604800							
[Mặt Nạ] Hàng Long Phục Hổ Quán +4		1	1	13	204	4	\image\item\other\scriptitem\qinling_mask.spr	\image\item\other\scriptitem\qinling_mask.spr	35			0	1	900000000			1	0	mask	0	0		-1	-1																																																																																																																									604800							
[Mặt Nạ] Hàng Long Phục Hổ Quán +5		1	1	13	205	4	\image\item\other\scriptitem\qinling_mask.spr	\image\item\other\scriptitem\qinling_mask.spr	35			0	1	1100000000			1	0	mask	0	0		-1	-1																																																																																																																									604800							
[Mặt Nạ] Quân Lâm Miện		1	1	13	206	4	\image\item\other\scriptitem\quanlammien_i.spr	\image\item\other\scriptitem\quanlammien_v.spr	35			0	1	1300000000			1	0	mask	0	0		-1	-1																																																																																																																									604800							
[Mặt Nạ] Quân Lâm Miện (cấp 1)		1	1	13	207	4	\image\item\other\scriptitem\quanlammien_i.spr	\image\item\other\scriptitem\quanlammien_v.spr	35			0	1	1500000000			1	0	mask	0	0		-1	-1																																																																																																																									604800							
[Mặt Nạ] Quân Lâm Miện (cấp 2)		1	1	13	208	4	\image\item\other\scriptitem\quanlammien_i.spr	\image\item\other\scriptitem\quanlammien_v.spr	35			0	1	1700000000			1	0	mask	0	0		-1	-1																																																																																																																									604800							
[Mặt Nạ] Quân Lâm Miện (cấp 3)		1	1	13	209	4	\image\item\other\scriptitem\quanlammien_i.spr	\image\item\other\scriptitem\quanlammien_v.spr	35			0	1	1900000000			1	0	mask	0	0		-1	-1																																																																																																																									604800							
[Mặt Nạ] Quân Lâm Miện (cấp 4)		1	1	13	210	4	\image\item\other\scriptitem\quanlammien_i.spr	\image\item\other\scriptitem\quanlammien_v.spr	35			0	1	2100000000			1	0	mask	0	0		-1	-1																																																																																																																									604800							
[Mặt Nạ] Quân Lâm Miện (cấp 5)		1	1	13	211	4	\image\item\other\scriptitem\quanlammien_i.spr	\image\item\other\scriptitem\quanlammien_v.spr	35			0	1	2300000000			1	0	mask	0	0		-1	-1																																																																																																																									604800							
[Mặt Nạ] Quân Lâm Miện (cấp 6)		1	1	13	212	4	\image\item\other\scriptitem\quanlammien_i.spr	\image\item\other\scriptitem\quanlammien_v.spr	35			0	1	2500000000			1	0	mask	0	0		-1	-1																																																																																																																									604800							
[Mặt Nạ] Quân Lâm Miện (cấp 7)		1	1	13	213	4	\image\item\other\scriptitem\quanlammien_i.spr	\image\item\other\scriptitem\quanlammien_v.spr	35			0	1	2700000000			1	0	mask	0	0		-1	-1																																																																																																																									604800							
[Mặt Nạ] Quân Lâm Miện (cấp 8)		1	1	13	214	4	\image\item\other\scriptitem\quanlammien_i.spr	\image\item\other\scriptitem\quanlammien_v.spr	35			0	1	2900000000			1	0	mask	0	0		-1	-1																																																																																																																									604800							
[Mặt Nạ] Quân Lâm Miện (cấp 9)		1	1	13	215	4	\image\item\other\scriptitem\quanlammien_i.spr	\image\item\other\scriptitem\quanlammien_v.spr	35			0	1	3100000000			1	0	mask	0	0		-1	-1																																																																																																																									604800							
[Mặt Nạ] Quân Lâm Miện (cấp 10)		1	1	13	216	4	\image\item\other\scriptitem\quanlammien_i.spr	\image\item\other\scriptitem\quanlammien_v.spr	35			0	1	3300000000			1	0	mask	0	0		-1	-1																																																																																																																									604800							
[Mặt Nạ] Thông Thiên Quán		1	1	13	217	4	\image\item\other\scriptitem\thongthienquan_i.spr	\image\item\other\scriptitem\thongthienquan_v.spr	35			0	1	3500000000			1	0	mask	0	0		-1	-1																																																																																																																									604800							
[Mặt Nạ] Thông Thiên Quán (cấp 1)		1	1	13	218	4	\image\item\other\scriptitem\thongthienquan_i.spr	\image\item\other\scriptitem\thongthienquan_v.spr	35			0	1	3700000000			1	0	mask	0	0		-1	-1																																																																																																																									604800							
[Mặt Nạ] Thông Thiên Quán (cấp 2)		1	1	13	219	4	\image\item\other\scriptitem\thongthienquan_i.spr	\image\item\other\scriptitem\thongthienquan_v.spr	35			0	1	3900000000			1	0	mask	0	0		-1	-1																																																																																																																									604800							
[Mặt Nạ] Thông Thiên Quán (cấp 3)		1	1	13	220	4	\image\item\other\scriptitem\thongthienquan_i.spr	\image\item\other\scriptitem\thongthienquan_v.spr	35			0	1	4100000000			1	0	mask	0	0		-1	-1																																																																																																																									604800							
[Mặt Nạ] Thông Thiên Quán (cấp 4)		1	1	13	221	4	\image\item\other\scriptitem\thongthienquan_i.spr	\image\item\other\scriptitem\thongthienquan_v.spr	35			0	1	4300000000			1	0	mask	0	0		-1	-1																																																																																																																									604800							
[Mặt Nạ] Thông Thiên Quán (cấp 5)		1	1	13	222	4	\image\item\other\scriptitem\thongthienquan_i.spr	\image\item\other\scriptitem\thongthienquan_v.spr	35			0	1	4500000000			1	0	mask	0	0		-1	-1																																																																																																																									604800							
[Mặt Nạ] Thông Thiên Quán (cấp 6)		1	1	13	223	4	\image\item\other\scriptitem\thongthienquan_i.spr	\image\item\other\scriptitem\thongthienquan_v.spr	35			0	1	4700000000			1	0	mask	0	0		-1	-1																																																																																																																									604800							
[Mặt Nạ] Thông Thiên Quán (cấp 7)		1	1	13	224	4	\image\item\other\scriptitem\thongthienquan_i.spr	\image\item\other\scriptitem\thongthienquan_v.spr	35			0	1	4900000000			1	0	mask	0	0		-1	-1																																																																																																																									604800							
[Mặt Nạ] Thông Thiên Quán (cấp 8)		1	1	13	225	4	\image\item\other\scriptitem\thongthienquan_i.spr	\image\item\other\scriptitem\thongthienquan_v.spr	35			0	1	5100000000			1	0	mask	0	0		-1	-1																																																																																																																									604800							
[Mặt Nạ] Thông Thiên Quán (cấp 9)		1	1	13	226	4	\image\item\other\scriptitem\thongthienquan_i.spr	\image\item\other\scriptitem\thongthienquan_v.spr	35			0	1	5300000000			1	0	mask	0	0		-1	-1																																																																																																																									604800							
[Mặt Nạ] Thông Thiên Quán (cấp 10)		1	1	13	227	4	\image\item\other\scriptitem\thongthienquan_i.spr	\image\item\other\scriptitem\thongthienquan_v.spr	35			0	1	5500000000			1	0	mask	0	0		-1	-1																																																																																																																									604800							
[Mặt Nạ] Bôn Lôi Quán		1	1	13	228	4	\image\item\other\scriptitem\icon_MatNa1.spr	\image\item\other\scriptitem\MatNa1.spr	35			0	1	5700000000			1	0	mask	0	0		-1	-1																																																																																																																									604800							
