Genre	DetailType	ParticularType	Level		
1	25	1382	1		
1	25	1383	1		
1	25	1384	1		
1	25	1385	1		
1	25	1386	1		
1	25	1387	1		
1	25	1388	1		
1	25	1389	1		
1	25	1390	1		
1	25	1391	1		
1	25	1392	1		
1	25	1393	1		
1	25	1394	1		
1	25	1395	1		
1	25	1396	1		
1	25	1397	1		
1	25	1398	1		
1	25	1399	1		
1	25	1400	1		
1	25	1401	1		
1	25	1402	1		
1	25	1403	1		
1	25	1404	1		
1	25	1405	1		
1	25	1406	1		
1	25	1407	1		
1	25	1408	1		
1	25	1409	1		
1	25	1410	1		
1	25	1411	1		
1	25	1412	1		
1	25	1413	1		
1	25	1414	1		
1	25	1415	1		
1	25	1416	1		
1	25	1417	1		
1	25	1418	1		
1	25	1419	1		
1	25	1420	1		
1	25	1421	1		
1	25	1422	1		
1	25	1423	1		
1	25	1424	1		
1	25	1425	1		
1	25	1426	1		
1	25	1427	1		
1	25	1428	1		
1	25	1429	1		
1	25	1430	1		
1	25	1431	1		
1	25	1432	1		
1	25	1433	1		
1	25	1434	1		
1	25	1435	1		
1	25	1436	1		
1	25	1437	1		
1	25	1438	1		
1	25	1439	1		
1	25	1440	1		
1	25	1441	1		
1	25	1442	1		
1	25	1443	1		
1	25	1444	1		
1	25	1445	1		
1	25	1446	1		
1	25	1447	1		
1	25	1448	1		
1	25	1449	1		
1	25	1450	1		
1	25	1451	1		
1	25	1452	1		
1	25	1453	1		
1	25	1454	1		
1	25	1455	1		
1	25	1456	1		
1	25	1457	1		
1	25	1458	1		
1	25	1459	1		
1	25	1460	1		
1	25	1461	1		
1	25	1462	1		
1	25	1463	1		
1	25	1464	1		
1	25	1465	1		
1	25	1466	1		
1	25	1467	1		
1	25	1468	1		
1	25	1469	1		
1	25	1470	1		
1	25	1471	1		
1	25	1472	1		
1	25	1473	1		
1	25	1474	1		
1	25	1475	1		
1	25	1476	1		
1	25	1477	1		
1	25	1478	1		
1	25	1479	1		
1	25	1480	1		
1	25	1481	1		
1	25	1482	1		
1	25	1483	1		
1	25	1484	1		
1	25	1485	1		
1	25	1486	1		
1	25	1487	1		
1	25	1488	1		
1	25	1489	1		
1	25	1490	1		
1	25	1491	1		
1	25	1492	1		
1	25	1493	1		
1	25	1494	1		
1	25	1495	1		
1	25	1496	1		
1	25	1497	1		
1	25	1498	1		
1	25	1499	1		
1	25	1500	1		
1	25	1501	1		
1	25	1502	1		
1	25	1503	1		
1	25	1504	1		
1	25	1505	1		
1	25	1506	1		
1	25	1507	1		
1	25	1508	1		
1	25	1509	1		
1	25	1510	1		
1	25	1511	1		
1	25	1512	1		
1	25	1513	1		
1	25	1514	1		
1	25	1515	1		
1	25	1516	1		
1	25	1517	1		
1	25	1518	1		
1	25	1519	1		
1	25	1520	1		
1	25	1521	1		
1	25	1522	1		
1	25	1523	1		
1	25	1524	1		
1	25	1525	1		
1	25	1526	1		
1	25	1527	1		
1	25	1528	1		
1	25	1529	1		
1	25	1530	1		
1	25	1531	1		
1	25	1532	1		
1	25	1533	1		
1	25	1534	1		
1	25	1535	1		
1	25	1536	1		
1	25	1537	1		
1	25	1538	1		
1	25	1539	1		
1	25	1540	1		
1	25	1541	1		
1	25	1542	1		
1	25	1543	1		
1	25	1544	1		
1	25	1545	1		
1	25	1546	1		
1	25	1547	1		
1	25	1548	1		
1	25	1549	1		
1	25	1550	1		
1	25	1551	1		
1	25	1552	1		
1	25	1553	1		
1	25	1554	1		
1	25	1555	1		
1	25	1556	1		
1	25	1557	1		
1	25	1558	1		
1	25	1559	1		
1	25	1560	1		
1	25	1561	1		
1	25	1562	1		
1	25	1563	1		
1	25	1564	1		
1	25	1565	1		
1	25	1566	1		
1	25	1567	1		
1	25	1568	1		
1	25	1569	1		
1	25	1570	1		
1	25	1571	1		
1	25	1572	1		
1	25	1573	1		
1	25	1574	1		
1	25	1575	1		
1	25	1576	1		
1	25	1577	1		
1	25	1578	1		
1	25	1579	1		
1	25	1580	1		
1	25	1581	1		
1	25	1582	1		
1	25	1583	1		
1	25	1584	1		
1	25	1585	1		
1	25	1586	1		
1	25	1587	1		
1	25	1588	1		
1	25	1589	1		
1	25	1590	1		
1	25	1591	1		
1	25	1592	1		
1	25	1593	1		
1	25	1594	1		
1	25	1595	1		
1	25	1596	1		
1	25	1597	1		
1	25	1598	1		
1	25	1599	1		
1	25	1600	1		
1	25	1601	1		
1	25	1602	1		
1	25	1603	1		
1	25	1604	1		
1	25	1605	1		
1	25	1606	1		
1	25	1607	1		
1	25	1608	1		
1	25	1609	1		
1	25	1610	1		
1	25	1611	1		
1	25	1612	1		
1	25	1613	1		
1	25	1614	1		
1	25	1615	1		
1	25	1616	1		
1	25	1617	1		
1	25	1618	1		
1	25	1619	1		
1	25	1620	1		
1	25	1621	1		
1	25	1622	1		
1	25	1623	1		
1	25	1624	1		
1	25	1625	1		
1	25	1626	1		
1	25	1627	1		
1	25	1628	1		
1	25	1629	1		
1	25	1630	1		
1	25	1631	1		
1	25	1632	1		
1	25	1633	1		
1	25	1634	1		
1	25	1635	1		
1	25	1636	1		
1	25	1637	1		
1	25	1638	1		
1	25	1639	1		
1	25	1640	1		
1	25	1641	1		
1	25	1642	1		
1	25	1643	1		
1	25	1644	1		
1	25	1645	1		
1	25	1646	1		
1	25	1647	1		
1	25	1648	1		
1	25	1649	1		
1	25	1650	1		
1	25	1651	1		
1	25	1652	1		
1	25	1653	1		
1	25	1654	1		
1	25	1655	1		
1	25	1656	1		
1	25	1657	1		
1	25	1658	1		
1	25	1659	1		
1	25	1660	1		
1	25	1661	1		
1	25	1662	1		
1	25	1663	1		
1	25	1664	1		
1	25	1665	1		
1	25	1666	1		
1	25	1667	1		
1	25	1668	1		
1	25	1669	1		
1	25	1670	1		
1	25	1671	1		
1	25	1672	1		
1	25	1673	1		
1	25	1674	1		
1	25	1675	1		
1	25	1676	1		
1	25	1677	1		
1	25	1678	1		
1	25	1679	1		
1	25	1680	1		
1	25	1681	1		
1	25	1682	1		
1	25	1683	1		
1	25	1684	1		
1	25	1685	1		
1	25	1686	1		
1	25	1687	1		
1	25	1688	1		
1	25	1689	1		
1	25	1690	1		
1	25	1691	1		
1	25	1692	1		
1	25	1693	1		
1	25	1694	1		
1	25	1695	1		
1	25	1696	1		
1	25	1697	1		
1	25	1698	1		
1	25	1699	1		
1	25	1700	1		
1	25	1701	1		
1	25	1702	1		
1	25	1703	1		
1	25	1704	1		
1	25	1705	1		
1	25	1706	1		
1	25	1707	1		
1	25	1708	1		
1	25	1709	1		
1	25	1710	1		
1	25	1711	1		
1	25	1712	1		
1	25	1713	1		
1	25	1714	1		
1	25	1715	1		
1	25	1716	1		
1	25	1717	1		
1	25	1718	1		
1	25	1719	1		
1	25	1720	1		
1	25	1721	1		
1	25	1722	1		
1	25	1723	1		
1	25	1724	1		
1	25	1725	1		
1	25	1726	1		
1	25	1727	1		
1	25	1728	1		
1	25	1729	1		
1	25	1730	1		
1	25	1731	1		
1	25	1732	1		
1	25	1733	1		
1	25	1734	1		
1	25	1735	1		
1	25	1736	1		
1	25	1737	1		
1	25	1738	1		
1	25	1739	1		
1	25	1740	1		
1	25	1741	1		
1	25	1742	1		
1	25	1743	1		
1	25	1744	1		
1	25	1745	1		
1	25	1746	1		
1	25	1747	1		
1	25	1748	1		
1	25	1749	1		
1	25	1750	1		
1	25	1751	1		
1	25	1752	1		
1	25	1753	1		
1	25	1754	1		
1	25	1755	1		
1	25	1756	1		
1	25	1757	1		
1	25	1758	1		
1	25	1759	1		
1	25	1760	1		
1	25	1761	1		
1	25	1762	1		
1	25	1763	1		
1	25	1764	1		
1	25	1765	1		
1	25	1766	1		
1	25	1767	1		
1	25	1768	1		
1	25	1769	1		
1	25	1770	1		
1	25	1771	1		
1	25	1772	1		
1	25	1773	1		
1	25	1774	1		
1	25	1775	1		
1	25	1776	1		
1	25	1777	1		
1	25	1778	1		
1	25	1779	1		
1	25	1780	1		
1	25	1781	1		
1	25	1782	1		
1	25	1783	1		
1	25	1784	1		
1	25	1785	1		
1	25	1786	1		
1	25	1787	1		
1	25	1788	1		
1	25	1789	1		
1	25	1790	1		
1	25	1791	1		
1	25	1792	1		
1	25	1793	1		
1	25	1794	1		
1	25	1795	1		
1	25	1796	1		
1	25	1797	1		
1	25	1798	1		
1	25	1799	1		
1	25	1800	1		
1	25	1801	1		
1	25	1802	1		
1	25	1803	1		
1	25	1804	1		
1	25	1805	1		
1	25	1806	1		
1	25	1807	1		
1	25	1808	1		
1	25	1809	1		
1	25	1810	1		
1	25	1811	1		
1	25	1812	1		
1	25	1813	1		
1	25	1814	1		
1	25	1815	1		
1	25	1816	1		
1	25	1817	1		
1	25	1818	1		
1	25	1819	1		
1	25	1820	1		
1	25	1821	1		
1	25	1822	1		
1	25	1823	1		
1	25	1824	1		
1	25	1825	1		
1	25	1826	1		
1	25	1827	1		
1	25	1828	1		
1	25	1829	1		
1	25	1830	1		
1	25	1831	1		
1	25	1832	1		
1	25	1833	1		
1	25	1834	1		
1	25	1835	1		
1	25	1836	1		
1	25	1837	1		
1	25	1838	1		
1	25	1839	1		
1	25	1840	1		
1	25	1841	1		
1	25	1842	1		
1	25	1843	1		
1	25	1844	1		
1	25	1845	1		
1	25	1846	1		
1	25	1847	1		
1	25	1848	1		
1	25	1849	1		
1	25	1850	1		
1	25	1851	1		
1	25	1852	1		
1	25	1853	1		
1	25	1854	1		
1	25	1855	1		
1	25	1856	1		
1	25	1857	1		
1	25	1858	1		
1	25	1859	1		
1	25	1860	1		
1	25	1861	1		
1	25	1862	1		
1	25	1863	1		
1	25	1864	1		
