Genre	DetailType	ParticularType	Level		
1	25	229	2		
1	25	230	2		
1	25	231	2		
1	25	232	2		
1	25	233	2		
1	25	234	2		
1	25	235	2		
1	25	236	2		
1	25	237	2		
1	25	238	2		
1	25	239	2		
1	25	240	2		
1	25	241	2		
1	25	242	2		
1	25	243	2		
1	25	244	2		
1	25	245	2		
1	25	246	2		
1	25	247	2		
1	25	248	2		
1	25	249	2		
1	25	250	2		
1	25	251	2		
1	25	252	2		
1	25	253	2		
1	25	254	2		
1	25	255	2		
1	25	256	2		
1	25	257	2		
1	25	259	2		
1	25	260	2		
1	25	261	2		
1	25	262	2		
1	25	263	2		
1	25	264	2		
1	25	265	2		
1	25	266	2		
1	25	267	2		
1	25	268	2		
1	25	269	2		
1	25	270	2		
1	25	271	2		
1	25	272	2		
1	25	273	2		
1	25	274	2		
1	25	275	2		
1	25	276	2		
1	25	277	2		
1	25	278	2		
1	25	279	2		
1	25	280	2		
1	25	281	2		
1	25	282	2		
1	25	283	2		
1	25	284	2		
1	25	285	2		
1	25	286	2		
1	25	287	2		
1	25	288	2		
1	25	289	2		
1	25	290	2		
1	25	291	2		
1	25	292	2		
1	25	293	2		
1	25	294	2		
1	25	295	2		
1	25	296	2		
1	25	297	2		
1	25	298	2		
1	25	299	2		
1	25	300	2		
1	25	301	2		
1	25	302	2		
1	25	303	2		
1	25	305	2		
1	25	306	2		
1	25	307	2		
1	25	308	2		
1	25	309	2		
1	25	310	2		
1	25	311	2		
1	25	312	2		
1	25	313	2		
1	25	314	2		
1	25	315	2		
1	25	316	2		
1	25	317	2		
1	25	318	2		
1	25	319	2		
1	25	320	2		
1	25	321	2		
1	25	322	2		
1	25	323	2		
1	25	324	2		
1	25	325	2		
1	25	326	2		
1	25	327	2		
1	25	328	2		
1	25	329	2		
1	25	330	2		
1	25	331	2		
1	25	332	2		
1	25	333	2		
1	25	334	2		
1	25	335	2		
1	25	336	2		
1	25	337	2		
1	25	339	2		
1	25	340	2		
1	25	341	2		
1	25	342	2		
1	25	343	2		
1	25	344	2		
1	25	345	2		
1	25	346	2		
1	25	347	2		
1	25	348	2		
1	25	349	2		
1	25	350	2		
1	25	351	2		
1	25	352	2		
1	25	353	2		
1	25	354	2		
1	25	355	2		
1	25	356	2		
1	25	357	2		
1	25	358	2		
1	25	359	2		
1	25	360	2		
1	25	361	2		
1	25	362	2		
1	25	363	2		
1	25	364	2		
1	25	365	2		
1	25	366	2		
1	25	367	2		
1	25	368	2		
1	25	369	2		
1	25	370	2		
1	25	371	2		
1	25	372	2		
1	25	373	2		
1	25	374	2		
1	25	375	2		
1	25	376	2		
1	25	377	2		
1	25	378	2		
1	25	379	2		
1	25	380	2		
1	25	381	2		
1	25	382	2		
1	25	383	2		
1	25	385	2		
1	25	386	2		
1	25	387	2		
1	25	388	2		
1	25	389	2		
1	25	390	2		
1	25	391	2		
1	25	392	2		
1	25	393	2		
1	25	394	2		
1	25	395	2		
1	25	396	2		
1	25	397	2		
1	25	398	2		
1	25	399	2		
1	25	400	2		
1	25	401	2		
1	25	402	2		
1	25	403	2		
1	25	404	2		
1	25	405	2		
1	25	406	2		
1	25	407	2		
1	25	408	2		
1	25	409	2		
1	25	410	2		
1	25	411	2		
1	25	412	2		
1	25	413	2		
1	25	414	2		
1	25	415	2		
1	25	416	2		
1	25	417	2		
1	25	419	2		
1	25	420	2		
1	25	421	2		
1	25	422	2		
1	25	423	2		
1	25	424	2		
1	25	425	2		
1	25	426	2		
1	25	427	2		
1	25	428	2		
1	25	429	2		
1	25	430	2		
1	25	431	2		
1	25	432	2		
1	25	433	2		
1	25	434	2		
1	25	435	2		
1	25	436	2		
1	25	437	2		
1	25	438	2		
1	25	439	2		
1	25	440	2		
1	25	441	2		
1	25	442	2		
1	25	443	2		
1	25	444	2		
1	25	445	2		
1	25	446	2		
1	25	447	2		
1	25	448	2		
1	25	449	2		
1	25	450	2		
1	25	451	2		
1	25	452	2		
1	25	453	2		
1	25	454	2		
1	25	455	2		
1	25	456	2		
1	25	457	2		
1	25	458	2		
1	25	459	2		
1	25	460	2		
1	25	461	2		
1	25	462	2		
1	25	463	2		
1	25	465	2		
1	25	466	2		
1	25	467	2		
1	25	468	2		
1	25	469	2		
1	25	470	2		
1	25	471	2		
1	25	472	2		
1	25	473	2		
1	25	474	2		
1	25	475	2		
1	25	476	2		
1	25	477	2		
1	25	478	2		
1	25	479	2		
1	25	480	2		
1	25	481	2		
1	25	482	2		
1	25	483	2		
1	25	484	2		
1	25	485	2		
1	25	486	2		
1	25	487	2		
1	25	488	2		
1	25	489	2		
1	25	490	2		
1	25	491	2		
1	25	492	2		
1	25	493	2		
1	25	494	2		
1	25	495	2		
1	25	496	2		
1	25	497	2		
1	25	499	2		
1	25	500	2		
1	25	501	2		
1	25	502	2		
1	25	503	2		
1	25	504	2		
1	25	505	2		
1	25	506	2		
1	25	507	2		
1	25	508	2		
1	25	509	2		
1	25	510	2		
1	25	511	2		
1	25	512	2		
1	25	513	2		
1	25	514	2		
1	25	515	2		
1	25	516	2		
1	25	517	2		
1	25	518	2		
1	25	519	2		
1	25	520	2		
1	25	521	2		
1	25	522	2		
1	25	523	2		
1	25	524	2		
1	25	525	2		
1	25	526	2		
1	25	527	2		
1	25	528	2		
1	25	529	2		
1	25	530	2		
1	25	531	2		
1	25	532	2		
1	25	533	2		
1	25	534	2		
1	25	535	2		
1	25	536	2		
1	25	537	2		
1	25	538	2		
1	25	539	2		
1	25	540	2		
1	25	541	2		
1	25	542	2		
1	25	543	2		
1	25	545	2		
1	25	546	2		
1	25	547	2		
1	25	548	2		
1	25	549	2		
1	25	550	2		
1	25	551	2		
1	25	552	2		
1	25	553	2		
1	25	554	2		
1	25	555	2		
1	25	556	2		
1	25	557	2		
1	25	558	2		
1	25	559	2		
1	25	560	2		
1	25	561	2		
1	25	562	2		
1	25	563	2		
1	25	564	2		
1	25	565	2		
1	25	566	2		
1	25	567	2		
1	25	568	2		
1	25	569	2		
1	25	570	2		
1	25	571	2		
1	25	572	2		
1	25	573	2		
1	25	574	2		
1	25	575	2		
1	25	576	2		
1	25	577	2		
1	25	579	2		
1	25	580	2		
1	25	581	2		
1	25	582	2		
1	25	583	2		
1	25	584	2		
1	25	585	2		
1	25	586	2		
1	25	587	2		
1	25	588	2		
1	25	589	2		
1	25	590	2		
1	25	591	2		
1	25	592	2		
1	25	593	2		
1	25	594	2		
1	25	595	2		
1	25	596	2		
1	25	597	2		
1	25	598	2		
1	25	599	2		
1	25	600	2		
1	25	601	2		
1	25	602	2		
1	25	603	2		
1	25	604	2		
1	25	605	2		
1	25	606	2		
1	25	607	2		
1	25	608	2		
1	25	609	2		
1	25	610	2		
1	25	611	2		
1	25	612	2		
1	25	613	2		
1	25	614	2		
1	25	615	2		
1	25	616	2		
1	25	617	2		
1	25	618	2		
1	25	619	2		
1	25	620	2		
1	25	621	2		
1	25	622	2		
1	25	623	2		
1	25	624	2		
1	25	625	2		
1	25	626	2		
1	25	627	2		
1	25	628	2		
1	25	629	2		
1	25	630	2		
1	25	631	2		
1	25	632	2		
1	25	633	2		
1	25	634	2		
1	25	635	2		
1	25	636	2		
1	25	637	2		
1	25	638	2		
1	25	639	2		
1	25	640	2		
1	25	641	2		
1	25	642	2		
1	25	643	2		
1	25	644	2		
1	25	645	2		
1	25	646	2		
1	25	647	2		
1	25	648	2		
1	25	649	2		
1	25	650	2		
1	25	651	2		
1	25	652	2		
1	25	653	2		
1	25	654	2		
1	25	655	2		
1	25	656	2		
1	25	657	2		
1	25	658	2		
1	25	659	2		
1	25	660	2		
1	25	661	2		
1	25	662	2		
1	25	663	2		
1	25	664	2		
1	25	665	2		
1	25	666	2		
1	25	667	2		
1	25	668	2		
1	25	669	2		
1	25	670	2		
1	25	671	2		
1	25	672	2		
1	25	673	2		
1	25	674	2		
1	25	675	2		
1	25	676	2		
1	25	677	2		
1	25	678	2		
1	25	679	2		
1	25	680	2		
1	25	681	2		
1	25	682	2		
1	25	683	2		
1	25	684	2		
1	25	685	2		
1	25	686	2		
1	25	687	2		
1	25	688	2		
1	25	689	2		
1	25	690	2		
1	25	691	2		
1	25	692	2		
1	25	693	2		
1	25	694	2		
1	25	695	2		
1	25	696	2		
1	25	697	2		
1	25	698	2		
1	25	699	2		
1	25	700	2		
1	25	701	2		
1	25	702	2		
1	25	703	2		
1	25	704	2		
1	25	705	2		
1	25	706	2		
1	25	707	2		
1	25	708	2		
1	25	709	2		
1	25	710	2		
1	25	711	2		
1	25	712	2		
1	25	713	2		
1	25	714	2		
1	25	715	2		
1	25	716	2		
1	25	717	2		
1	25	718	2		
1	25	719	2		
1	25	720	2		
1	25	721	2		
1	25	722	2		
1	25	723	2		
1	25	724	2		
1	25	725	2		
1	25	726	2		
1	25	727	2		
1	25	728	2		
1	25	729	2		
1	25	730	2		
1	25	731	2		
1	25	732	2		
1	25	733	2		
1	25	734	2		
1	25	735	2		
1	25	736	2		
1	25	737	2		
1	25	738	2		
1	25	739	2		
1	25	740	2		
1	25	741	2		
1	25	742	2		
1	25	743	2		
1	25	744	2		
1	25	745	2		
1	25	746	2		
1	25	747	2		
1	25	748	2		
1	25	749	2		
1	25	750	2		
1	25	751	2		
1	25	752	2		
1	25	753	2		
1	25	754	2		
1	25	755	2		
1	25	756	2		
1	25	757	2		
1	25	758	2		
1	25	759	2		
1	25	760	2		
1	25	761	2		
1	25	762	2		
1	25	763	2		
1	25	764	2		
1	25	765	2		
1	25	766	2		
1	25	767	2		
1	25	768	2		
1	25	769	2		
1	25	770	2		
1	25	771	2		
1	25	772	2		
1	25	773	2		
1	25	774	2		
1	25	775	2		
1	25	776	2		
1	25	777	2		
1	25	778	2		
1	25	779	2		
1	25	780	2		
1	25	781	2		
1	25	782	2		
1	25	783	2		
1	25	784	2		
1	25	785	2		
1	25	786	2		
1	25	787	2		
1	25	788	2		
1	25	789	2		
1	25	790	2		
1	25	791	2		
1	25	792	2		
1	25	793	2		
1	25	794	2		
1	25	795	2		
1	25	796	2		
1	25	797	2		
1	25	798	2		
1	25	799	2		
1	25	800	2		
1	25	801	2		
1	25	802	2		
1	25	803	2		
1	25	804	2		
1	25	805	2		
1	25	806	2		
1	25	807	2		
1	25	808	2		
1	25	809	2		
1	25	810	2		
1	25	811	2		
1	25	812	2		
1	25	813	2		
1	25	814	2		
1	25	815	2		
1	25	816	2		
1	25	817	2		
1	25	818	2		
1	25	819	2		
1	25	820	2		
1	25	821	2		
1	25	822	2		
1	25	823	2		
1	25	824	2		
1	25	825	2		
1	25	826	2		
1	25	827	2		
1	25	828	2		
1	25	829	2		
1	25	830	2		
1	25	831	2		
1	25	832	2		
1	25	833	2		
1	25	834	2		
1	25	835	2		
1	25	836	2		
1	25	837	2		
1	25	838	2		
1	25	839	2		
1	25	840	2		
1	25	841	2		
1	25	842	2		
1	25	843	2		
1	25	844	2		
1	25	845	2		
1	25	846	2		
1	25	847	2		
1	25	848	2		
1	25	849	2		
1	25	850	2		
1	25	851	2		
1	25	852	2		
1	25	853	2		
1	25	854	2		
1	25	855	2		
1	25	856	2		
1	25	857	2		
1	25	858	2		
1	25	859	2		
1	25	860	2		
1	25	861	2		
1	25	862	2		
1	25	863	2		
1	25	864	2		
1	25	865	2		
1	25	866	2		
1	25	867	2		
1	25	868	2		
1	25	869	2		
1	25	870	2		
1	25	871	2		
1	25	872	2		
1	25	873	2		
1	25	874	2		
1	25	875	2		
1	25	876	2		
1	25	877	2		
1	25	878	2		
1	25	879	2		
1	25	880	2		
1	25	881	2		
1	25	882	2		
1	25	883	2		
1	25	884	2		
1	25	885	2		
1	25	886	2		
1	25	887	2		
1	25	888	2		
1	25	889	2		
1	25	890	2		
1	25	891	2		
1	25	892	2		
1	25	893	2		
1	25	894	2		
1	25	895	2		
1	25	896	2		
1	25	897	2		
1	25	898	2		
1	25	899	2		
1	25	900	2		
1	25	901	2		
1	25	902	2		
1	25	903	2		
1	25	904	2		
1	25	905	2		
1	25	906	2		
1	25	907	2		
1	25	908	2		
1	25	909	2		
1	25	910	2		
1	25	911	2		
1	25	912	2		
1	25	913	2		
1	25	914	2		
1	25	915	2		
1	25	916	2		
1	25	917	2		
1	25	918	2		
1	25	919	2		
1	25	920	2		
1	25	921	2		
1	25	922	2		
1	25	923	2		
1	25	924	2		
1	25	925	2		
1	25	926	2		
1	25	927	2		
1	25	928	2		
1	25	929	2		
1	25	930	2		
1	25	931	2		
1	25	932	2		
1	25	933	2		
1	25	934	2		
1	25	935	2		
1	25	936	2		
1	25	937	2		
1	25	938	2		
1	25	939	2		
1	25	940	2		
1	25	941	2		
1	25	942	2		
1	25	943	2		
1	25	944	2		
1	25	945	2		
1	25	946	2		
1	25	947	2		
1	25	948	2		
1	25	949	2		
1	25	950	2		
1	25	951	2		
1	25	952	2		
1	25	953	2		
1	25	954	2		
1	25	955	2		
1	25	956	2		
1	25	957	2		
1	25	958	2		
1	25	959	2		
1	25	960	2		
1	25	961	2		
1	25	962	2		
1	25	963	2		
1	25	964	2		
1	25	965	2		
1	25	966	2		
1	25	967	2		
1	25	968	2		
1	25	969	2		
1	25	970	2		
1	25	971	2		
1	25	972	2		
1	25	973	2		
1	25	974	2		
1	25	975	2		
1	25	976	2		
1	25	977	2		
1	25	978	2		
